,TrajID,RNCID_1,CellID_1,AsuLevel_1,Dbm_1,SignalLevel_1,RNCID_2,CellID_2,AsuLevel_2,Dbm_2,SignalLevel_2,RNCID_3,CellID_3,AsuLevel_3,Dbm_3,SignalLevel_3,RNCID_4,CellID_4,AsuLevel_4,Dbm_4,SignalLevel_4,RNCID_5,CellID_5,AsuLevel_5,Dbm_5,SignalLevel_5,RNCID_6,CellID_6,AsuLevel_6,Dbm_6,SignalLevel_6,mode,Basic_psc_pci_2,Basic_psc_pci_3,Basic_psc_pci_4,Basic_psc_pci_5,Basic_psc_pci_6,MRTime,Lon,Lat,BSID,BSID2,BSID3,BSID4,BSID5,BSID6,conf,error,Longitude,Latitude,p_gid,gid
156,7,6266,8914443,75,-65,4,2147483647,2147483647,52,-88,4,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,103,48,-1,-999.0,-999.0,1521795233899,121.497708,31.282674,1,2.0,62.0,-1.0,-1.0,-1.0,1,10.9,121.49405674,31.28409229,14,14
157,10,6266,8966933,76,-64,4,-1,0,-1,-1,-1,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1.0,-1.0,1521796063733,121.494185,31.286931,13,-1.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.49457351,31.28656697,26,26
158,5,6266,8914443,63,-77,4,2147483647,2147483647,65,-75,4,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,102,-1,-1,-1.0,-1.0,1521794702213,121.497708,31.282674,1,7.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.49739607,31.285062,25,25
159,5,6266,8966677,58,-82,4,2147483647,2147483647,56,-84,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,104,314,319,416.0,90.0,1521794740134,121.49548,31.283645,18,87.0,86.0,66.0,65.0,128.0,1,10.9,121.49739607,31.285062,25,25
160,9,6266,8966933,79,-61,4,-1,0,-1,-1,-1,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1.0,-1.0,1521795869027,121.494185,31.286931,13,-1.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.4966909,31.28661194,11,11
161,0,6266,12842773,60,-80,4,2147483647,2147483647,55,-85,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,446,389,414,-1.0,-1.0,1521792886255,121.500922,31.280656,5,15.0,14.0,114.0,-1.0,-1.0,1,10.9,121.49607062,31.28294881,8,8
162,0,6266,8966667,56,-84,4,-1,0,-1,-1,-1,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1.0,-1.0,1521793444893,121.493758,31.285023,16,-1.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.49348805,31.28625889,17,17
163,5,6266,8966677,63,-77,4,2147483647,2147483647,55,-85,4,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,416,246,-1,-1.0,-1.0,1521794708704,121.49548,31.283645,18,65.0,68.0,-1.0,-1.0,-1.0,1,10.9,121.49739607,31.285062,25,25
164,8,6266,8914443,70,-70,4,2147483647,2147483647,60,-80,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,489,103,360,48.0,-999.0,1521795356762,121.497708,31.282674,1,0.0,2.0,88.0,62.0,-1.0,1,10.9,121.49614655,31.28353679,13,13
165,0,6266,13525525,60,-80,4,2147483647,2147483647,52,-88,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,247,360,92,85.0,2147483647.0,1521793174377,121.498917,31.287786,10,31.0,32.0,120.0,147.0,116.0,1,10.9,121.49607062,31.28294881,8,8
166,10,6266,8966677,46,-94,4,2147483647,2147483647,46,-94,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,104,247,319,416.0,446.0,1521796163228,121.49548,31.283645,18,87.0,106.0,66.0,65.0,107.0,1,10.9,121.49546815,31.28620791,21,21
167,0,6266,12842783,70,-70,4,2147483647,2147483647,65,-75,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,389,416,102,-1.0,-1.0,1521792750262,121.498204,31.282061,3,9.0,6.0,8.0,-1.0,-1.0,1,10.9,121.49607062,31.28294881,8,8
168,0,6266,8914443,70,-70,4,2147483647,2147483647,54,-86,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,0,103,388,489,102.0,-1.0,1521792545811,121.497708,31.282674,1,2.0,1.0,0.0,7.0,-1.0,1,10.9,121.49607084,31.28293788,8,8
169,0,6266,8966923,71,-69,4,2147483647,2147483647,56,-84,4,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,313,-1,-1,-1.0,-1.0,1521793251510,121.49634,31.287991,11,38.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.49607062,31.28294881,8,8
170,9,6266,8966933,57,-83,4,2147483647,2147483647,45,-95,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,0,246,313,102,314.0,-1.0,1521795831033,121.494185,31.286931,13,92.0,96.0,95.0,44.0,-1.0,1,10.9,121.4966909,31.28661194,11,11
171,2,6266,8898335,50,-90,4,2147483647,2147483647,50,-90,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,102,103,92,-1.0,-1.0,1521794036053,121.494908,31.284184,19,69.0,73.0,82.0,-1.0,-1.0,1,10.9,121.49639682,31.28344556,8,8
172,0,6266,12842763,78,-62,4,2147483647,2147483647,65,-75,4,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,388,416,-1,-1.0,-1.0,1521792775171,121.49826,31.285127,4,10.0,11.0,-1.0,-1.0,-1.0,1,10.9,121.49607062,31.28294881,8,8
173,1,6266,8966687,58,-82,4,2147483647,2147483647,55,-85,4,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-999.0,0,-999.0,-999.0,-999.0,0,102,416,-1,-1.0,-999.0,1521793655884,121.493365,31.283989,17,58.0,59.0,-1.0,-1.0,-1.0,1,10.9,121.49285798,31.28433586,23,23
174,2,6266,8898335,89,-51,4,2147483647,2147483647,49,-91,4,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,416,389,-1,-1.0,-1.0,1521794083838,121.494908,31.284184,19,72.0,70.0,-1.0,-1.0,-1.0,1,10.9,121.49639682,31.28344556,8,8
175,0,6266,13056267,61,-79,4,2147483647,2147483647,66,-74,4,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,248,-1,-1,-1.0,-1.0,1521792927388,121.5048991,31.28309848,6,20.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.49607062,31.28294881,8,8
176,3,6266,13056267,60,-80,4,2147483647,2147483647,61,-79,4,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,248,-1,-1,-1.0,-1.0,1521794246509,121.5048991,31.28309848,6,20.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.49940091,31.28594976,0,0
177,0,6266,13525525,53,-87,4,2147483647,2147483647,47,-93,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,360,247,2147483647,2147483647.0,2147483647.0,1521793155101,121.498917,31.287786,10,32.0,31.0,116.0,116.0,116.0,1,10.9,121.49607062,31.28294881,8,8
178,0,6266,8898325,76,-64,4,2147483647,2147483647,61,-79,4,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,444,279,-1,-1.0,-1.0,1521792989040,121.501977,31.283614,7,21.0,22.0,-1.0,-1.0,-1.0,1,10.9,121.49607062,31.28294881,8,8
179,5,6266,8966677,64,-76,4,2147483647,2147483647,61,-79,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,0,104,314,103,302.0,-1.0,1521794759716,121.49548,31.283645,18,87.0,86.0,61.0,158.0,-1.0,1,10.9,121.49739607,31.285062,21,25
180,3,6266,13056267,80,-60,4,2147483647,2147483647,64,-76,4,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,248,-1,-1,-1.0,-1.0,1521794276670,121.5048991,31.28309848,6,20.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.49940091,31.28594976,0,0
181,3,6266,8970507,63,-77,4,2147483647,2147483647,58,-82,4,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,444,248,-1,-1.0,-1.0,1521794323235,121.502806,31.288517,8,24.0,23.0,-1.0,-1.0,-1.0,1,10.9,121.49940091,31.28594976,0,0
182,1,6266,8966687,65,-75,4,2147483647,2147483647,61,-79,4,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-999.0,0,-999.0,-999.0,-999.0,0,416,102,-1,-1.0,-999.0,1521793712051,121.493365,31.283989,17,59.0,58.0,-1.0,-1.0,-1.0,1,10.9,121.49355047,31.28427968,14,14
183,0,6266,12842763,69,-71,4,-1,0,-1,-1,-1,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1.0,-1.0,1521792840419,121.49826,31.285127,4,-1.0,-1.0,-1.0,-1.0,-1.0,1,10.9,121.49607062,31.28294881,8,8
184,0,6266,13056267,54,-86,4,2147483647,2147483647,53,-87,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,0,414,387,389,-1.0,-1.0,1521792901403,121.5048991,31.28309848,6,18.0,115.0,17.0,-1.0,-1.0,1,10.9,121.49607062,31.28294881,8,8
185,7,6266,8966687,69,-71,4,2147483647,2147483647,69,-71,4,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,102,104,319,-999.0,-999.0,1521795177734,121.493365,31.283989,17,58.0,57.0,126.0,-1.0,-1.0,1,10.9,121.49384674,31.28451122,23,9
