ECGI_Raw,PCI,1F_UARFCN,制式,TAC,经度,维度,方向角,下倾角,天线挂高,小区类型,参考信号功率,A,B,ECGI
8388619,385,1650,L1800,6146,121.51583,31.23638,60,7,33,宏小区,152,32768,11,8391446
8388629,386,1650,L1800,6146,121.51583,31.23638,160,13,33,宏小区,152,32768,21,8391456
8388639,384,1650,L1800,6146,121.51583,31.23638,300,14,33,宏小区,152,32768,31,8391466
8388620,385,450,L2100,6146,121.51583,31.23638,60,4,33,宏小区,152,32768,12,8391447
8388630,386,450,L2100,6146,121.51583,31.23638,160,4,33,宏小区,152,32768,22,8391457
8388640,384,450,L2100,6146,121.51583,31.23638,270,7,33,宏小区,152,32768,32,8391467
8388644,384,1506,L1800,6146,121.51583,31.23638,300,14,33,宏小区,152,32768,36,8391471
8388875,45,1650,L1800,6146,121.49583,31.23861,60,11,44,宏小区,152,32769,11,8391702
8388885,47,1650,L1800,6146,121.49583,31.23861,170,9,44,宏小区,152,32769,21,8391712
8388895,46,1650,L1800,6146,121.49583,31.23861,250,12,44,宏小区,152,32769,31,8391722
8388900,45,1506,L1800,6146,121.49583,31.23861,70,9,44,宏小区,152,32769,36,8391727
8388886,47,1506,L1800,6146,121.49583,31.23861,180,9,44,宏小区,152,32769,22,8391713
8388896,46,1506,L1800,6146,121.49583,31.23861,250,9,44,宏小区,122,32769,32,8391723
8388877,45,450,L2100,6146,121.49583,31.23861,60,11,44,宏小区,152,32769,13,8391704
8388887,47,450,L2100,6146,121.49583,31.23861,170,9,44,宏小区,152,32769,23,8391714
8388897,46,450,L2100,6146,121.49583,31.23861,250,9,44,宏小区,152,32769,33,8391724
8389131,347,1650,L1800,6146,121.51965,31.23784,340,5,40,宏小区,152,32770,11,8391958
8389141,345,1650,L1800,6146,121.51965,31.23784,130,6,40,宏小区,152,32770,21,8391968
8389151,346,1650,L1800,6146,121.51965,31.23784,270,8,40,宏小区,152,32770,31,8391978
8389899,387,1650,L1800,6146,121.5161,31.2411,0,22,45,宏小区,152,32773,11,8392726
8389909,388,1650,L1800,6146,121.5161,31.2411,120,17,45,宏小区,152,32773,21,8392736
8389919,389,1650,L1800,6146,121.5161,31.2411,220,20,45,宏小区,152,32773,31,8392746
8389900,387,450,L2100,6146,121.5161,31.2411,0,22,45,宏小区,152,32773,12,8392727
8389910,388,450,L2100,6146,121.5161,31.2411,120,17,45,宏小区,152,32773,22,8392737
8389920,389,450,L2100,6146,121.5161,31.2411,220,20,45,宏小区,152,32773,32,8392747
8389924,389,1506,L1800,6146,121.5161,31.2411,220,20,45,宏小区,152,32773,36,8392751
8390155,376,1650,L1800,6146,121.51274,31.23111,5,5,25,宏小区,152,32774,11,8392982
8390165,377,1650,L1800,6146,121.51274,31.23111,120,8,25,宏小区,152,32774,21,8392992
8390156,376,450,L2100,6146,121.51274,31.23111,5,5,25,宏小区,152,32774,12,8392983
8390166,377,450,L2100,6146,121.51274,31.23111,120,8,25,宏小区,152,32774,22,8392993
8390167,377,1506,L1800,6146,121.51274,31.23111,120,8,25,宏小区,152,32774,23,8392994
8390411,397,1650,L1800,6146,121.4936,31.24266,100,25,84,宏小区,182,32775,11,8393238
8390421,398,1650,L1800,6146,121.4936,31.24266,250,25,84,宏小区,152,32775,21,8393248
8390412,397,450,L2100,6146,121.4936,31.24266,100,25,84,宏小区,152,32775,12,8393239
8390422,398,450,L2100,6146,121.4936,31.24266,200,25,84,宏小区,122,32775,22,8393249
8390418,397,3770,L900,6146,121.4936,31.24266,100,25,84,宏小区,62,32775,18,8393245
8390428,398,3770,L900,6146,121.4936,31.24266,250,25,84,宏小区,92,32775,28,8393255
8390416,397,1506,L1800,6146,121.4936,31.24266,100,25,84,宏小区,152,32775,16,8393243
8393739,361,1650,L1800,6146,121.51734,31.23067,60,18,84,宏小区,152,32788,11,8396566
8393749,362,1650,L1800,6146,121.51734,31.23067,180,16,84,宏小区,152,32788,21,8396576
8393759,360,1650,L1800,6146,121.51734,31.23067,240,16,84,宏小区,152,32788,31,8396586
8393740,361,450,L2100,6146,121.51734,31.23067,60,18,84,宏小区,152,32788,12,8396567
8393750,362,450,L2100,6146,121.51734,31.23067,180,16,84,宏小区,152,32788,22,8396577
8393760,360,450,L2100,6146,121.51734,31.23067,240,16,84,宏小区,152,32788,32,8396587
8393744,361,1506,L1800,6146,121.51734,31.23067,60,18,84,宏小区,152,32788,16,8396571
8393754,362,1506,L1800,6146,121.51734,31.23067,180,16,84,宏小区,152,32788,26,8396581
8394251,130,1650,L1800,6146,121.49257,31.23909,330,10,26,宏小区,152,32790,11,8397078
8394261,131,1650,L1800,6146,121.49257,31.23909,100,9,26,宏小区,152,32790,21,8397088
8394271,129,1650,L1800,6146,121.49257,31.23909,200,12,26,宏小区,122,32790,31,8397098
8394252,130,450,L2100,6146,121.49257,31.23909,330,10,26,宏小区,122,32790,12,8397079
8394262,131,450,L2100,6146,121.49257,31.23909,100,9,26,宏小区,122,32790,22,8397089
8394272,129,450,L2100,6146,121.49257,31.23909,200,10,26,宏小区,122,32790,32,8397099
8394258,130,3770,L900,6146,121.49257,31.23909,330,18,26,宏小区,182,32790,18,8397085
8394268,131,3770,L900,6146,121.49257,31.23909,100,18,26,宏小区,182,32790,28,8397095
8394278,129,3770,L900,6146,121.49257,31.23909,200,18,26,宏小区,122,32790,38,8397105
8394507,438,1650,L1800,6146,121.5146,31.23058,0,18,36,宏小区,152,32791,11,8397334
8394517,440,1650,L1800,6146,121.5146,31.23058,130,26,36,宏小区,152,32791,21,8397344
8394527,439,1650,L1800,6146,121.5146,31.23058,240,24,36,宏小区,152,32791,31,8397354
8394508,438,450,L2100,6146,121.5146,31.23058,0,18,36,宏小区,152,32791,12,8397335
8394518,440,450,L2100,6146,121.5146,31.23058,130,26,36,宏小区,152,32791,22,8397345
8394528,439,450,L2100,6146,121.5146,31.23058,240,24,36,宏小区,152,32791,32,8397355
8394763,182,1650,L1800,6146,121.51194,31.24194,0,12,30,宏小区,152,32792,11,8397590
8394783,181,1650,L1800,6146,121.51194,31.24194,240,10,30,宏小区,152,32792,31,8397610
8394764,182,450,L2100,6146,121.51194,31.24194,0,12,30,宏小区,152,32792,12,8397591
8394773,180,1650,L1800,6146,121.51194,31.24194,130,16,30,宏小区,152,32792,21,8397600
8394784,181,450,L2100,6146,121.51194,31.24194,250,25,30,宏小区,152,32792,32,8397611
8394770,182,3770,L900,6146,121.51194,31.24194,0,12,30,宏小区,182,32792,18,8397597
8394774,180,450,L2100,6146,121.51194,31.24194,130,20,30,宏小区,152,32792,22,8397601
8394790,181,3770,L900,6146,121.51194,31.24194,240,10,30,宏小区,92,32792,38,8397617
8394780,180,3770,L900,6146,121.51194,31.24194,130,16,30,宏小区,182,32792,28,8397607
8394778,180,1506,L1800,6146,121.51194,31.24194,130,16,30,宏小区,152,32792,26,8397605
8395019,441,1650,L1800,6146,121.50716,31.23699,10,13,30,宏小区,152,32793,11,8397846
8395029,442,1650,L1800,6146,121.50716,31.23699,120,17,30,宏小区,152,32793,21,8397856
8395039,443,1650,L1800,6146,121.50716,31.23699,280,15,30,宏小区,152,32793,31,8397866
8395275,391,1650,L1800,6146,121.5101,31.2284,330,13,25,宏小区,152,32794,11,8398102
8395285,392,1650,L1800,6146,121.5101,31.2284,110,3,25,宏小区,152,32794,21,8398112
8395295,390,1650,L1800,6146,121.5101,31.2284,250,3,25,宏小区,152,32794,31,8398122
8395276,391,450,L2100,6146,121.5101,31.2284,330,13,25,宏小区,152,32794,12,8398103
8395286,392,450,L2100,6146,121.5101,31.2284,110,3,25,宏小区,152,32794,22,8398113
8395296,390,450,L2100,6146,121.5101,31.2284,250,3,25,宏小区,152,32794,32,8398123
8395531,409,1650,L1800,6146,121.50869,31.2353,350,9,44,宏小区,152,32795,11,8398358
8395541,410,1650,L1800,6146,121.50869,31.2353,120,14,44,宏小区,152,32795,21,8398368
8395551,408,1650,L1800,6146,121.50869,31.2353,220,17,44,宏小区,152,32795,31,8398378
8395532,409,450,L2100,6146,121.50869,31.2353,350,9,44,宏小区,152,32795,12,8398359
8395542,410,450,L2100,6146,121.50869,31.2353,120,14,44,宏小区,152,32795,22,8398369
8395552,408,450,L2100,6146,121.50869,31.2353,220,17,44,宏小区,152,32795,32,8398379
8395787,52,1650,L1800,6146,121.50478,31.23415,30,12,20,宏小区,122,32796,11,8398614
8395797,272,1650,L1800,6146,121.50478,31.23415,150,8,20,宏小区,122,32796,21,8398624
8395807,270,1650,L1800,6146,121.50478,31.23415,280,14,20,宏小区,122,32796,31,8398634
8395788,271,450,L2100,6146,121.50478,31.23415,30,12,20,宏小区,152,32796,12,8398615
8395798,272,450,L2100,6146,121.50478,31.23415,150,8,20,宏小区,152,32796,22,8398625
8395808,270,450,L2100,6146,121.50478,31.23415,280,14,20,宏小区,152,32796,32,8398635
8396043,157,1600,L1800,6146,121.49911,31.23626,10,16,56,宏小区,152,32797,11,8398870
8396053,158,1600,L1800,6146,121.49911,31.23626,70,17,56,宏小区,152,32797,21,8398880
8396063,156,1600,L1800,6146,121.49911,31.23626,290,23,56,宏小区,152,32797,31,8398890
8396044,157,450,L2100,6146,121.49911,31.23626,10,16,56,宏小区,152,32797,12,8398871
8396054,158,450,L2100,6146,121.49911,31.23626,70,17,56,宏小区,152,32797,22,8398881
8396064,156,450,L2100,6146,121.49911,31.23626,290,23,56,宏小区,152,32797,32,8398891
8396299,265,1650,L1800,6184,121.54514,31.29122,10,6,50,宏小区,152,32798,11,8399126
8396309,266,1650,L1800,6184,121.54514,31.29122,120,4,50,宏小区,152,32798,21,8399136
8396319,264,1650,L1800,6184,121.54514,31.29122,250,8,50,宏小区,152,32798,31,8399146
8396300,265,450,L2100,6184,121.54514,31.29122,10,6,50,宏小区,152,32798,12,8399127
8396310,266,450,L2100,6184,121.54514,31.29122,120,4,50,宏小区,152,32798,22,8399137
8396320,264,450,L2100,6184,121.54514,31.29122,250,8,50,宏小区,152,32798,32,8399147
8396555,268,1650,L1800,6184,121.55279,31.29964,40,12,30,宏小区,152,32799,11,8399382
8396565,269,1650,L1800,6184,121.55279,31.29964,170,7,30,宏小区,152,32799,21,8399392
8396575,267,1650,L1800,6184,121.55279,31.29964,220,9,30,宏小区,152,32799,31,8399402
8396811,283,1650,L1800,6184,121.55358,31.28803,310,13,25,宏小区,152,32800,11,8399638
8396821,284,1650,L1800,6184,121.55358,31.28803,180,9,25,宏小区,152,32800,21,8399648
8396831,282,1650,L1800,6184,121.55358,31.28803,130,9,25,宏小区,152,32800,31,8399658
8396812,283,450,L2100,6184,121.55358,31.28803,0,13,25,宏小区,152,32800,12,8399639
8396822,284,450,L2100,6184,121.55358,31.28803,120,9,25,宏小区,152,32800,22,8399649
8396832,282,450,L2100,6184,121.55358,31.28803,240,9,25,宏小区,152,32800,32,8399659
8396818,283,3770,L900,6184,121.55358,31.28803,0,13,25,宏小区,182,32800,18,8399645
8396828,284,3770,L900,6184,121.55358,31.28803,120,9,25,宏小区,182,32800,28,8399655
8396838,282,3770,L900,6184,121.55358,31.28803,240,9,25,宏小区,182,32800,38,8399665
8397067,292,1650,L1800,6184,121.55907,31.29085,340,10,30,宏小区,152,32801,11,8399894
8397077,293,1650,L1800,6184,121.55907,31.29085,70,4,30,宏小区,152,32801,21,8399904
8397087,291,1650,L1800,6184,121.55907,31.29085,30,13,30,宏小区,152,32801,31,8399914
8397097,464,1650,L1800,6184,121.549695,31.288149,360,0,0,微小区,122,32801,41,8399924
8397068,292,450,L2100,6184,121.55907,31.29085,340,10,30,宏小区,152,32801,12,8399895
8397078,293,450,L2100,6184,121.55907,31.29085,70,4,30,宏小区,152,32801,22,8399905
8397088,291,450,L2100,6184,121.55907,31.29085,130,13,30,宏小区,152,32801,32,8399915
8397071,376,1825,L1800,23308,121.549695,31.288149,360,0,0,微小区,124,32801,15,8399898
8397074,292,3770,L900,6184,121.55907,31.29085,340,10,30,宏小区,152,32801,18,8399901
8397084,293,3770,L900,6184,121.55907,31.29085,70,4,30,宏小区,182,32801,28,8399911
8397094,291,3770,L900,6184,121.55907,31.29085,30,13,30,宏小区,182,32801,38,8399921
8397323,289,1650,L1800,6184,121.55199,31.2918,0,6,30,宏小区,152,32802,11,8400150
8397333,290,1650,L1800,6184,121.55199,31.2918,0,6,30,宏小区,152,32802,21,8400160
8397343,288,1650,L1800,6184,121.55199,31.2918,0,6,30,宏小区,152,32802,31,8400170
8397353,217,1650,L1800,6184,121.55199,31.2918,0,6,30,宏小区,152,32802,41,8400180
8397363,216,1650,L1800,6184,121.55199,31.2918,0,6,30,宏小区,152,32802,51,8400190
8397373,218,1650,L1800,6184,121.55199,31.2918,0,6,30,宏小区,152,32802,61,8400200
8397324,289,450,L2100,6184,121.55199,31.2918,0,6,30,宏小区,122,32802,12,8400151
8397334,290,450,L2100,6184,121.55199,31.2918,0,6,30,宏小区,122,32802,22,8400161
8397344,288,450,L2100,6184,121.55199,31.2918,0,6,30,宏小区,122,32802,32,8400171
8397354,217,450,L2100,6184,121.55199,31.2918,0,6,30,宏小区,122,32802,42,8400181
8397364,216,450,L2100,6184,121.55199,31.2918,0,6,30,宏小区,122,32802,52,8400191
8397374,218,450,L2100,6184,121.55199,31.2918,0,6,30,宏小区,122,32802,62,8400201
8397579,400,1650,L1800,6184,121.54932,31.29533,350,1,35,宏小区,152,32803,11,8400406
8397589,399,1650,L1800,6184,121.54932,31.29533,130,4,35,宏小区,152,32803,21,8400416
8397599,401,1650,L1800,6184,121.54932,31.29533,220,7,35,宏小区,152,32803,31,8400426
8397580,400,450,L2100,6184,121.54932,31.29533,350,1,35,宏小区,152,32803,12,8400407
8397590,399,450,L2100,6184,121.54932,31.29533,130,4,35,宏小区,152,32803,22,8400417
8397600,401,450,L2100,6184,121.54932,31.29533,220,7,35,宏小区,152,32803,32,8400427
8397586,400,3770,L900,6184,121.54932,31.29533,350,1,35,宏小区,182,32803,18,8400413
8397596,399,3770,L900,6184,121.54932,31.29533,130,4,35,宏小区,182,32803,28,8400423
8397606,401,3770,L900,6184,121.54932,31.29533,220,7,35,宏小区,182,32803,38,8400433
8397835,105,1650,L1800,6146,121.50831,31.24103,320,24,60,宏小区,152,32804,11,8400662
8397845,106,1650,L1800,6146,121.50831,31.24103,50,24,60,宏小区,152,32804,21,8400672
8397855,107,1650,L1800,6146,121.50831,31.24103,190,24,60,宏小区,152,32804,31,8400682
8397836,105,450,L2100,6146,121.50831,31.24103,320,24,60,宏小区,152,32804,12,8400663
8397846,106,450,L2100,6146,121.50831,31.24103,50,24,60,宏小区,152,32804,22,8400673
8397856,107,450,L2100,6146,121.50831,31.24103,190,24,60,宏小区,152,32804,32,8400683
8397850,106,1506,L1800,6146,121.50831,31.24103,50,24,60,宏小区,152,32804,26,8400677
8398347,343,1650,L1800,6146,121.52153,31.2282,0,25,20,宏小区,152,32806,11,8401174
8398357,344,1650,L1800,6146,121.52153,31.2282,100,25,20,宏小区,152,32806,21,8401184
8398367,342,1650,L1800,6146,121.52153,31.2282,240,12,20,宏小区,152,32806,31,8401194
8398348,343,450,L2100,6146,121.52153,31.2282,0,25,20,宏小区,152,32806,12,8401175
8398358,344,450,L2100,6146,121.52153,31.2282,100,25,20,宏小区,152,32806,22,8401185
8398368,342,450,L2100,6146,121.52153,31.2282,240,12,20,宏小区,152,32806,32,8401195
8398603,339,1650,L1800,6146,121.52309,31.22504,0,11,28,宏小区,152,32807,11,8401430
8398604,339,450,L2100,6146,121.52309,31.22504,0,11,28,宏小区,152,32807,12,8401431
8398613,340,1650,L1800,6146,121.52309,31.22504,110,11,28,宏小区,152,32807,21,8401440
8398623,341,1650,L1800,6146,121.52309,31.22504,210,11,28,宏小区,152,32807,31,8401450
8398610,339,3770,L900,6146,121.52309,31.22504,0,11,28,宏小区,182,32807,18,8401437
8398614,340,450,L2100,6146,121.52309,31.22504,110,11,28,宏小区,152,32807,22,8401441
8398624,341,450,L2100,6146,121.52309,31.22504,210,11,28,宏小区,152,32807,32,8401451
8398620,340,3770,L900,6146,121.52309,31.22504,110,11,28,宏小区,182,32807,28,8401447
8398630,341,3770,L900,6146,121.52309,31.22504,210,11,28,宏小区,182,32807,38,8401457
8398618,340,1506,L1800,6146,121.52309,31.22504,110,11,28,宏小区,152,32807,26,8401445
8398628,341,1506,L1800,6146,121.52309,31.22504,210,11,28,宏小区,152,32807,36,8401455
8398859,290,1650,L1800,6145,121.52471,31.23991,30,15,45,宏小区,152,32808,11,8401686
8398869,288,1650,L1800,6145,121.52471,31.23991,220,15,45,宏小区,152,32808,21,8401696
8398879,289,1650,L1800,6145,121.52471,31.23991,250,15,45,宏小区,152,32808,31,8401706
8398860,290,450,L2100,6145,121.52471,31.23991,30,15,45,宏小区,152,32808,12,8401687
8398870,288,450,L2100,6145,121.52471,31.23991,220,15,45,宏小区,152,32808,22,8401697
8398880,289,450,L2100,6145,121.52471,31.23991,250,15,45,宏小区,152,32808,32,8401707
8399115,445,1650,L1800,6146,121.50893,31.24357,330,10,57,宏小区,152,32809,11,8401942
8399125,444,1650,L1800,6146,121.50893,31.24357,110,25,57,宏小区,152,32809,21,8401952
8399135,446,1650,L1800,6146,121.50893,31.24357,250,12,57,宏小区,152,32809,31,8401962
8399116,445,450,L2100,6146,121.50893,31.24357,330,10,57,宏小区,152,32809,12,8401943
8399126,444,450,L2100,6146,121.50893,31.24357,110,25,57,宏小区,152,32809,22,8401953
8399136,446,450,L2100,6146,121.50893,31.24357,250,12,57,宏小区,152,32809,32,8401963
8400651,82,1650,L1800,6146,121.49763,31.23267,50,18,15,宏小区,32,32815,11,8403478
8400661,81,1650,L1800,6146,121.49763,31.23267,110,20,15,宏小区,152,32815,21,8403488
8400671,83,1650,L1800,6146,121.49763,31.23267,230,32,15,宏小区,152,32815,31,8403498
8400652,82,450,L2100,6146,121.49763,31.23267,50,18,15,宏小区,32,32815,12,8403479
8400662,81,450,L2100,6146,121.49763,31.23267,110,20,15,宏小区,152,32815,22,8403489
8400672,83,450,L2100,6146,121.49763,31.23267,230,32,15,宏小区,152,32815,32,8403499
8400907,395,1650,L1800,6146,121.5111,31.23139,0,24,88,宏小区,152,32816,11,8403734
8400917,394,1650,L1800,6146,121.5111,31.23139,140,30,88,宏小区,152,32816,21,8403744
8400927,393,1650,L1800,6146,121.5111,31.23139,220,30,88,宏小区,152,32816,31,8403754
8400908,395,450,L2100,6146,121.5111,31.23139,0,24,88,宏小区,152,32816,12,8403735
8400918,394,450,L2100,6146,121.5111,31.23139,140,30,88,宏小区,152,32816,22,8403745
8400928,393,450,L2100,6146,121.5111,31.23139,220,30,88,宏小区,152,32816,32,8403755
8401163,154,1650,L1800,6146,121.50521,31.24025,15,25,51,宏小区,152,32817,11,8403990
8401173,155,1650,L1800,6146,121.50521,31.24025,130,25,51,宏小区,152,32817,21,8404000
8401183,153,1650,L1800,6146,121.50521,31.24025,260,25,51,宏小区,152,32817,31,8404010
8401164,154,450,L2100,6146,121.50521,31.24025,15,25,51,宏小区,152,32817,12,8403991
8401174,155,450,L2100,6146,121.50521,31.24025,130,25,51,宏小区,152,32817,22,8404001
8401184,153,450,L2100,6146,121.50521,31.24025,260,25,51,宏小区,152,32817,32,8404011
8401419,141,1650,L1800,6146,121.50334,31.24165,280,27,66,宏小区,152,32818,11,8404246
8401429,143,1650,L1800,6146,121.50334,31.24165,170,27,66,宏小区,152,32818,21,8404256
8401420,141,450,L2100,6146,121.50334,31.24165,240,22,66,宏小区,152,32818,12,8404247
8401430,143,450,L2100,6146,121.50334,31.24165,190,24,66,宏小区,152,32818,22,8404257
8401675,192,1650,L1800,6146,121.50727,31.22685,80,10,87,宏小区,152,32819,11,8404502
8401685,193,1650,L1800,6146,121.50727,31.22685,200,10,87,宏小区,152,32819,21,8404512
8401695,194,1650,L1800,6146,121.50727,31.22685,320,10,87,宏小区,152,32819,31,8404522
8401931,214,1650,L1800,6204,121.63727,31.19393,350,9,32,宏小区,152,32820,11,8404758
8401941,215,1650,L1800,6204,121.63727,31.19393,120,4,32,宏小区,152,32820,21,8404768
8401951,213,1650,L1800,6204,121.63727,31.19393,180,4,32,宏小区,152,32820,31,8404778
8401932,214,450,L2100,6204,121.63727,31.19393,350,6,32,宏小区,152,32820,12,8404759
8401942,215,450,L2100,6204,121.63727,31.19393,120,2,32,宏小区,152,32820,22,8404769
8401952,213,450,L2100,6204,121.63727,31.19393,180,2,32,宏小区,152,32820,32,8404779
8401938,214,3770,L900,6204,121.63727,31.19393,50,16,32,宏小区,182,32820,18,8404765
8401948,215,3770,L900,6204,121.63727,31.19393,120,17,32,宏小区,182,32820,28,8404775
8401958,213,3770,L900,6204,121.63727,31.19393,180,16,32,宏小区,182,32820,38,8404785
8402187,156,1650,L1800,6204,121.65085,31.19154,330,8,12,宏小区,122,32821,11,8405014
8402197,158,1650,L1800,6204,121.65085,31.19154,80,6,12,宏小区,152,32821,21,8405024
8402207,157,1650,L1800,6204,121.65085,31.19154,280,8,12,宏小区,152,32821,31,8405034
8404491,207,1650,L1800,6204,121.65777,31.1976,340,15,40,宏小区,152,32830,11,8407318
8404501,209,1650,L1800,6204,121.65777,31.1976,115,1,40,宏小区,152,32830,21,8407328
8404511,208,1650,L1800,6204,121.65777,31.1976,220,6,40,宏小区,152,32830,31,8407338
8404492,207,450,L2100,6204,121.65777,31.1976,340,15,40,宏小区,152,32830,12,8407319
8404502,209,450,L2100,6204,121.65777,31.1976,115,1,40,宏小区,152,32830,22,8407329
8404512,208,450,L2100,6204,121.65777,31.1976,220,6,40,宏小区,152,32830,32,8407339
8404498,207,3770,L900,6204,121.65777,31.1976,340,15,40,宏小区,182,32830,18,8407325
8404508,209,3770,L900,6204,121.65777,31.1976,115,1,40,宏小区,182,32830,28,8407335
8404518,208,3770,L900,6204,121.65777,31.1976,220,6,40,宏小区,182,32830,38,8407345
8404506,209,1506,L1800,6204,121.65777,31.1976,115,1,40,宏小区,152,32830,26,8407333
8404747,170,1650,L1800,6182,121.76369,31.21141,20,7,25,宏小区,152,32831,11,8407574
8404757,168,1650,L1800,6182,121.76369,31.21141,110,8,25,宏小区,152,32831,21,8407584
8404767,169,1650,L1800,6182,121.76369,31.21141,270,12,25,宏小区,152,32831,31,8407594
8404754,170,3770,L900,6182,121.76369,31.21141,0,9,25,宏小区,182,32831,18,8407581
8404764,168,3770,L900,6182,121.76369,31.21141,110,4,25,宏小区,182,32831,28,8407591
8405259,233,1650,L1800,6251,121.54483,31.25425,340,3,55,宏小区,152,32833,11,8408086
8405269,232,1650,L1800,6251,121.54483,31.25425,130,1,55,宏小区,152,32833,21,8408096
8405279,231,1650,L1800,6251,121.54483,31.25425,260,5,55,宏小区,152,32833,31,8408106
8405260,233,450,L2100,6251,121.54483,31.25425,330,9,55,宏小区,152,32833,12,8408087
8405270,232,450,L2100,6251,121.54483,31.25425,140,8,55,宏小区,152,32833,22,8408097
8405280,231,450,L2100,6251,121.54483,31.25425,260,5,55,宏小区,152,32833,32,8408107
8405264,233,1506,L1800,6251,121.54483,31.25425,340,3,55,宏小区,122,32833,16,8408091
8405274,232,1506,L1800,6251,121.54483,31.25425,130,1,55,宏小区,122,32833,26,8408101
8405515,238,1650,L1800,6251,121.5431,31.24556,0,4,18,宏小区,152,32834,11,8408342
8405525,237,1650,L1800,6251,121.5431,31.24556,270,3,18,宏小区,152,32834,21,8408352
8405530,237,1506,L1800,6251,121.5431,31.24556,270,3,18,宏小区,152,32834,26,8408357
8405771,262,1650,L1800,6145,121.53477,31.23602,0,16,65,宏小区,152,32835,11,8408598
8405781,261,1650,L1800,6145,121.53477,31.23602,90,16,65,宏小区,122,32835,21,8408608
8405791,263,1650,L1800,6145,121.53477,31.23602,170,16,65,宏小区,152,32835,31,8408618
8405778,262,3770,L900,6145,121.53477,31.23602,0,20,65,宏小区,122,32835,18,8408605
8405788,261,3770,L900,6145,121.53477,31.23602,90,16,65,宏小区,182,32835,28,8408615
8405798,263,3770,L900,6145,121.53477,31.23602,170,20,65,宏小区,182,32835,38,8408625
8405776,262,1506,L1800,6145,121.53477,31.23602,0,16,65,宏小区,152,32835,16,8408603
8406027,137,1650,L1800,6198,121.54249,31.20886,350,13,40,宏小区,152,32836,11,8408854
8406037,136,1650,L1800,6198,121.54249,31.20886,155,11,40,宏小区,152,32836,21,8408864
8406047,135,1650,L1800,6198,121.54249,31.20886,225,12,40,宏小区,152,32836,31,8408874
8406028,137,450,L2100,6198,121.54249,31.20886,350,11,40,宏小区,152,32836,12,8408855
8406038,136,450,L2100,6198,121.54249,31.20886,155,8,40,宏小区,152,32836,22,8408865
8406048,135,450,L2100,6198,121.54249,31.20886,225,10,40,宏小区,152,32836,32,8408875
8406283,94,1650,L1800,6198,121.55333,31.20527,60,10,41,宏小区,152,32837,11,8409110
8406293,93,1650,L1800,6198,121.55333,31.20527,120,8,41,宏小区,152,32837,21,8409120
8406303,95,1650,L1800,6198,121.55333,31.20527,250,2,41,宏小区,122,32837,31,8409130
8406284,94,450,L2100,6198,121.55333,31.20527,0,4,41,宏小区,152,32837,12,8409111
8406294,93,450,L2100,6198,121.55333,31.20527,120,9,41,宏小区,152,32837,22,8409121
8406304,95,450,L2100,6198,121.55333,31.20527,290,8,41,宏小区,122,32837,32,8409131
8406539,152,1650,L1800,6192,121.5462,31.1966,0,13,40,宏小区,152,32838,11,8409366
8406549,150,1650,L1800,6192,121.5462,31.1966,170,10,40,宏小区,152,32838,21,8409376
8406559,151,1650,L1800,6192,121.5462,31.1966,310,2,40,宏小区,152,32838,31,8409386
8406540,152,450,L2100,6192,121.5462,31.1966,0,20,40,宏小区,152,32838,12,8409367
8406550,150,450,L2100,6192,121.5462,31.1966,170,10,40,宏小区,152,32838,22,8409377
8406560,151,450,L2100,6192,121.5462,31.1966,310,2,40,宏小区,152,32838,32,8409387
8406546,152,3770,L900,6192,121.5462,31.1966,0,13,40,宏小区,122,32838,18,8409373
8406556,150,3770,L900,6192,121.5462,31.1966,170,10,40,宏小区,122,32838,28,8409383
8406566,151,3770,L900,6192,121.5462,31.1966,310,2,40,宏小区,122,32838,38,8409393
8406795,325,1650,L1800,6145,121.53069,31.22884,10,20,80,宏小区,152,32839,11,8409622
8406805,324,1650,L1800,6145,121.53069,31.22884,120,19,80,宏小区,152,32839,21,8409632
8406815,326,1650,L1800,6145,121.53069,31.22884,180,24,80,宏小区,152,32839,31,8409642
8406802,325,3770,L900,6145,121.53069,31.22884,10,24,80,宏小区,182,32839,18,8409629
8406812,324,3770,L900,6145,121.53069,31.22884,120,23,80,宏小区,182,32839,28,8409639
8406822,326,3770,L900,6145,121.53069,31.22884,180,28,80,宏小区,182,32839,38,8409649
8407051,235,1650,L1800,6251,121.54459,31.24974,120,25,94,宏小区,152,32840,11,8409878
8407061,236,1650,L1800,6251,121.54459,31.24974,200,28,94,宏小区,152,32840,21,8409888
8407071,234,1650,L1800,6251,121.54459,31.24974,280,28,94,宏小区,152,32840,31,8409898
8407052,235,450,L2100,6251,121.54459,31.24974,120,22,94,宏小区,152,32840,12,8409879
8407062,236,450,L2100,6251,121.54459,31.24974,200,25,94,宏小区,152,32840,22,8409889
8407072,234,450,L2100,6251,121.54459,31.24974,280,25,94,宏小区,122,32840,32,8409899
8407058,235,3770,L900,6251,121.54459,31.24974,120,25,94,宏小区,182,32840,18,8409885
8407068,236,3770,L900,6251,121.54459,31.24974,200,28,94,宏小区,182,32840,28,8409895
8407078,234,3770,L900,6251,121.54459,31.24974,280,28,94,宏小区,182,32840,38,8409905
8407307,55,1650,L1800,6145,121.53436,31.2461,50,10,80,宏小区,152,32841,11,8410134
8407317,54,1650,L1800,6145,121.53436,31.2461,150,11,80,宏小区,152,32841,21,8410144
8407327,56,1650,L1800,6145,121.53436,31.2461,300,10,80,宏小区,152,32841,31,8410154
