ECGI_Raw,PCI,1F_UARFCN,制式,TAC,经度,维度,方向角,下倾角,天线挂高,小区类型,参考信号功率,A,B,ECGI
8646677,239,1650,L1800,6178,121.40778,31.21305,150,16,21,宏小区,152,33776,21,8649504
8646687,238,1650,L1800,6178,121.40778,31.21305,280,15,21,宏小区,152,33776,31,8649514
8646668,237,450,L2100,6178,121.40778,31.21305,40,8,21,宏小区,152,33776,12,8649495
8646678,239,450,L2100,6178,121.40778,31.21305,150,16,21,宏小区,152,33776,22,8649505
8646688,238,450,L2100,6178,121.40778,31.21305,280,15,21,宏小区,152,33776,32,8649515
8646923,44,1650,L1800,6263,121.4101,31.2051,330,10,73,宏小区,152,33777,11,8649750
8646933,42,1650,L1800,6263,121.4101,31.2051,150,12,73,宏小区,152,33777,21,8649760
8646943,43,1650,L1800,6263,121.4101,31.2051,250,11,73,宏小区,152,33777,31,8649770
8646924,44,450,L2100,6263,121.4101,31.2051,330,10,73,宏小区,122,33777,12,8649751
8646934,42,450,L2100,6263,121.4101,31.2051,150,12,73,宏小区,122,33777,22,8649761
8646944,43,450,L2100,6263,121.4101,31.2051,250,11,73,宏小区,122,33777,32,8649771
8646930,44,3770,L900,6263,121.4101,31.2051,330,18,73,宏小区,182,33777,18,8649757
8646940,42,3770,L900,6263,121.4101,31.2051,150,12,73,宏小区,182,33777,28,8649767
8646950,43,3770,L900,6263,121.4101,31.2051,250,12,73,宏小区,182,33777,38,8649777
8647179,289,1650,L1800,6178,121.40072,31.21715,330,10,25,宏小区,152,33778,11,8650006
8647189,288,1650,L1800,6178,121.40072,31.21715,120,4,25,宏小区,152,33778,21,8650016
8647199,290,1650,L1800,6178,121.40072,31.21715,240,5,25,宏小区,152,33778,31,8650026
8647209,421,1650,L1800,6178,121.40628,31.22005,0,3,25,宏小区,122,33778,41,8650036
8647180,289,450,L2100,6178,121.40072,31.21715,330,10,25,宏小区,152,33778,12,8650007
8647190,288,450,L2100,6178,121.40072,31.21715,120,4,25,宏小区,152,33778,22,8650017
8647200,290,450,L2100,6178,121.40072,31.21715,240,5,25,宏小区,152,33778,32,8650027
8647435,27,1650,L1800,6180,121.34326,31.18478,300,10,22,宏小区,152,33779,11,8650262
8647445,28,1650,L1800,6180,121.34326,31.18478,90,11,22,宏小区,152,33779,21,8650272
8647455,29,1650,L1800,6180,121.34326,31.18478,200,13,22,宏小区,152,33779,31,8650282
8647436,27,450,L2100,6180,121.34326,31.18478,300,10,22,宏小区,122,33779,12,8650263
8647446,28,450,L2100,6180,121.34326,31.18478,90,11,22,宏小区,122,33779,22,8650273
8647456,29,450,L2100,6180,121.34326,31.18478,200,13,22,宏小区,122,33779,32,8650283
8647691,213,1650,L1800,6263,121.40386,31.20406,40,3,40,宏小区,122,33780,11,8650518
8647701,214,1650,L1800,6263,121.40386,31.20406,150,16,40,宏小区,122,33780,21,8650528
8647711,215,1650,L1800,6263,121.40386,31.20406,280,10,40,宏小区,152,33780,31,8650538
8647692,213,450,L2100,6263,121.40386,31.20406,40,12,40,宏小区,122,33780,12,8650519
8647702,214,450,L2100,6263,121.40386,31.20406,150,15,40,宏小区,122,33780,22,8650529
8647712,215,450,L2100,6263,121.40386,31.20406,280,4,40,宏小区,122,33780,32,8650539
8647947,146,1650,L1800,6263,121.40816,31.20246,0,14,64,宏小区,152,33781,11,8650774
8647957,145,1650,L1800,6263,121.40816,31.20246,140,12,64,宏小区,152,33781,21,8650784
8647967,144,1650,L1800,6263,121.40816,31.20246,210,10,64,宏小区,152,33781,31,8650794
8647948,146,450,L2100,6263,121.40816,31.20246,0,14,64,宏小区,122,33781,12,8650775
8647958,145,450,L2100,6263,121.40816,31.20246,140,12,64,宏小区,152,33781,22,8650785
8647968,144,450,L2100,6263,121.40816,31.20246,210,10,64,宏小区,152,33781,32,8650795
8647954,146,3770,L900,6263,121.40816,31.20246,350,17,64,宏小区,182,33781,18,8650781
8647964,145,3770,L900,6263,121.40816,31.20246,120,12,64,宏小区,182,33781,28,8650791
8647974,144,3770,L900,6263,121.40816,31.20246,210,18,64,宏小区,182,33781,38,8650801
8648203,140,1650,L1800,6263,121.41177,31.19355,325,26,25,宏小区,152,33782,11,8651030
8648213,138,1650,L1800,6263,121.41177,31.19355,130,26,25,宏小区,152,33782,21,8651040
8648223,139,1650,L1800,6263,121.41177,31.19355,240,26,25,宏小区,152,33782,31,8651050
8648210,140,3770,L900,6263,121.41177,31.19355,325,26,25,宏小区,182,33782,18,8651037
8648220,138,3770,L900,6263,121.41177,31.19355,130,26,25,宏小区,182,33782,28,8651047
8648230,139,3770,L900,6263,121.41177,31.19355,240,26,25,宏小区,182,33782,38,8651057
8648459,135,1650,L1800,6179,121.41553,31.20829,340,11,22,宏小区,122,33783,11,8651286
8648469,136,1650,L1800,6179,121.41553,31.20829,100,9,22,宏小区,152,33783,21,8651296
8648479,137,1650,L1800,6179,121.41553,31.20829,220,13,22,宏小区,152,33783,31,8651306
8648715,66,1650,L1800,6261,121.43058,31.22626,330,13,40,宏小区,152,33784,11,8651542
8648725,68,1650,L1800,6261,121.43058,31.22626,130,16,40,宏小区,152,33784,21,8651552
8648735,67,1650,L1800,6261,121.43058,31.22626,250,13,40,宏小区,152,33784,31,8651562
8648722,66,3770,L900,6261,121.43058,31.22626,330,13,40,宏小区,182,33784,18,8651549
8648732,68,3770,L900,6261,121.43058,31.22626,130,16,40,宏小区,182,33784,28,8651559
8648742,67,3770,L900,6261,121.43058,31.22626,250,13,40,宏小区,182,33784,38,8651569
8649227,93,1650,L1800,6179,121.42211,31.20839,330,10,30,宏小区,152,33786,11,8652054
8649237,94,1650,L1800,6179,121.42211,31.20839,90,4,30,宏小区,152,33786,21,8652064
8649247,95,1650,L1800,6179,121.42211,31.20839,240,8,30,宏小区,152,33786,31,8652074
8649228,93,450,L2100,6179,121.42211,31.20839,330,10,30,宏小区,152,33786,12,8652055
8649238,94,450,L2100,6179,121.42211,31.20839,90,7,30,宏小区,152,33786,22,8652065
8649248,95,450,L2100,6179,121.42211,31.20839,240,2,30,宏小区,152,33786,32,8652075
8649234,93,3770,L900,6179,121.42211,31.20839,310,10,30,宏小区,182,33786,18,8652061
8649244,94,3770,L900,6179,121.42211,31.20839,120,9,30,宏小区,182,33786,28,8652071
8649254,95,3770,L900,6179,121.42211,31.20839,240,7,30,宏小区,182,33786,38,8652081
8649257,441,1650,L1800,6179,121.413303,31.199961,360,0,0,微小区,122,33786,41,8652084
8649483,53,1650,L1800,6179,121.4201,31.2146,30,7,30,宏小区,152,33787,11,8652310
8649493,52,1650,L1800,6179,121.4201,31.2146,120,8,30,宏小区,152,33787,21,8652320
8649503,51,1650,L1800,6179,121.4201,31.2146,270,8,30,宏小区,152,33787,31,8652330
8649484,53,450,L2100,6179,121.4201,31.2146,30,6,30,宏小区,152,33787,12,8652311
8649494,52,450,L2100,6179,121.4201,31.2146,120,6,30,宏小区,152,33787,22,8652321
8649504,51,450,L2100,6179,121.4201,31.2146,300,9,30,宏小区,152,33787,32,8652331
8649995,367,1650,L1800,6178,121.39168,31.21763,0,12,33,宏小区,152,33789,11,8652822
8650005,368,1650,L1800,6178,121.39168,31.21763,130,17,33,宏小区,152,33789,21,8652832
8650015,366,1650,L1800,6178,121.39168,31.21763,210,20,33,宏小区,152,33789,31,8652842
8649996,367,450,L2100,6178,121.39168,31.21763,0,12,33,宏小区,152,33789,12,8652823
8650006,368,450,L2100,6178,121.39168,31.21763,130,17,33,宏小区,152,33789,22,8652833
8650016,366,450,L2100,6178,121.39168,31.21763,210,20,33,宏小区,152,33789,32,8652843
8650002,367,3770,L900,6178,121.39168,31.21763,0,12,33,宏小区,182,33789,18,8652829
8650012,368,3770,L900,6178,121.39168,31.21763,130,17,33,宏小区,182,33789,28,8652839
8650022,366,3770,L900,6178,121.39168,31.21763,210,18,33,宏小区,152,33789,38,8652849
8650251,169,1650,L1800,6263,121.39967,31.19303,0,6,63,宏小区,152,33790,11,8653078
8650261,170,1650,L1800,6263,121.39967,31.19303,120,14,63,宏小区,152,33790,21,8653088
8650271,168,1650,L1800,6263,121.39967,31.19303,230,20,63,宏小区,152,33790,31,8653098
8650252,169,450,L2100,6263,121.39967,31.19303,0,6,63,宏小区,152,33790,12,8653079
8650262,170,450,L2100,6263,121.39967,31.19303,120,14,63,宏小区,152,33790,22,8653089
8650272,168,450,L2100,6263,121.39967,31.19303,230,20,63,宏小区,152,33790,32,8653099
8650507,211,1650,L1800,6263,121.40599,31.20617,340,9,40,宏小区,152,33791,11,8653334
8650517,210,1650,L1800,6263,121.40599,31.20617,50,14,40,宏小区,152,33791,21,8653344
8650527,212,1650,L1800,6263,121.40599,31.20617,260,20,40,宏小区,152,33791,31,8653354
8650508,211,450,L2100,6263,121.40599,31.20617,340,9,40,宏小区,152,33791,12,8653335
8650518,210,450,L2100,6263,121.40599,31.20617,50,14,40,宏小区,152,33791,22,8653345
8650528,212,450,L2100,6263,121.40599,31.20617,260,20,40,宏小区,152,33791,32,8653355
8651019,132,1650,L1800,6264,121.3914,31.19989,40,8,33,宏小区,152,33793,11,8653846
8651029,133,1650,L1800,6264,121.3914,31.19989,160,14,33,宏小区,152,33793,21,8653856
8651039,134,1650,L1800,6264,121.3914,31.19989,300,15,33,宏小区,152,33793,31,8653866
8651020,132,450,L2100,6264,121.3914,31.19989,50,12,33,宏小区,122,33793,12,8653847
8651030,133,450,L2100,6264,121.3914,31.19989,150,13,33,宏小区,152,33793,22,8653857
8651040,134,450,L2100,6264,121.3914,31.19989,290,15,33,宏小区,122,33793,32,8653867
8651275,412,1650,L1800,6178,121.39637,31.21376,0,14,40,宏小区,152,33794,11,8654102
8651285,413,1650,L1800,6178,121.39637,31.21376,125,7,40,宏小区,122,33794,21,8654112
8651295,411,1650,L1800,6178,121.39637,31.21376,280,15,40,宏小区,152,33794,31,8654122
8651276,412,450,L2100,6178,121.39637,31.21376,0,14,40,宏小区,152,33794,12,8654103
8651286,413,450,L2100,6178,121.39637,31.21376,125,7,40,宏小区,152,33794,22,8654113
8651296,411,450,L2100,6178,121.39637,31.21376,280,15,40,宏小区,152,33794,32,8654123
8651282,412,3770,L900,6178,121.39637,31.21376,0,14,40,宏小区,182,33794,18,8654109
8651292,413,3770,L900,6178,121.39637,31.21376,125,7,40,宏小区,182,33794,28,8654119
8651302,411,3770,L900,6178,121.39637,31.21376,280,15,40,宏小区,182,33794,38,8654129
8651531,145,1650,L1800,6180,121.35211,31.18621,130,7,40,宏小区,152,33795,11,8654358
8651541,144,1650,L1800,6180,121.35211,31.18621,160,6,40,宏小区,152,33795,21,8654368
8651551,146,1650,L1800,6180,121.35211,31.18621,250,10,40,宏小区,152,33795,31,8654378
8651532,145,450,L2100,6180,121.35211,31.18621,130,7,40,宏小区,152,33795,12,8654359
8651542,144,450,L2100,6180,121.35211,31.18621,160,6,40,宏小区,152,33795,22,8654369
8651552,146,450,L2100,6180,121.35211,31.18621,250,10,40,宏小区,152,33795,32,8654379
8651538,145,3770,L900,6180,121.35211,31.18621,130,7,40,宏小区,182,33795,18,8654365
8651548,144,3770,L900,6180,121.35211,31.18621,160,6,40,宏小区,182,33795,28,8654375
8651558,146,3770,L900,6180,121.35211,31.18621,250,10,40,宏小区,182,33795,38,8654385
8651787,23,1650,L1800,6263,121.40365,31.19207,0,9,40,宏小区,152,33796,11,8654614
8651797,22,1650,L1800,6263,121.40365,31.19207,160,14,40,宏小区,152,33796,21,8654624
8651807,21,1650,L1800,6263,121.40365,31.19207,240,11,40,宏小区,152,33796,31,8654634
8651791,123,1825,L1800,23074,121.40365,31.19207,0,9,40,宏小区,124,33796,15,8654618
8651801,124,1825,L1800,23074,121.40365,31.19207,160,14,40,宏小区,124,33796,25,8654628
8651811,125,1825,L1800,23074,121.40365,31.19207,240,11,40,宏小区,124,33796,35,8654638
8652043,175,1650,L1800,6264,121.3931,31.2047,0,5,40,宏小区,122,33797,11,8654870
8652053,174,1650,L1800,6264,121.3931,31.2047,170,5,40,宏小区,152,33797,21,8654880
8652063,176,1650,L1800,6264,121.3931,31.2047,270,5,40,宏小区,122,33797,31,8654890
8652044,175,450,L2100,6264,121.3931,31.2047,0,5,40,宏小区,152,33797,12,8654871
8652054,174,450,L2100,6264,121.3931,31.2047,170,5,40,宏小区,152,33797,22,8654881
8652064,176,450,L2100,6264,121.3931,31.2047,270,5,40,宏小区,152,33797,32,8654891
8652047,15,1825,L1800,23071,121.3931,31.2047,0,10,40,宏小区,124,33797,15,8654874
8652057,16,1825,L1800,23071,121.3931,31.2047,170,13,40,宏小区,124,33797,25,8654884
8652067,17,1825,L1800,23071,121.3931,31.2047,300,8,40,宏小区,124,33797,35,8654894
8652050,175,3770,L900,6264,121.3931,31.2047,0,5,40,宏小区,182,33797,18,8654877
8652060,174,3770,L900,6264,121.3931,31.2047,170,5,40,宏小区,182,33797,28,8654887
8652070,176,3770,L900,6264,121.3931,31.2047,270,5,40,宏小区,182,33797,38,8654897
8652299,208,1650,L1800,6263,121.41509,31.20246,330,15,15,宏小区,152,33798,11,8655126
8652309,207,1650,L1800,6263,121.41509,31.20246,180,14,15,宏小区,152,33798,21,8655136
8652300,208,450,L2100,6263,121.41509,31.20246,330,15,15,宏小区,152,33798,12,8655127
8652310,207,450,L2100,6263,121.41509,31.20246,180,14,15,宏小区,152,33798,22,8655137
8652306,208,3770,L900,6263,121.41509,31.20246,330,15,15,宏小区,182,33798,18,8655133
8652316,207,3770,L900,6263,121.41509,31.20246,180,14,15,宏小区,182,33798,28,8655143
8652555,220,1650,L1800,6179,121.41947,31.20753,140,11,40,宏小区,152,33799,11,8655382
8652565,219,1650,L1800,6179,121.41947,31.20753,280,8,40,宏小区,152,33799,21,8655392
8652556,220,450,L2100,6179,121.41947,31.20753,140,11,40,宏小区,152,33799,12,8655383
8652566,219,450,L2100,6179,121.41947,31.20753,280,8,40,宏小区,152,33799,22,8655393
8652562,220,3770,L900,6179,121.41947,31.20753,140,11,40,宏小区,182,33799,18,8655389
8652572,219,3770,L900,6179,121.41947,31.20753,280,8,40,宏小区,182,33799,28,8655399
8652811,347,1650,L1800,6264,121.38648,31.20554,40,7,21,宏小区,152,33800,11,8655638
8652821,345,1650,L1800,6264,121.38648,31.20554,150,6,21,宏小区,152,33800,21,8655648
8652831,346,1650,L1800,6264,121.38648,31.20554,270,8,21,宏小区,152,33800,31,8655658
8652818,347,3770,L900,6264,121.38648,31.20554,40,7,21,宏小区,182,33800,18,8655645
8652828,345,3770,L900,6264,121.38648,31.20554,150,6,21,宏小区,182,33800,28,8655655
8652838,346,3770,L900,6264,121.38648,31.20554,270,8,21,宏小区,182,33800,38,8655665
8653067,186,1650,L1800,6179,121.42092,31.2166,0,13,32,宏小区,152,33801,11,8655894
8653077,188,1650,L1800,6179,121.42092,31.2166,150,17,32,宏小区,152,33801,21,8655904
8653087,187,1650,L1800,6179,121.42092,31.2166,270,8,32,宏小区,152,33801,31,8655914
8653068,186,450,L2100,6179,121.42092,31.2166,0,10,32,宏小区,152,33801,12,8655895
8653078,188,450,L2100,6179,121.42092,31.2166,150,17,32,宏小区,152,33801,22,8655905
8653088,187,450,L2100,6179,121.42092,31.2166,270,6,32,宏小区,152,33801,32,8655915
8653323,20,1650,L1800,6263,121.40339,31.19957,60,8,37.5,宏小区,152,33802,11,8656150
8653333,18,1650,L1800,6263,121.40339,31.19957,150,5,37.5,宏小区,152,33802,21,8656160
8653343,19,1650,L1800,6263,121.40339,31.19957,240,7,37.5,宏小区,152,33802,31,8656170
8653324,20,450,L2100,6263,121.40339,31.19957,60,8,37.5,宏小区,152,33802,12,8656151
8653334,18,450,L2100,6263,121.40339,31.19957,150,5,37.5,宏小区,152,33802,22,8656161
8653344,19,450,L2100,6263,121.40339,31.19957,240,7,37.5,宏小区,152,33802,32,8656171
8653579,114,1650,L1800,6263,121.4098,31.19394,50,12,64,宏小区,152,33803,11,8656406
8653589,116,1650,L1800,6263,121.4098,31.19394,190,2,64,宏小区,122,33803,21,8656416
8653599,115,1650,L1800,6263,121.4098,31.19394,230,10,64,宏小区,152,33803,31,8656426
8653580,114,450,L2100,6263,121.4098,31.19394,50,15,64,宏小区,152,33803,12,8656407
8653590,116,450,L2100,6263,121.4098,31.19394,190,5,64,宏小区,152,33803,22,8656417
8653600,115,450,L2100,6263,121.4098,31.19394,230,10,64,宏小区,152,33803,32,8656427
8653835,142,1650,L1800,6176,121.38721,31.21503,20,3,15,宏小区,152,33804,11,8656662
8653845,143,1650,L1800,6176,121.38721,31.21503,12,10,15,宏小区,152,33804,21,8656672
8653855,141,1650,L1800,6176,121.38721,31.21503,230,12,15,宏小区,152,33804,31,8656682
8654347,99,1650,L1800,6178,121.40852,31.21644,40,31,85,宏小区,152,33806,11,8657174
8654357,101,1650,L1800,6178,121.40852,31.21644,106,20,85,宏小区,152,33806,21,8657184
8654367,100,1650,L1800,6178,121.40852,31.21644,280,27,85,宏小区,152,33806,31,8657194
8654348,99,450,L2100,6178,121.40852,31.21644,40,31,85,宏小区,152,33806,12,8657175
8654358,101,450,L2100,6178,121.40852,31.21644,106,20,85,宏小区,122,33806,22,8657185
8654368,100,450,L2100,6178,121.40852,31.21644,280,27,85,宏小区,122,33806,32,8657195
8654354,99,3770,L900,6178,121.40852,31.21644,40,31,85,宏小区,182,33806,18,8657181
8654364,101,3770,L900,6178,121.40852,31.21644,106,20,85,宏小区,182,33806,28,8657191
8654374,100,3770,L900,6178,121.40852,31.21644,280,27,85,宏小区,182,33806,38,8657201
8654603,3,1650,L1800,6179,121.41281,31.20892,0,26,32,宏小区,152,33807,11,8657430
8654613,4,1650,L1800,6179,121.41281,31.20892,180,5,32,宏小区,92,33807,21,8657440
8654623,5,1650,L1800,6179,121.41281,31.20892,280,9,32,宏小区,92,33807,31,8657450
8654604,3,450,L2100,6179,121.41281,31.20892,0,26,32,宏小区,122,33807,12,8657431
8654614,4,450,L2100,6179,121.41281,31.20892,180,5,32,宏小区,122,33807,22,8657441
8654624,5,450,L2100,6179,121.41281,31.20892,280,9,32,宏小区,122,33807,32,8657451
8655115,72,1650,L1800,6263,121.40205,31.2059,330,10,87,宏小区,122,33809,11,8657942
8655125,73,1650,L1800,6263,121.40205,31.2059,300,10,87,宏小区,152,33809,21,8657952
8655116,72,450,L2100,6263,121.40205,31.2059,330,10,87,宏小区,152,33809,12,8657943
8655126,73,450,L2100,6263,121.40205,31.2059,300,10,87,宏小区,152,33809,22,8657953
8655122,72,3770,L900,6263,121.40205,31.2059,0,6,87,宏小区,182,33809,18,8657949
8655132,73,3770,L900,6263,121.40205,31.2059,280,10,87,宏小区,182,33809,28,8657959
8655627,267,1650,L1800,6178,121.40721,31.21961,330,10,60,宏小区,152,33811,11,8658454
8655637,365,1650,L1800,6178,121.40721,31.21961,180,10,60,宏小区,152,33811,21,8658464
8655647,363,1650,L1800,6178,121.40721,31.21961,220,10,60,宏小区,152,33811,31,8658474
8655657,364,1650,L1800,6178,121.40721,31.21961,320,10,60,宏小区,152,33811,41,8658484
8655883,204,1650,L1800,6263,121.40301,31.20909,350,3,20,宏小区,152,33812,11,8658710
8655893,205,1650,L1800,6263,121.40301,31.20909,130,4,20,宏小区,152,33812,21,8658720
8655903,206,1650,L1800,6263,121.40301,31.20909,220,6,20,宏小区,152,33812,31,8658730
8655884,204,450,L2100,6263,121.40301,31.20909,350,3,20,宏小区,152,33812,12,8658711
8655894,205,450,L2100,6263,121.40301,31.20909,130,4,20,宏小区,152,33812,22,8658721
8655904,206,450,L2100,6263,121.40301,31.20909,220,6,20,宏小区,152,33812,32,8658731
8656139,151,1650,L1800,6179,121.42616,31.21393,340,25,109,宏小区,152,33813,11,8658966
8656149,152,1650,L1800,6179,121.42616,31.21393,140,25,109,宏小区,152,33813,21,8658976
8656159,150,1650,L1800,6179,121.42616,31.21393,230,25,109,宏小区,152,33813,31,8658986
8656140,151,450,L2100,6179,121.42616,31.21393,340,25,109,宏小区,122,33813,12,8658967
8656150,152,450,L2100,6179,121.42616,31.21393,140,25,109,宏小区,122,33813,22,8658977
8656160,150,450,L2100,6179,121.42616,31.21393,230,25,109,宏小区,152,33813,32,8658987
8656146,151,3770,L900,6179,121.42616,31.21393,340,25,109,宏小区,182,33813,18,8658973
8656156,152,3770,L900,6179,121.42616,31.21393,140,25,109,宏小区,182,33813,28,8658983
8656166,150,3770,L900,6179,121.42616,31.21393,230,25,109,宏小区,182,33813,38,8658993
8656395,152,1650,L1800,6178,121.39324,31.21182,20,8,28,宏小区,152,33814,11,8659222
8656405,150,1650,L1800,6178,121.39324,31.21182,110,4,28,宏小区,122,33814,21,8659232
8656415,151,1650,L1800,6178,121.39324,31.21182,270,4,28,宏小区,152,33814,31,8659242
8656396,152,450,L2100,6178,121.39324,31.21182,20,8,28,宏小区,152,33814,12,8659223
8656406,150,450,L2100,6178,121.39324,31.21182,110,4,28,宏小区,152,33814,22,8659233
8656416,151,450,L2100,6178,121.39324,31.21182,270,4,28,宏小区,152,33814,32,8659243
8656402,152,3770,L900,6178,121.39324,31.21182,20,8,28,宏小区,182,33814,18,8659229
8656412,150,3770,L900,6178,121.39324,31.21182,110,4,28,宏小区,182,33814,28,8659239
8656422,151,3770,L900,6178,121.39324,31.21182,270,4,28,宏小区,182,33814,38,8659249
8656651,409,1650,L1800,6178,121.39649,31.2218,330,18,90,宏小区,152,33815,11,8659478
8656661,410,1650,L1800,6178,121.39649,31.2218,20,14,90,宏小区,122,33815,21,8659488
8656671,408,1650,L1800,6178,121.39649,31.2218,210,34,90,宏小区,152,33815,31,8659498
8656907,196,1650,L1800,6264,121.38802,31.19512,320,12,27,宏小区,152,33816,11,8659734
8656917,197,1650,L1800,6264,121.38802,31.19512,130,10,27,宏小区,152,33816,21,8659744
8656927,195,1650,L1800,6264,121.38802,31.19512,185,10,27,宏小区,152,33816,31,8659754
8656908,196,450,L2100,6264,121.38802,31.19512,320,12,27,宏小区,152,33816,12,8659735
8656918,197,450,L2100,6264,121.38802,31.19512,130,10,27,宏小区,152,33816,22,8659745
8656928,195,450,L2100,6264,121.38802,31.19512,185,10,27,宏小区,152,33816,32,8659755
8657163,56,1650,L1800,6179,121.41784,31.22092,320,12,25,宏小区,152,33817,11,8659990
8657173,54,1650,L1800,6179,121.41784,31.22092,100,7,25,宏小区,152,33817,21,8660000
8657183,55,1650,L1800,6179,121.41784,31.22092,200,10,25,宏小区,152,33817,31,8660010
8657164,56,450,L2100,6179,121.41784,31.22092,320,12,25,宏小区,152,33817,12,8659991
8657174,54,450,L2100,6179,121.41784,31.22092,100,7,25,宏小区,152,33817,22,8660001
8657184,55,450,L2100,6179,121.41784,31.22092,200,10,25,宏小区,122,33817,32,8660011
8657419,14,1650,L1800,6261,121.42199,31.2271,30,10,20,宏小区,152,33818,11,8660246
8657429,13,1650,L1800,6261,121.42199,31.2271,200,10,20,宏小区,152,33818,21,8660256
8657439,12,1650,L1800,6261,121.42199,31.2271,250,10,20,宏小区,122,33818,31,8660266
8657931,406,1650,L1800,6178,121.40015,31.21934,330,8,84,宏小区,152,33820,11,8660758
8657941,407,1650,L1800,6178,121.40015,31.21934,90,10,84,宏小区,92,33820,21,8660768
8657951,405,1650,L1800,6178,121.40015,31.21934,210,8,84,宏小区,92,33820,31,8660778
8657932,406,450,L2100,6178,121.40015,31.21934,330,8,84,宏小区,152,33820,12,8660759
8657942,407,450,L2100,6178,121.40015,31.21934,90,10,84,宏小区,92,33820,22,8660769
8657952,405,450,L2100,6178,121.40015,31.21934,210,8,84,宏小区,92,33820,32,8660779
8657938,406,3770,L900,6178,121.40015,31.21934,330,8,84,宏小区,182,33820,18,8660765
8657948,407,3770,L900,6178,121.40015,31.21934,90,10,84,宏小区,182,33820,28,8660775
8657958,405,3770,L900,6178,121.40015,31.21934,210,8,84,宏小区,182,33820,38,8660785
8658443,184,1650,L1800,6179,121.41528,31.21488,350,5,20,宏小区,152,33822,11,8661270
8658453,185,1650,L1800,6179,121.41528,31.21488,0,5,20,宏小区,152,33822,21,8661280
8658463,183,1650,L1800,6179,121.41528,31.21488,90,9,20,宏小区,152,33822,31,8661290
8658444,184,450,L2100,6179,121.41528,31.21488,350,3,20,宏小区,152,33822,12,8661271
8658454,185,450,L2100,6179,121.41528,31.21488,0,10,20,宏小区,152,33822,22,8661281
8658464,183,450,L2100,6179,121.41528,31.21488,90,10,20,宏小区,152,33822,32,8661291
8658450,184,3770,L900,6179,121.41528,31.21488,350,5,20,宏小区,182,33822,18,8661277
8658460,185,3770,L900,6179,121.41528,31.21488,0,5,20,宏小区,182,33822,28,8661287
8658470,183,3770,L900,6179,121.41528,31.21488,90,9,20,宏小区,182,33822,38,8661297
8658699,114,1650,L1800,6179,121.4318,31.21892,0,32,96,宏小区,152,33823,11,8661526
8658709,116,1650,L1800,6179,121.4318,31.21892,180,23,96,宏小区,92,33823,21,8661536
8658719,115,1650,L1800,6179,121.4318,31.21892,280,12,96,宏小区,92,33823,31,8661546
8658700,114,450,L2100,6179,121.4318,31.21892,0,32,96,宏小区,152,33823,12,8661527
8658710,116,450,L2100,6179,121.4318,31.21892,180,23,96,宏小区,92,33823,22,8661537
8658720,115,450,L2100,6179,121.4318,31.21892,280,12,96,宏小区,92,33823,32,8661547
8658706,114,3770,L900,6179,121.4318,31.21892,0,32,96,宏小区,182,33823,18,8661533
8658716,116,3770,L900,6179,121.4318,31.21892,180,23,96,宏小区,182,33823,28,8661543
8658726,115,3770,L900,6179,121.4318,31.21892,280,12,96,宏小区,182,33823,38,8661553
8658955,232,1650,L1800,6188,121.36069,31.22447,10,20,27,宏小区,152,33824,11,8661782
8658965,231,1650,L1800,6188,121.36069,31.22447,130,9,27,宏小区,152,33824,21,8661792
8658975,233,1650,L1800,6188,121.36069,31.22447,230,13,27,宏小区,152,33824,31,8661802
8658956,232,450,L2100,6188,121.36069,31.22447,10,20,27,宏小区,152,33824,12,8661783
8658966,231,450,L2100,6188,121.36069,31.22447,130,9,27,宏小区,152,33824,22,8661793
8658976,233,450,L2100,6188,121.36069,31.22447,230,13,27,宏小区,152,33824,32,8661803
8658962,232,3770,L900,6188,121.36069,31.22447,10,20,27,宏小区,182,33824,18,8661789
8658972,231,3770,L900,6188,121.36069,31.22447,130,9,27,宏小区,182,33824,28,8661799
8658982,233,3770,L900,6188,121.36069,31.22447,230,13,27,宏小区,182,33824,38,8661809
8659467,227,1650,L1800,6180,121.36795,31.22132,310,6,22,宏小区,152,33826,11,8662294
8659477,226,1650,L1800,6180,121.36795,31.22132,180,5,22,宏小区,152,33826,21,8662304
8659487,225,1650,L1800,6180,121.36795,31.22132,250,16,22,宏小区,152,33826,31,8662314
8659474,227,3770,L900,6180,121.36795,31.22132,310,4,22,宏小区,182,33826,18,8662301
8659484,226,3770,L900,6180,121.36795,31.22132,180,7,22,宏小区,182,33826,28,8662311
8659494,225,3770,L900,6180,121.36795,31.22132,210,20,22,宏小区,182,33826,38,8662321
8659723,42,1650,L1800,6180,121.35575,31.18805,330,6,15,宏小区,152,33827,11,8662550
8659733,43,1650,L1800,6180,121.35575,31.18805,240,6,15,宏小区,152,33827,21,8662560
8659743,44,1650,L1800,6180,121.35575,31.18805,280,6,15,宏小区,152,33827,31,8662570
8659730,42,3770,L900,6180,121.35575,31.18805,320,5,15,宏小区,182,33827,18,8662557
8659740,43,3770,L900,6180,121.35575,31.18805,190,5,15,宏小区,182,33827,28,8662567
8659750,44,3770,L900,6180,121.35575,31.18805,230,3,15,宏小区,182,33827,38,8662577
8659979,125,1650,L1800,6264,121.38467,31.19264,50,4,27,宏小区,152,33828,11,8662806
8659989,123,1650,L1800,6264,121.38467,31.19264,150,4,27,宏小区,152,33828,21,8662816
8659999,124,1650,L1800,6264,121.38467,31.19264,260,14,27,宏小区,152,33828,31,8662826
