,TrajID,RNCID_1,CellID_1,AsuLevel_1,Dbm_1,SignalLevel_1,RNCID_2,CellID_2,AsuLevel_2,Dbm_2,SignalLevel_2,RNCID_3,CellID_3,AsuLevel_3,Dbm_3,SignalLevel_3,RNCID_4,CellID_4,AsuLevel_4,Dbm_4,SignalLevel_4,RNCID_5,CellID_5,AsuLevel_5,Dbm_5,SignalLevel_5,RNCID_6,CellID_6,AsuLevel_6,Dbm_6,SignalLevel_6,mode,MRTime,BSID,BSID2,BSID3,BSID4,BSID5,BSID6,Lon,Lat,Lon2,Lat2,Lon3,Lat3,Lon4,Lat4,Lon5,Lat5,Lon6,Lat6,Longitude,Latitude,gid
6395,20,6188,26051,27,-59,4,6182,44757,16,-81,4,6188.0,27394.0,16.0,-81.0,4.0,6188.0,27377.0,24.0,-65.0,4.0,6188.0,26049.0,21.0,-71.0,4.0,6182.0,44772.0,17.0,-79.0,4.0,2,1510136385449,1,44.0,5.0,8.0,10.0,41.0,121.211928,31.288649,121.213913,31.291614,121.208105,31.289402,121.208284,31.289647,121.211928,31.288649,121.222617,31.290824,121.21594396,31.29051915,81
10653,45,5198,42507,23,-67,4,5198,42509,17,-79,4,5198.0,50809.0,12.0,-89.0,4.0,5198.0,42508.0,14.0,-85.0,4.0,5198.0,44572.0,14.0,-85.0,4.0,5198.0,42518.0,15.0,-83.0,4.0,1,1523610985069,142,148.0,149.0,146.0,144.0,139.0,121.221928,31.289447,121.223001,31.284943,121.229014,31.288648,121.226213,31.283596,121.228681,31.256506,121.218148,31.288526,121.21010947,31.28465615,66
6309,20,6188,27377,26,-61,4,6188,27378,24,-65,4,6188.0,27394.0,24.0,-65.0,4.0,6188.0,41146.0,19.0,-75.0,4.0,6188.0,27393.0,21.0,-71.0,4.0,6188.0,26049.0,24.0,-65.0,4.0,2,1510136294126,8,3.0,5.0,9.0,16.0,10.0,121.208284,31.289647,121.208284,31.289647,121.208105,31.289402,121.209638,31.285875,121.208105,31.289402,121.211928,31.288649,121.21345212,31.29185722,3
2603,13,6188,27378,23,-67,4,6188,26051,13,-87,4,0.0,0.0,14.0,-85.0,4.0,6188.0,27394.0,17.0,-79.0,4.0,6188.0,25105.0,16.0,-81.0,4.0,6188.0,25763.0,13.0,-87.0,4.0,2,1509264811650,3,1.0,-999.0,5.0,2.0,73.0,121.208284,31.289647,121.211928,31.288649,-999.0,-999.0,121.208105,31.289402,121.211975,31.276588,121.218483,31.276604,121.21156708,31.2820009,86
4939,16,6188,27395,17,-79,4,6188,26051,16,-81,4,6188.0,27378.0,23.0,-67.0,4.0,6188.0,27361.0,14.0,-85.0,4.0,6182.0,13698.0,16.0,-81.0,4.0,6188.0,27394.0,16.0,-81.0,4.0,1,1509525201205,4,1.0,3.0,47.0,20.0,5.0,121.208105,31.289402,121.211928,31.288649,121.208284,31.289647,121.213131,31.283388,121.191709,31.287846,121.208105,31.289402,121.20843791,31.28398089,46
8019,26,6188,41092,31,-51,4,6188,41124,27,-59,4,6188.0,41148.0,24.0,-65.0,4.0,6188.0,41093.0,19.0,-75.0,4.0,6188.0,41122.0,18.0,-77.0,4.0,6188.0,41149.0,24.0,-65.0,4.0,1,1511268025816,25,26.0,28.0,79.0,29.0,23.0,121.217871,31.2808,121.212407,31.282261,121.218285,31.288788,121.206472,31.284913,121.216448,31.2893,121.214295,31.280418,121.21082934,31.28825072,54
7596,25,6188,41148,26,-61,4,6188,41092,22,-69,4,6188.0,41149.0,23.0,-67.0,4.0,6188.0,41122.0,24.0,-65.0,4.0,6182.0,41503.0,23.0,-67.0,4.0,6182.0,41607.0,20.0,-73.0,4.0,1,1511175068734,28,25.0,23.0,29.0,33.0,69.0,121.218285,31.288788,121.217871,31.2808,121.214295,31.280418,121.216448,31.2893,121.220505,31.290893,121.218675,31.293412,121.21305525,31.29183716,3
1438,10,6188,26050,26,-61,4,6188,27394,22,-69,4,6188.0,27378.0,18.0,-77.0,4.0,6188.0,27377.0,21.0,-71.0,4.0,6188.0,26051.0,20.0,-73.0,4.0,6188.0,27314.0,20.0,-73.0,4.0,2,1509179034974,7,5.0,3.0,8.0,1.0,52.0,121.211928,31.288649,121.208105,31.289402,121.208284,31.289647,121.208284,31.289647,121.211928,31.288649,121.218167,31.28458,121.2140942,31.28690408,110
6102,19,6188,27394,21,-71,4,6188,27378,18,-77,4,6182.0,44771.0,17.0,-79.0,4.0,6188.0,27314.0,17.0,-79.0,4.0,6188.0,26051.0,19.0,-75.0,4.0,6188.0,26050.0,29.0,-55.0,4.0,1,1509940530249,5,3.0,21.0,52.0,1.0,7.0,121.208105,31.289402,121.208284,31.289647,121.22292,31.287199,121.218167,31.28458,121.211928,31.288649,121.211928,31.288649,121.21413622,31.28669895,110
8738,27,5198,20608,17,-79,4,5198,17029,12,-89,4,5198.0,64581.0,10.0,-93.0,3.0,0.0,0.0,10.0,-93.0,3.0,5198.0,23603.0,12.0,-89.0,4.0,0.0,0.0,10.0,-93.0,3.0,0,1512005133245,34,35.0,57.0,-999.0,78.0,-999.0,121.221072,31.257603,121.221816,31.293837,121.246342,31.274067,-999.0,-999.0,121.246283,31.296038,-999.0,-999.0,121.21088467,31.28442677,27
8157,26,6188,41148,25,-63,4,6188,41124,19,-75,4,6188.0,41122.0,26.0,-61.0,4.0,6188.0,41091.0,25.0,-63.0,4.0,6182.0,41503.0,25.0,-63.0,4.0,6188.0,41149.0,24.0,-65.0,4.0,1,1511268173509,28,26.0,29.0,80.0,33.0,23.0,121.218285,31.288788,121.212407,31.282261,121.216448,31.2893,121.211384,31.291563,121.220505,31.290893,121.214295,31.280418,121.21329974,31.29226284,3
7367,24,6182,41503,29,-55,4,6188,41148,28,-57,4,6188.0,41092.0,23.0,-67.0,4.0,6188.0,41122.0,25.0,-63.0,4.0,6188.0,41091.0,21.0,-71.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1510999750653,33,28.0,25.0,29.0,80.0,-999.0,121.220505,31.290893,121.218285,31.288788,121.217871,31.2808,121.216448,31.2893,121.211384,31.291563,-999.0,-999.0,121.2133947,31.29224265,3
8205,26,6188,41148,27,-59,4,6188,41122,22,-69,4,6188.0,41091.0,19.0,-75.0,4.0,6188.0,41149.0,22.0,-69.0,4.0,6188.0,41092.0,18.0,-77.0,4.0,6182.0,41503.0,25.0,-63.0,4.0,1,1511268224548,28,29.0,80.0,23.0,25.0,33.0,121.218285,31.288788,121.216448,31.2893,121.211384,31.291563,121.214295,31.280418,121.217871,31.2808,121.220505,31.290893,121.21336871,31.29232526,3
7953,26,6188,41149,26,-61,4,6188,41092,22,-69,4,6188.0,41094.0,15.0,-83.0,4.0,6188.0,41124.0,15.0,-83.0,4.0,6188.0,41148.0,18.0,-77.0,4.0,0.0,0.0,17.0,-79.0,4.0,1,1511267955461,23,25.0,24.0,26.0,28.0,-999.0,121.214295,31.280418,121.217871,31.2808,121.218479,31.276852,121.212407,31.282261,121.218285,31.288788,-999.0,-999.0,121.20962639,31.2856957,103
5929,18,5198,16058,11,-91,3,5198,64092,3,-107,1,5198.0,16059.0,3.0,-107.0,1.0,5198.0,49661.0,3.0,-107.0,1.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509700437795,31,72.0,36.0,100.0,-999.0,-999.0,121.220639,31.281873,121.23006,31.302692,121.209767,31.284987,121.223022,31.288829,-999.0,-999.0,-999.0,-999.0,121.21361956,31.28954248,40
4026,14,6188,27394,26,-61,4,6188,27378,24,-65,4,6188.0,27377.0,22.0,-69.0,4.0,6188.0,26049.0,19.0,-75.0,4.0,6188.0,26051.0,25.0,-63.0,4.0,6188.0,26050.0,31.0,-51.0,4.0,1,1509266528201,5,3.0,8.0,10.0,1.0,7.0,121.208105,31.289402,121.208284,31.289647,121.208284,31.289647,121.211928,31.288649,121.211928,31.288649,121.211928,31.288649,121.21360721,31.28716216,19
2834,13,6188,26050,20,-73,4,6188,27378,13,-87,4,6188.0,27377.0,15.0,-83.0,4.0,6188.0,26051.0,11.0,-91.0,3.0,6188.0,27394.0,15.0,-83.0,4.0,6182.0,41139.0,12.0,-89.0,4.0,2,1509265056851,7,3.0,8.0,1.0,5.0,6.0,121.211928,31.288649,121.208284,31.289647,121.208284,31.289647,121.211928,31.288649,121.208105,31.289402,121.223131,31.287758,121.21383154,31.28869325,61
4307,14,6188,25105,22,-69,4,6182,41139,16,-81,4,6188.0,27378.0,18.0,-77.0,4.0,6188.0,27394.0,19.0,-75.0,4.0,6188.0,25089.0,16.0,-81.0,4.0,6188.0,27395.0,16.0,-81.0,4.0,1,1509266826288,2,6.0,3.0,5.0,18.0,4.0,121.211975,31.276588,121.223131,31.287758,121.208284,31.289647,121.208105,31.289402,121.211975,31.276588,121.208105,31.289402,121.2112904,31.28444536,27
11906,57,5198,42507,24,-65,4,5198,44572,15,-83,4,5198.0,42509.0,16.0,-81.0,4.0,5198.0,42519.0,13.0,-87.0,4.0,5198.0,42518.0,19.0,-75.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1524047169832,142,144.0,148.0,143.0,139.0,-999.0,121.221928,31.289447,121.228681,31.256506,121.223001,31.284943,121.217792,31.288293,121.218148,31.288526,-999.0,-999.0,121.20980293,31.28670873,10
10343,41,5198,42517,19,-75,4,5198,42518,15,-83,4,5198.0,42519.0,19.0,-75.0,4.0,5198.0,56688.0,13.0,-87.0,4.0,0.0,0.0,13.0,-87.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1523514748921,141,139.0,143.0,140.0,-999.0,-999.0,121.218883,31.292806,121.218148,31.288526,121.217792,31.288293,121.22677,31.297156,-999.0,-999.0,-999.0,-999.0,121.20618747,31.29148761,63
715,8,5198,16059,31,-51,4,5198,25312,13,-87,4,5198.0,16057.0,22.0,-69.0,4.0,5198.0,38198.0,14.0,-85.0,4.0,5198.0,17029.0,14.0,-85.0,4.0,5198.0,16058.0,21.0,-71.0,4.0,2,1508920792042,36,39.0,63.0,38.0,35.0,31.0,121.209767,31.284987,121.217402,31.281802,121.221136,31.293876,121.206769,31.28681,121.221816,31.293837,121.220639,31.281873,121.20730033,31.29136576,18
3448,13,6182,13666,19,-75,4,6182,13698,17,-79,4,6182.0,13394.0,16.0,-81.0,4.0,6188.0,21331.0,16.0,-81.0,4.0,6188.0,21329.0,17.0,-79.0,4.0,0.0,0.0,14.0,-85.0,4.0,2,1509265708085,13,20.0,40.0,15.0,14.0,-999.0,121.191709,31.287846,121.191709,31.287846,121.202787,31.292964,121.203915,31.280386,121.203915,31.280386,-999.0,-999.0,121.20660674,31.28543129,56
5998,19,6188,27378,26,-61,4,6188,26051,14,-85,4,6188.0,27395.0,16.0,-81.0,4.0,6182.0,13698.0,13.0,-87.0,4.0,6188.0,27394.0,24.0,-65.0,4.0,6188.0,27377.0,18.0,-77.0,4.0,1,1509940420138,3,1.0,4.0,20.0,5.0,8.0,121.208284,31.289647,121.211928,31.288649,121.208105,31.289402,121.191709,31.287846,121.208105,31.289402,121.208284,31.289647,121.21370337,31.28931459,40
5977,19,6188,27361,13,-87,4,6188,26051,12,-89,4,6188.0,27394.0,13.0,-87.0,4.0,6182.0,13698.0,14.0,-85.0,4.0,0.0,0.0,9.0,-95.0,3.0,0.0,0.0,8.0,-97.0,3.0,1,1509940397859,47,1.0,5.0,20.0,-999.0,-999.0,121.213131,31.283388,121.211928,31.288649,121.208105,31.289402,121.191709,31.287846,-999.0,-999.0,-999.0,-999.0,121.21370337,31.28931459,40
5070,16,6188,27378,22,-69,4,6188,26051,13,-87,4,6151.0,14542.0,12.0,-89.0,4.0,6188.0,27377.0,16.0,-81.0,4.0,0.0,0.0,15.0,-83.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509525340570,3,1.0,61.0,8.0,-999.0,-999.0,121.208284,31.289647,121.211928,31.288649,121.29599,31.276411,121.208284,31.289647,-999.0,-999.0,-999.0,-999.0,121.21422029,31.28177956,98
13173,68,5198,42518,20,-73,4,5198,42509,15,-83,4,5198.0,42519.0,17.0,-79.0,4.0,5198.0,42517.0,13.0,-87.0,4.0,5198.0,42507.0,19.0,-75.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1524301703207,139,148.0,143.0,141.0,142.0,-999.0,121.218148,31.288526,121.223001,31.284943,121.217792,31.288293,121.218883,31.292806,121.221928,31.289447,-999.0,-999.0,121.2097427,31.28625177,10
2251,12,6182,41235,21,-71,4,6188,27393,25,-63,4,6182.0,44757.0,15.0,-83.0,4.0,6188.0,27379.0,20.0,-73.0,4.0,6182.0,41233.0,22.0,-69.0,4.0,6182.0,44754.0,14.0,-85.0,4.0,2,1509180194851,12,16.0,44.0,37.0,11.0,45.0,121.206155,31.294312,121.208105,31.289402,121.213913,31.291614,121.208284,31.289647,121.217245,31.291334,121.212896,31.291805,121.20745096,31.29138624,18
3530,14,6188,27378,20,-73,4,6188,27361,13,-87,4,6188.0,26051.0,12.0,-89.0,4.0,6188.0,20865.0,12.0,-89.0,4.0,6182.0,13698.0,15.0,-83.0,4.0,6182.0,41139.0,15.0,-83.0,4.0,1,1509266001368,3,47.0,1.0,46.0,20.0,6.0,121.208284,31.289647,121.213131,31.283388,121.211928,31.288649,121.205655,31.277705,121.191709,31.287846,121.223131,31.287758,121.20887348,31.28398448,46
13044,66,5198,56688,26,-61,4,5198,49989,20,-73,4,5198.0,49988.0,25.0,-63.0,4.0,5198.0,42518.0,18.0,-77.0,4.0,0.0,0.0,16.0,-81.0,4.0,5198.0,42519.0,14.0,-85.0,4.0,2,1524227975437,140,145.0,147.0,139.0,-999.0,143.0,121.22677,31.297156,121.217371,31.291607,121.228847,31.298519,121.218148,31.288526,-999.0,-999.0,121.217792,31.288293,121.21345468,31.29175267,3
10254,40,5198,42518,31,-51,4,5198,42517,19,-75,4,5198.0,43857.0,13.0,-87.0,4.0,5198.0,56688.0,13.0,-87.0,4.0,5198.0,49989.0,14.0,-85.0,4.0,5198.0,42519.0,22.0,-69.0,4.0,1,1523514465104,139,141.0,151.0,140.0,145.0,143.0,121.218148,31.288526,121.218883,31.292806,121.2145,31.290457,121.22677,31.297156,121.217371,31.291607,121.217792,31.288293,121.20815159,31.28907289,97
5531,17,6188,27378,23,-67,4,6188,27394,18,-77,4,6188.0,26051.0,20.0,-73.0,4.0,6188.0,27395.0,16.0,-81.0,4.0,0.0,0.0,13.0,-87.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,0,1509595028729,3,5.0,1.0,4.0,-999.0,-999.0,121.208284,31.289647,121.208105,31.289402,121.211928,31.288649,121.208105,31.289402,-999.0,-999.0,-999.0,-999.0,121.20883533,31.28524091,70
3306,13,6182,41235,23,-67,4,6182,44754,19,-75,4,6182.0,44757.0,17.0,-79.0,4.0,6182.0,13394.0,21.0,-71.0,4.0,6182.0,40789.0,18.0,-77.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1509265557433,12,45.0,44.0,40.0,67.0,-999.0,121.206155,31.294312,121.212896,31.291805,121.213913,31.291614,121.202787,31.292964,121.193621,31.295138,-999.0,-999.0,121.20157332,31.29104864,8
3644,14,6188,27378,18,-77,4,6188,26051,15,-83,4,6188.0,27361.0,14.0,-85.0,4.0,6188.0,27394.0,16.0,-81.0,4.0,6182.0,41139.0,14.0,-85.0,4.0,6188.0,20865.0,16.0,-81.0,4.0,1,1509266122665,3,1.0,47.0,5.0,6.0,46.0,121.208284,31.289647,121.211928,31.288649,121.213131,31.283388,121.208105,31.289402,121.223131,31.287758,121.205655,31.277705,121.20679895,31.2855289,56
10623,44,5198,42507,24,-65,4,5198,42519,17,-79,4,5198.0,42509.0,22.0,-69.0,4.0,5198.0,17029.0,16.0,-81.0,4.0,5198.0,42518.0,23.0,-67.0,4.0,5198.0,42508.0,15.0,-83.0,4.0,1,1523595855714,142,143.0,148.0,35.0,139.0,146.0,121.221928,31.289447,121.217792,31.288293,121.223001,31.284943,121.221816,31.293837,121.218148,31.288526,121.226213,31.283596,121.20972221,31.28572047,103
8620,27,5198,16058,17,-79,4,5198,49663,15,-83,4,5198.0,64092.0,13.0,-87.0,4.0,5198.0,20608.0,12.0,-89.0,4.0,5198.0,17029.0,10.0,-93.0,3.0,5198.0,49472.0,13.0,-87.0,4.0,0,1512004887799,31,56.0,72.0,34.0,35.0,76.0,121.220639,31.281873,121.221488,31.282112,121.23006,31.302692,121.221072,31.257603,121.221816,31.293837,121.217445,31.26552,121.21284398,31.28645274,15
10620,44,5198,42507,23,-67,4,5198,56688,13,-87,4,5198.0,42519.0,15.0,-83.0,4.0,5198.0,42509.0,19.0,-75.0,4.0,5198.0,17029.0,13.0,-87.0,4.0,5198.0,42518.0,22.0,-69.0,4.0,1,1523595846474,142,140.0,143.0,148.0,35.0,139.0,121.221928,31.289447,121.22677,31.297156,121.217792,31.288293,121.223001,31.284943,121.221816,31.293837,121.218148,31.288526,121.20936193,31.28596014,103
11984,58,5198,42518,21,-71,4,5198,49989,18,-77,4,5198.0,49988.0,18.0,-77.0,4.0,5198.0,1188.0,18.0,-77.0,4.0,5198.0,56688.0,20.0,-73.0,4.0,5198.0,42517.0,18.0,-77.0,4.0,2,1524055779118,139,145.0,147.0,113.0,140.0,141.0,121.218148,31.288526,121.217371,31.291607,121.228847,31.298519,121.214195,31.288478,121.22677,31.297156,121.218883,31.292806,121.21093805,31.28829321,54
2063,11,5198,25312,23,-67,4,5198,49663,14,-85,4,5198.0,16058.0,19.0,-75.0,4.0,5198.0,16059.0,16.0,-81.0,4.0,5198.0,16237.0,13.0,-87.0,4.0,5198.0,16519.0,15.0,-83.0,4.0,1,1509180691402,39,56.0,31.0,36.0,58.0,70.0,121.217402,31.281802,121.221488,31.282112,121.220639,31.281873,121.209767,31.284987,121.223069,31.282024,121.21814,31.304538,121.20899405,31.28396931,46
4182,14,6188,25105,23,-67,4,6182,41139,17,-79,4,6188.0,25763.0,15.0,-83.0,4.0,6188.0,27378.0,15.0,-83.0,4.0,6188.0,27394.0,15.0,-83.0,4.0,0.0,0.0,15.0,-83.0,4.0,1,1509266693614,2,6.0,73.0,3.0,5.0,-999.0,121.211975,31.276588,121.223131,31.287758,121.218483,31.276604,121.208284,31.289647,121.208105,31.289402,-999.0,-999.0,121.21420969,31.28287785,2
10546,43,5198,42507,20,-73,4,0,0,13,-87,4,0.0,0.0,13.0,-87.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1523582285943,142,-999.0,-999.0,-999.0,-999.0,-999.0,121.221928,31.289447,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,121.21342046,31.28594317,57
13103,67,5198,42518,26,-61,4,5198,42517,17,-79,4,5198.0,56688.0,18.0,-77.0,4.0,5198.0,49989.0,19.0,-75.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1524289270985,139,141.0,140.0,145.0,-999.0,-999.0,121.218148,31.288526,121.218883,31.292806,121.22677,31.297156,121.217371,31.291607,-999.0,-999.0,-999.0,-999.0,121.2105208,31.28825074,54
7993,26,6188,41149,23,-67,4,6188,41092,18,-77,4,6188.0,41124.0,22.0,-69.0,4.0,6188.0,41148.0,16.0,-81.0,4.0,6188.0,41093.0,17.0,-79.0,4.0,6188.0,41076.0,15.0,-83.0,4.0,1,1511267998163,23,25.0,26.0,28.0,79.0,22.0,121.214295,31.280418,121.217871,31.2808,121.212407,31.282261,121.218285,31.288788,121.206472,31.284913,121.220772,31.275301,121.21014492,31.28700081,52
8580,27,5198,16058,20,-73,4,5198,16059,7,-99,2,5198.0,17029.0,8.0,-97.0,3.0,5198.0,49663.0,6.0,-101.0,2.0,5198.0,64092.0,10.0,-93.0,3.0,5198.0,16237.0,5.0,-103.0,2.0,0,1512004804644,31,36.0,35.0,56.0,72.0,58.0,121.220639,31.281873,121.209767,31.284987,121.221816,31.293837,121.221488,31.282112,121.23006,31.302692,121.223069,31.282024,121.21306693,31.28722726,133
12705,63,5198,56688,14,-85,4,5198,42518,5,-103,2,5198.0,56689.0,5.0,-103.0,2.0,5198.0,49989.0,3.0,-107.0,1.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0,1524190282439,140,139.0,137.0,145.0,-999.0,-999.0,121.22677,31.297156,121.218148,31.288526,121.211317,31.291577,121.217371,31.291607,-999.0,-999.0,-999.0,-999.0,121.21307451,31.28960175,99
13136,67,5198,42507,25,-63,4,5198,42509,21,-71,4,5198.0,42508.0,14.0,-85.0,4.0,5198.0,44572.0,14.0,-85.0,4.0,5198.0,42518.0,15.0,-83.0,4.0,5198.0,42519.0,11.0,-91.0,3.0,1,1524289373156,142,148.0,146.0,144.0,139.0,143.0,121.221928,31.289447,121.223001,31.284943,121.226213,31.283596,121.228681,31.256506,121.218148,31.288526,121.217792,31.288293,121.20998669,31.28451919,66
7898,26,6188,41149,13,-87,4,6188,41124,10,-93,3,6188.0,27361.0,9.0,-95.0,3.0,6188.0,41092.0,10.0,-93.0,3.0,0.0,0.0,9.0,-95.0,3.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1511267896639,23,26.0,47.0,25.0,-999.0,-999.0,121.214295,31.280418,121.212407,31.282261,121.213131,31.283388,121.217871,31.2808,-999.0,-999.0,-999.0,-999.0,121.20955324,31.2843194,66
3535,14,6188,27378,25,-63,4,6188,27361,13,-87,4,6188.0,20865.0,12.0,-89.0,4.0,6182.0,13698.0,16.0,-81.0,4.0,6182.0,41139.0,15.0,-83.0,4.0,6188.0,27394.0,14.0,-85.0,4.0,1,1509266006665,3,47.0,46.0,20.0,6.0,5.0,121.208284,31.289647,121.213131,31.283388,121.205655,31.277705,121.191709,31.287846,121.223131,31.287758,121.208105,31.289402,121.20886794,31.2839932,46
3725,14,6188,27395,29,-55,4,6188,27379,23,-67,4,6188.0,27378.0,19.0,-75.0,4.0,6182.0,13394.0,15.0,-83.0,4.0,6182.0,13698.0,15.0,-83.0,4.0,6188.0,40967.0,17.0,-79.0,4.0,1,1509266208609,4,37.0,3.0,40.0,20.0,82.0,121.208105,31.289402,121.208284,31.289647,121.208284,31.289647,121.202787,31.292964,121.191709,31.287846,121.211559,31.28031,121.20437996,31.28811017,9
12679,63,5198,56688,14,-85,4,5198,42518,9,-95,3,5198.0,56689.0,7.0,-99.0,2.0,5198.0,49988.0,5.0,-103.0,2.0,5198.0,56687.0,3.0,-107.0,1.0,-999.0,0.0,-999.0,-999.0,-999.0,0,1524190202708,140,139.0,137.0,147.0,153.0,-999.0,121.22677,31.297156,121.218148,31.288526,121.211317,31.291577,121.228847,31.298519,121.21968,31.299609,-999.0,-999.0,121.21307451,31.28960175,99
11250,49,5198,42507,25,-63,4,5198,44572,15,-83,4,5198.0,42518.0,22.0,-69.0,4.0,5198.0,42509.0,26.0,-61.0,4.0,0.0,0.0,15.0,-83.0,4.0,0.0,0.0,20.0,-73.0,4.0,0,1523874017572,142,144.0,139.0,148.0,-999.0,-999.0,121.221928,31.289447,121.228681,31.256506,121.218148,31.288526,121.223001,31.284943,-999.0,-999.0,-999.0,-999.0,121.20978438,31.28641622,10
5822,18,5198,16058,21,-71,4,5198,17029,7,-99,2,5198.0,64092.0,7.0,-99.0,2.0,5198.0,49663.0,5.0,-103.0,2.0,5198.0,16059.0,9.0,-95.0,3.0,5198.0,38198.0,7.0,-99.0,2.0,1,1509700218905,31,35.0,72.0,56.0,36.0,38.0,121.220639,31.281873,121.221816,31.293837,121.23006,31.302692,121.221488,31.282112,121.209767,31.284987,121.206769,31.28681,121.21406384,31.28852838,61
8777,27,5198,17029,14,-85,4,5198,41518,12,-89,4,5198.0,20608.0,13.0,-87.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0,1512005214918,35,59.0,34.0,-999.0,-999.0,-999.0,121.221816,31.293837,121.191743,31.278703,121.221072,31.257603,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,121.2096517,31.28427056,66
4679,16,6188,27393,30,-53,4,6188,27377,22,-69,4,6188.0,27394.0,19.0,-75.0,4.0,6182.0,44775.0,20.0,-73.0,4.0,6188.0,26051.0,21.0,-71.0,4.0,6188.0,26049.0,19.0,-75.0,4.0,1,1509524726393,16,8.0,5.0,48.0,1.0,10.0,121.208105,31.289402,121.208284,31.289647,121.208105,31.289402,121.223129,31.291293,121.211928,31.288649,121.211928,31.288649,121.21115001,31.29311815,102
8090,26,6188,41092,31,-51,4,6188,41124,24,-65,4,6188.0,41148.0,26.0,-61.0,4.0,6188.0,41122.0,26.0,-61.0,4.0,6188.0,41091.0,25.0,-63.0,4.0,6182.0,41503.0,26.0,-61.0,4.0,1,1511268101544,25,26.0,28.0,29.0,80.0,33.0,121.217871,31.2808,121.212407,31.282261,121.218285,31.288788,121.216448,31.2893,121.211384,31.291563,121.220505,31.290893,121.21267047,31.29069713,48
3391,13,6188,27378,23,-67,4,6182,13394,12,-89,4,6188.0,27393.0,20.0,-73.0,4.0,6182.0,41233.0,14.0,-85.0,4.0,6188.0,27378.0,24.0,-65.0,4.0,0.0,0.0,13.0,-87.0,4.0,2,1509265647661,3,40.0,16.0,11.0,3.0,-999.0,121.208284,31.289647,121.202787,31.292964,121.208105,31.289402,121.217245,31.291334,121.208284,31.289647,-999.0,-999.0,121.20409385,31.28756456,50
10883,48,5198,42507,31,-51,4,5198,42508,23,-67,4,5198.0,42509.0,28.0,-57.0,4.0,5198.0,42518.0,26.0,-61.0,4.0,5198.0,42519.0,18.0,-77.0,4.0,5198.0,50807.0,17.0,-79.0,4.0,0,1523871158425,142,146.0,148.0,139.0,143.0,150.0,121.221928,31.289447,121.226213,31.283596,121.223001,31.284943,121.218148,31.288526,121.217792,31.288293,121.229283,31.292171,121.21135406,31.28464595,27
9973,38,5198,42517,20,-73,4,5198,49989,19,-75,4,5198.0,42519.0,13.0,-87.0,4.0,5198.0,56688.0,22.0,-69.0,4.0,5198.0,49988.0,15.0,-83.0,4.0,5198.0,42518.0,21.0,-71.0,4.0,1,1523513499182,141,145.0,143.0,140.0,147.0,139.0,121.218883,31.292806,121.217371,31.291607,121.217792,31.288293,121.22677,31.297156,121.228847,31.298519,121.218148,31.288526,121.20956916,31.29037743,42
9152,31,5198,56688,29,-55,4,5198,49988,22,-69,4,5198.0,49989.0,20.0,-73.0,4.0,5198.0,42518.0,19.0,-75.0,4.0,5198.0,56689.0,14.0,-85.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1523278971465,140,147.0,145.0,139.0,137.0,-999.0,121.22677,31.297156,121.228847,31.298519,121.217371,31.291607,121.218148,31.288526,121.211317,31.291577,-999.0,-999.0,121.21322795,31.29155882,3
7053,23,6188,41092,24,-65,4,6188,41149,26,-61,4,6188.0,41076.0,16.0,-81.0,4.0,6188.0,41148.0,18.0,-77.0,4.0,6188.0,41093.0,16.0,-81.0,4.0,6188.0,41075.0,14.0,-85.0,4.0,1,1510752810370,25,23.0,22.0,28.0,79.0,68.0,121.217871,31.2808,121.214295,31.280418,121.220772,31.275301,121.218285,31.288788,121.206472,31.284913,121.223293,31.284386,121.2098978,31.28556755,103
7008,23,6188,41076,18,-77,4,6188,41149,16,-81,4,6188.0,41092.0,16.0,-81.0,4.0,6188.0,41118.0,16.0,-81.0,4.0,6188.0,41075.0,15.0,-83.0,4.0,6188.0,41154.0,16.0,-81.0,4.0,1,1510752762473,22,23.0,25.0,75.0,68.0,51.0,121.220772,31.275301,121.214295,31.280418,121.217871,31.2808,121.220457,31.275258,121.223293,31.284386,121.217258,31.277603,121.20998894,31.28451961,66
