,TrajID,RNCID_1,CellID_1,AsuLevel_1,Dbm_1,SignalLevel_1,RNCID_2,CellID_2,AsuLevel_2,Dbm_2,SignalLevel_2,RNCID_3,CellID_3,AsuLevel_3,Dbm_3,SignalLevel_3,RNCID_4,CellID_4,AsuLevel_4,Dbm_4,SignalLevel_4,RNCID_5,CellID_5,AsuLevel_5,Dbm_5,SignalLevel_5,RNCID_6,CellID_6,AsuLevel_6,Dbm_6,SignalLevel_6,mode,MRTime,BSID,BSID2,BSID3,BSID4,BSID5,BSID6,Lon,Lat,Lon2,Lat2,Lon3,Lat3,Lon4,Lat4,Lon5,Lat5,Lon6,Lat6,conf,error,Longitude,Latitude,p_gid,gid,rss_level_1,rss_level_2,rss_level_3,rss_level_4,rss_level_5,rss_level_6
7454,24,6188,26051,21,-71,4,6188,41146,12,-89,4,6182.0,41607.0,14.0,-85.0,4.0,6182.0,44772.0,11.0,-91.0,3.0,0.0,0.0,11.0,-91.0,3.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1510999843305,1,9.0,69.0,41.0,-999.0,-999.0,121.211928,31.288649,121.209638,31.285875,121.218675,31.293412,121.222617,31.290824,-999.0,-999.0,-999.0,-999.0,1,37.2,121.21470197,31.29066366,32,32,4,5,5,6,6,8
6887,22,6188,41148,31,-51,4,6188,41149,24,-65,4,6188.0,41124.0,21.0,-71.0,4.0,6188.0,41122.0,28.0,-57.0,4.0,6182.0,41503.0,23.0,-67.0,4.0,0.0,0.0,23.0,-67.0,4.0,1,1510411796314,28,23.0,26.0,29.0,33.0,-999.0,121.218285,31.288788,121.214295,31.280418,121.212407,31.282261,121.216448,31.2893,121.220505,31.290893,-999.0,-999.0,1,27.8,121.21355292,31.2921796,3,30,2,3,4,2,3,3
2714,13,6188,25105,14,-85,4,6188,27378,15,-83,4,6188.0,27394.0,13.0,-87.0,4.0,6188.0,25859.0,12.0,-89.0,4.0,6182.0,41139.0,18.0,-77.0,4.0,0.0,0.0,13.0,-87.0,4.0,2,1509264929273,2,3.0,5.0,62.0,6.0,-999.0,121.211975,31.276588,121.208284,31.289647,121.208105,31.289402,121.233472,31.273558,121.223131,31.287758,-999.0,-999.0,1,32.8,121.21640643,31.28439004,73,73,5,5,5,5,4,5
2484,12,6188,27378,29,-55,4,6182,13698,17,-79,4,6188.0,27395.0,20.0,-73.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1509180676645,3,20.0,4.0,-999.0,-999.0,-999.0,121.208284,31.289647,121.191709,31.287846,121.208105,31.289402,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,11.8,121.20911239,31.28400333,46,46,2,4,4,8,8,8
2932,13,6188,27377,18,-77,4,6188,26050,15,-83,4,6188.0,27394.0,13.0,-87.0,4.0,6182.0,41139.0,14.0,-85.0,4.0,6188.0,26051.0,18.0,-77.0,4.0,6188.0,26049.0,14.0,-85.0,4.0,2,1509265160781,8,7.0,5.0,6.0,1.0,10.0,121.208284,31.289647,121.211928,31.288649,121.208105,31.289402,121.223131,31.287758,121.211928,31.288649,121.211928,31.288649,1,5.2,121.21509959,31.29078752,32,32,4,5,5,5,4,5
3008,13,6188,26051,13,-87,4,6188,27377,13,-87,4,6182.0,44757.0,11.0,-91.0,3.0,6182.0,44774.0,12.0,-89.0,4.0,6182.0,41520.0,13.0,-87.0,4.0,0.0,0.0,12.0,-89.0,4.0,2,1509265241092,1,8.0,44.0,88.0,102.0,-999.0,121.211928,31.288649,121.208284,31.289647,121.213913,31.291614,121.232269,31.291447,121.221986,31.300701,-999.0,-999.0,1,36.0,121.21424154,31.29268815,7,7,5,5,6,5,5,5
12562,63,5198,56688,14,-85,4,5198,42518,7,-99,2,5198.0,56689.0,5.0,-103.0,2.0,5198.0,49989.0,4.0,-105.0,1.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0,1524189843181,140,139.0,137.0,145.0,-999.0,-999.0,121.22677,31.297156,121.218148,31.288526,121.211317,31.291577,121.217371,31.291607,-999.0,-999.0,-999.0,-999.0,1,19.7,121.21307451,31.28960175,99,99,5,6,7,7,8,8
2527,13,6188,25105,15,-83,4,6182,41139,13,-87,4,6188.0,27378.0,13.0,-87.0,4.0,6188.0,27394.0,10.0,-93.0,3.0,6188.0,20865.0,11.0,-91.0,3.0,0.0,0.0,10.0,-93.0,3.0,2,1509264731091,2,6.0,3.0,5.0,46.0,-999.0,121.211975,31.276588,121.223131,31.287758,121.208284,31.289647,121.208105,31.289402,121.205655,31.277705,-999.0,-999.0,1,5.7,121.21580509,31.28950141,38,38,5,5,5,6,6,6
1166,9,6188,26050,28,-57,4,6188,27378,20,-73,4,6188.0,27377.0,23.0,-67.0,4.0,6188.0,26051.0,27.0,-59.0,4.0,6188.0,27394.0,25.0,-63.0,4.0,6188.0,25089.0,18.0,-77.0,4.0,2,1509179073854,7,3.0,8.0,1.0,5.0,18.0,121.211928,31.288649,121.208284,31.289647,121.208284,31.289647,121.211928,31.288649,121.208105,31.289402,121.211975,31.276588,1,31.8,121.21202583,31.28787999,16,16,2,4,3,2,3,4
12888,65,5198,56688,15,-83,4,5198,42518,10,-93,3,5198.0,49988.0,9.0,-95.0,3.0,5198.0,42519.0,7.0,-99.0,2.0,5198.0,49989.0,8.0,-97.0,3.0,5198.0,42507.0,7.0,-99.0,2.0,1,1524218193731,140,139.0,147.0,143.0,145.0,142.0,121.22677,31.297156,121.218148,31.288526,121.228847,31.298519,121.217792,31.288293,121.217371,31.291607,121.221928,31.289447,1,30.0,121.21387196,31.2885717,61,61,5,6,6,6,6,6
13012,66,5198,42518,25,-63,4,5198,49989,21,-71,4,5198.0,49988.0,19.0,-75.0,4.0,5198.0,56688.0,22.0,-69.0,4.0,5198.0,42517.0,16.0,-81.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1524227877313,139,145.0,147.0,140.0,141.0,-999.0,121.218148,31.288526,121.217371,31.291607,121.228847,31.298519,121.22677,31.297156,121.218883,31.292806,-999.0,-999.0,0,87.0,121.21120767,31.28865059,12,54,3,4,4,3,5,8
8165,26,6188,41092,28,-57,4,6188,41124,19,-75,4,6188.0,41122.0,26.0,-61.0,4.0,6188.0,41091.0,26.0,-61.0,4.0,6182.0,41503.0,27.0,-59.0,4.0,6188.0,41149.0,22.0,-69.0,4.0,1,1511268181849,25,26.0,29.0,80.0,33.0,23.0,121.217871,31.2808,121.212407,31.282261,121.216448,31.2893,121.211384,31.291563,121.220505,31.290893,121.214295,31.280418,1,26.8,121.21333773,31.29229487,3,3,2,4,3,3,2,3
8063,26,6188,41092,31,-51,4,6188,41124,28,-57,4,6188.0,41148.0,30.0,-53.0,4.0,6188.0,41122.0,28.0,-57.0,4.0,6188.0,41149.0,23.0,-67.0,4.0,6188.0,41091.0,23.0,-67.0,4.0,1,1511268072803,25,26.0,28.0,29.0,23.0,80.0,121.217871,31.2808,121.212407,31.282261,121.218285,31.288788,121.216448,31.2893,121.214295,31.280418,121.211384,31.291563,1,45.1,121.21188061,31.28964372,12,12,2,2,2,2,3,3
11,0,6188,26051,20,-73,4,6188,27394,23,-67,4,6182.0,41139.0,20.0,-73.0,4.0,6188.0,26049.0,17.0,-79.0,4.0,6188.0,27377.0,20.0,-73.0,4.0,6188.0,26050.0,20.0,-73.0,4.0,1,1507627381396,1,5.0,6.0,10.0,8.0,7.0,121.211928,31.288649,121.208105,31.289402,121.223131,31.287758,121.211928,31.288649,121.208284,31.289647,121.211928,31.288649,1,5.2,121.21372149,31.28933611,40,40,4,3,4,4,4,4
2212,12,6188,27395,22,-69,4,6188,27379,19,-75,4,6188.0,27393.0,17.0,-79.0,4.0,6182.0,13394.0,20.0,-73.0,4.0,6182.0,41235.0,15.0,-83.0,4.0,0.0,0.0,15.0,-83.0,4.0,2,1509180114289,4,37.0,16.0,40.0,12.0,-999.0,121.208105,31.289402,121.208284,31.289647,121.208105,31.289402,121.202787,31.292964,121.206155,31.294312,-999.0,-999.0,0,58.8,121.20449616,31.29030283,83,90,3,4,4,4,5,5
898,8,5198,25312,29,-55,4,5198,16058,16,-81,4,5198.0,36811.0,16.0,-81.0,4.0,5198.0,17029.0,12.0,-89.0,4.0,5198.0,25311.0,15.0,-83.0,4.0,5198.0,16059.0,10.0,-93.0,3.0,2,1508921353215,39,31.0,42.0,35.0,86.0,36.0,121.217402,31.281802,121.220639,31.281873,121.210909,31.27847,121.221816,31.293837,121.220183,31.278542,121.209767,31.284987,1,28.8,121.21270135,31.28192361,28,28,2,5,5,5,5,6
1644,10,6182,41235,17,-79,4,6182,44757,17,-79,4,6182.0,13394.0,20.0,-73.0,4.0,6182.0,40789.0,19.0,-75.0,4.0,6182.0,13698.0,15.0,-83.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1509179460631,12,44.0,40.0,67.0,20.0,-999.0,121.206155,31.294312,121.213913,31.291614,121.202787,31.292964,121.193621,31.295138,121.191709,31.287846,-999.0,-999.0,1,0.3,121.20249899,31.29014729,91,91,4,4,4,4,5,8
999,8,5198,16058,29,-55,4,5198,16059,22,-69,4,5198.0,17029.0,15.0,-83.0,4.0,5198.0,25312.0,18.0,-77.0,4.0,5198.0,1188.0,13.0,-87.0,4.0,5198.0,16057.0,15.0,-83.0,4.0,2,1508921663311,31,36.0,35.0,39.0,113.0,63.0,121.220639,31.281873,121.209767,31.284987,121.221816,31.293837,121.217402,31.281802,121.214195,31.288478,121.221136,31.293876,1,14.2,121.21172053,31.28935092,12,12,2,3,5,4,5,5
1258,9,6182,41235,31,-51,4,6188,27393,19,-75,4,6182.0,44757.0,22.0,-69.0,4.0,6182.0,41234.0,19.0,-75.0,4.0,6182.0,44754.0,22.0,-69.0,4.0,6182.0,44775.0,19.0,-75.0,4.0,2,1509179356130,12,16.0,44.0,92.0,45.0,48.0,121.206155,31.294312,121.208105,31.289402,121.213913,31.291614,121.210058,31.291577,121.212896,31.291805,121.223129,31.291293,0,54.2,121.20412279,31.29299816,33,33,2,4,3,4,3,4
8352,27,6188,41148,31,-51,4,6188,41092,26,-61,4,6188.0,41122.0,27.0,-59.0,4.0,6182.0,41503.0,20.0,-73.0,4.0,6188.0,41093.0,20.0,-73.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,0,1512004330686,28,25.0,29.0,33.0,79.0,-999.0,121.218285,31.288788,121.217871,31.2808,121.216448,31.2893,121.220505,31.290893,121.206472,31.284913,-999.0,-999.0,0,51.5,121.21212581,31.2896156,12,12,2,3,2,4,4,8
12859,64,5198,42518,22,-69,4,5198,56688,17,-79,4,5198.0,49989.0,16.0,-81.0,4.0,5198.0,1186.0,13.0,-87.0,4.0,5198.0,49988.0,13.0,-87.0,4.0,5198.0,42507.0,16.0,-81.0,4.0,1,1524196828455,139,140.0,145.0,129.0,147.0,142.0,121.218148,31.288526,121.22677,31.297156,121.217371,31.291607,121.214195,31.287784,121.228847,31.298519,121.221928,31.289447,1,43.9,121.21054119,31.28747488,52,93,3,4,5,5,5,5
2354,12,6188,26050,31,-51,4,6188,27378,24,-65,4,6188.0,27377.0,21.0,-71.0,4.0,6188.0,26049.0,19.0,-75.0,4.0,6188.0,27393.0,18.0,-77.0,4.0,6188.0,26051.0,26.0,-61.0,4.0,2,1509180407559,7,3.0,8.0,10.0,16.0,1.0,121.211928,31.288649,121.208284,31.289647,121.208284,31.289647,121.211928,31.288649,121.208105,31.289402,121.211928,31.288649,1,37.0,121.21337573,31.28715658,133,133,2,3,4,4,4,3
5935,18,5198,16058,12,-89,4,5198,64092,3,-107,1,5198.0,16057.0,3.0,-107.0,1.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509700450122,31,72.0,63.0,-999.0,-999.0,-999.0,121.220639,31.281873,121.23006,31.302692,121.221136,31.293876,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,30.0,121.21361956,31.28954248,40,40,5,7,7,8,8,8
10353,41,5198,49989,19,-75,4,5198,42518,13,-87,4,5198.0,42517.0,13.0,-87.0,4.0,5198.0,64742.0,14.0,-85.0,4.0,5198.0,42519.0,13.0,-87.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1523514779735,145,139.0,141.0,158.0,143.0,-999.0,121.217371,31.291607,121.218148,31.288526,121.218883,31.292806,121.228481,31.307493,121.217792,31.288293,-999.0,-999.0,1,46.8,121.2058372,31.29210301,63,63,4,5,5,5,5,8
11472,50,5198,42518,23,-67,4,5198,49989,24,-65,4,5198.0,49988.0,20.0,-73.0,4.0,5198.0,42517.0,17.0,-79.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1523882562736,139,145.0,147.0,141.0,-999.0,-999.0,121.218148,31.288526,121.217371,31.291607,121.228847,31.298519,121.218883,31.292806,-999.0,-999.0,-999.0,-999.0,1,18.3,121.21186378,31.28940077,12,12,3,3,4,4,8,8
5072,16,6188,27378,21,-71,4,6188,26051,13,-87,4,6151.0,14542.0,12.0,-89.0,4.0,6188.0,27377.0,16.0,-81.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509525342728,3,1.0,61.0,8.0,-999.0,-999.0,121.208284,31.289647,121.211928,31.288649,121.29599,31.276411,121.208284,31.289647,-999.0,-999.0,-999.0,-999.0,1,24.0,121.21428366,31.28177019,98,98,4,5,5,5,8,8
7559,25,6188,41148,28,-57,4,6188,41092,23,-67,4,6188.0,41091.0,21.0,-71.0,4.0,6188.0,41149.0,21.0,-71.0,4.0,6188.0,41122.0,24.0,-65.0,4.0,6182.0,41503.0,24.0,-65.0,4.0,1,1511175029495,28,25.0,80.0,23.0,29.0,33.0,121.218285,31.288788,121.217871,31.2808,121.211384,31.291563,121.214295,31.280418,121.216448,31.2893,121.220505,31.290893,0,54.1,121.21361937,31.29213168,30,30,2,3,4,4,3,3
13273,69,5198,42507,16,-81,4,5198,42508,13,-87,4,5198.0,42518.0,10.0,-93.0,3.0,5198.0,50809.0,11.0,-91.0,3.0,5198.0,42507.0,16.0,-81.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1524303323535,142,146.0,139.0,149.0,142.0,-999.0,121.221928,31.289447,121.226213,31.283596,121.218148,31.288526,121.229014,31.288648,121.221928,31.289447,-999.0,-999.0,1,30.6,121.20992835,31.2842695,66,66,5,5,6,6,5,8
747,8,5198,38198,24,-65,4,5198,16058,16,-81,4,5198.0,16059.0,23.0,-67.0,4.0,5198.0,38197.0,15.0,-83.0,4.0,5198.0,16057.0,20.0,-73.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1508920890218,38,31.0,36.0,64.0,63.0,-999.0,121.206769,31.28681,121.220639,31.281873,121.209767,31.284987,121.198321,31.29532,121.221136,31.293876,-999.0,-999.0,0,61.0,121.20421831,31.29307242,44,33,3,5,3,5,4,8
8952,29,5198,42518,22,-69,4,5198,49989,16,-81,4,5198.0,49988.0,16.0,-81.0,4.0,5198.0,56688.0,20.0,-73.0,4.0,0.0,0.0,13.0,-87.0,4.0,0.0,0.0,13.0,-87.0,4.0,1,1523111455526,139,145.0,147.0,140.0,-999.0,-999.0,121.218148,31.288526,121.217371,31.291607,121.228847,31.298519,121.22677,31.297156,-999.0,-999.0,-999.0,-999.0,1,35.7,121.21089186,31.28802964,54,54,3,5,5,4,5,5
12126,59,5198,42507,19,-75,4,5198,42509,16,-81,4,5198.0,42518.0,12.0,-89.0,4.0,5198.0,42508.0,14.0,-85.0,4.0,5198.0,42519.0,11.0,-91.0,3.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1524101791923,142,148.0,139.0,146.0,143.0,-999.0,121.221928,31.289447,121.223001,31.284943,121.218148,31.288526,121.226213,31.283596,121.217792,31.288293,-999.0,-999.0,1,12.1,121.2099465,31.28443558,66,66,4,5,5,5,6,8
13190,68,5198,42518,28,-57,4,5198,49989,16,-81,4,5198.0,1186.0,15.0,-83.0,4.0,5198.0,56688.0,18.0,-77.0,4.0,5198.0,42517.0,16.0,-81.0,4.0,5198.0,49988.0,15.0,-83.0,4.0,1,1524301755410,139,145.0,129.0,140.0,141.0,147.0,121.218148,31.288526,121.217371,31.291607,121.214195,31.287784,121.22677,31.297156,121.218883,31.292806,121.228847,31.298519,1,38.5,121.21082849,31.28783215,93,93,2,5,5,4,5,5
9288,32,5198,42507,16,-81,4,5198,42519,12,-89,4,5198.0,44572.0,16.0,-81.0,4.0,5198.0,42518.0,22.0,-69.0,4.0,0.0,0.0,18.0,-77.0,4.0,5198.0,1186.0,15.0,-83.0,4.0,2,1523364317090,142,143.0,144.0,139.0,-999.0,129.0,121.221928,31.289447,121.217792,31.288293,121.228681,31.256506,121.218148,31.288526,-999.0,-999.0,121.214195,31.287784,1,16.4,121.21043912,31.28747607,93,93,5,5,5,3,4,5
4450,15,6188,26049,30,-53,4,6188,27393,22,-69,4,6188.0,26051.0,25.0,-63.0,4.0,6188.0,27394.0,24.0,-65.0,4.0,6188.0,27377.0,24.0,-65.0,4.0,6188.0,27378.0,18.0,-77.0,4.0,1,1509267782130,10,16.0,1.0,5.0,8.0,3.0,121.211928,31.288649,121.208105,31.289402,121.211928,31.288649,121.208105,31.289402,121.208284,31.289647,121.208284,31.289647,1,24.9,121.21332191,31.29183334,3,3,2,3,3,3,3,4
4996,16,6188,27378,21,-71,4,6188,41127,15,-83,4,6188.0,26051.0,17.0,-79.0,4.0,0.0,0.0,14.0,-85.0,4.0,6151.0,14542.0,15.0,-83.0,4.0,6188.0,27377.0,12.0,-89.0,4.0,1,1509525261884,3,49.0,1.0,-999.0,61.0,8.0,121.208284,31.289647,121.233326,31.274399,121.211928,31.288649,-999.0,-999.0,121.29599,31.276411,121.208284,31.289647,1,12.5,121.21063921,31.28244219,107,107,4,5,4,5,5,5
2070,11,5198,25312,21,-71,4,5198,49663,12,-89,4,5198.0,16058.0,19.0,-75.0,4.0,5198.0,16059.0,16.0,-81.0,4.0,5198.0,16519.0,15.0,-83.0,4.0,5198.0,16239.0,13.0,-87.0,4.0,1,1509180713100,39,56.0,31.0,36.0,70.0,108.0,121.217402,31.281802,121.221488,31.282112,121.220639,31.281873,121.209767,31.284987,121.21814,31.304538,121.218191,31.269995,1,3.0,121.20900778,31.28397725,46,46,4,5,4,5,5,5
2178,12,6188,27395,30,-53,4,6188,27378,17,-79,4,6188.0,27379.0,24.0,-65.0,4.0,6188.0,27394.0,17.0,-79.0,4.0,6182.0,41235.0,19.0,-75.0,4.0,6182.0,13698.0,16.0,-81.0,4.0,2,1509180043929,4,3.0,37.0,5.0,12.0,20.0,121.208105,31.289402,121.208284,31.289647,121.208284,31.289647,121.208105,31.289402,121.206155,31.294312,121.191709,31.287846,1,10.3,121.2057377,31.28937124,75,75,2,4,3,4,4,5
6623,21,6182,41503,17,-79,4,6188,26051,25,-63,4,6188.0,27377.0,20.0,-73.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1510312323168,33,1.0,8.0,-999.0,-999.0,-999.0,121.220505,31.290893,121.211928,31.288649,121.208284,31.289647,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,35.2,121.2143324,31.29060676,120,120,4,3,4,8,8,8
13087,67,5198,42518,22,-69,4,5198,50807,14,-85,4,5198.0,42517.0,16.0,-81.0,4.0,5198.0,42507.0,16.0,-81.0,4.0,5198.0,56688.0,19.0,-75.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1524289221811,139,150.0,141.0,142.0,140.0,-999.0,121.218148,31.288526,121.229283,31.292171,121.218883,31.292806,121.221928,31.289447,121.22677,31.297156,-999.0,-999.0,0,156.2,121.21221152,31.2877439,93,108,3,5,5,5,4,8
7605,25,6188,41148,27,-59,4,6188,41092,23,-67,4,6188.0,41149.0,21.0,-71.0,4.0,6188.0,41122.0,26.0,-61.0,4.0,6182.0,41503.0,21.0,-71.0,4.0,6182.0,41607.0,20.0,-73.0,4.0,1,1511175078383,28,25.0,23.0,29.0,33.0,69.0,121.218285,31.288788,121.217871,31.2808,121.214295,31.280418,121.216448,31.2893,121.220505,31.290893,121.218675,31.293412,0,73.2,121.2129382,31.29147506,3,3,2,3,4,3,4,4
9180,31,5198,56688,17,-79,4,5198,42518,14,-85,4,0.0,0.0,13.0,-87.0,4.0,5198.0,49988.0,19.0,-75.0,4.0,5198.0,49989.0,17.0,-79.0,4.0,5198.0,56687.0,13.0,-87.0,4.0,1,1523279001322,140,139.0,-999.0,147.0,145.0,153.0,121.22677,31.297156,121.218148,31.288526,-999.0,-999.0,121.228847,31.298519,121.217371,31.291607,121.21968,31.299609,1,20.4,121.21419617,31.29167877,30,30,4,5,5,4,4,5
9293,32,5198,42518,23,-67,4,5198,56688,17,-79,4,5198.0,1186.0,14.0,-85.0,4.0,5198.0,42507.0,17.0,-79.0,4.0,5198.0,49988.0,13.0,-87.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1523364322464,139,140.0,129.0,142.0,147.0,-999.0,121.218148,31.288526,121.22677,31.297156,121.214195,31.287784,121.221928,31.289447,121.228847,31.298519,-999.0,-999.0,1,4.5,121.21057066,31.28759481,93,93,3,4,5,4,5,8
13146,68,5198,42507,23,-67,4,5198,42509,23,-67,4,5198.0,42508.0,13.0,-87.0,4.0,5198.0,44572.0,12.0,-89.0,4.0,5198.0,49989.0,9.0,-95.0,3.0,5198.0,42518.0,16.0,-81.0,4.0,1,1524301620271,142,148.0,146.0,144.0,145.0,139.0,121.221928,31.289447,121.223001,31.284943,121.226213,31.283596,121.228681,31.256506,121.217371,31.291607,121.218148,31.288526,1,32.6,121.20962536,31.28442832,66,66,3,3,5,5,6,5
3101,13,6188,26049,24,-65,4,6182,44757,19,-75,4,6188.0,26051.0,21.0,-71.0,4.0,6188.0,27377.0,20.0,-73.0,4.0,6182.0,44775.0,17.0,-79.0,4.0,6188.0,27393.0,19.0,-75.0,4.0,2,1509265339896,10,44.0,1.0,8.0,48.0,16.0,121.211928,31.288649,121.213913,31.291614,121.211928,31.288649,121.208284,31.289647,121.223129,31.291293,121.208105,31.289402,1,4.7,121.21194557,31.29310263,117,117,3,4,4,4,4,4
5551,17,6188,27378,23,-67,4,6188,27394,14,-85,4,6188.0,26051.0,13.0,-87.0,4.0,6188.0,27361.0,17.0,-79.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0,1509595069990,3,5.0,1.0,47.0,-999.0,-999.0,121.208284,31.289647,121.208105,31.289402,121.211928,31.288649,121.213131,31.283388,-999.0,-999.0,-999.0,-999.0,1,12.0,121.20923942,31.28467474,0,0,3,5,5,4,8,8
203,2,5198,16058,21,-71,4,5198,16057,9,-95,3,5198.0,16059.0,13.0,-87.0,4.0,5198.0,25312.0,6.0,-101.0,2.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1508201001266,31,63.0,36.0,39.0,-999.0,-999.0,121.220639,31.281873,121.221136,31.293876,121.209767,31.284987,121.217402,31.281802,-999.0,-999.0,-999.0,-999.0,1,24.3,121.21204056,31.28916473,12,12,4,6,5,7,8,8
4322,14,6188,27395,19,-75,4,6188,27378,21,-71,4,6188.0,27394.0,19.0,-75.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509266842130,4,3.0,5.0,-999.0,-999.0,-999.0,121.208105,31.289402,121.208284,31.289647,121.208105,31.289402,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,40.3,121.21040732,31.28442558,27,27,4,4,4,8,8,8
7505,24,6182,41503,19,-75,4,6182,44771,19,-75,4,6188.0,41075.0,17.0,-79.0,4.0,6182.0,44772.0,17.0,-79.0,4.0,0.0,0.0,16.0,-81.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1510999897568,33,21.0,68.0,41.0,-999.0,-999.0,121.220505,31.290893,121.22292,31.287199,121.223293,31.284386,121.222617,31.290824,-999.0,-999.0,-999.0,-999.0,1,29.0,121.21686599,31.29020361,72,72,4,4,4,4,5,8
11969,58,5198,42507,22,-69,4,5198,42519,13,-87,4,5198.0,42518.0,19.0,-75.0,4.0,5198.0,44572.0,17.0,-79.0,4.0,5198.0,42509.0,18.0,-77.0,4.0,5198.0,49989.0,13.0,-87.0,4.0,2,1524055733075,142,143.0,139.0,144.0,148.0,145.0,121.221928,31.289447,121.217792,31.288293,121.218148,31.288526,121.228681,31.256506,121.223001,31.284943,121.217371,31.291607,0,54.0,121.21012568,31.28685137,10,10,3,5,4,4,4,5
6451,20,6182,44771,31,-51,4,6182,44772,24,-65,4,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1510136444812,21,41.0,-999.0,-999.0,-999.0,-999.0,121.22292,31.287199,121.222617,31.290824,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,8.6,121.21807862,31.29009776,4,4,2,3,8,8,8,8
353,5,6188,27377,20,-73,4,6188,26049,17,-79,4,6188.0,26051.0,16.0,-81.0,4.0,6182.0,44757.0,11.0,-91.0,3.0,6188.0,27393.0,14.0,-85.0,4.0,6188.0,27394.0,19.0,-75.0,4.0,2,1508390266918,8,10.0,1.0,44.0,16.0,5.0,121.208284,31.289647,121.211928,31.288649,121.211928,31.288649,121.213913,31.291614,121.208105,31.289402,121.208105,31.289402,0,103.2,121.21276269,31.29125041,3,48,4,4,5,6,5,4
13112,67,5198,42518,18,-77,4,5198,56688,16,-81,4,5198.0,49989.0,15.0,-83.0,4.0,5198.0,1188.0,13.0,-87.0,4.0,5198.0,42507.0,16.0,-81.0,4.0,5198.0,20609.0,13.0,-87.0,4.0,1,1524289298546,139,140.0,145.0,113.0,142.0,71.0,121.218148,31.288526,121.22677,31.297156,121.217371,31.291607,121.214195,31.288478,121.221928,31.289447,121.220501,31.276284,1,39.0,121.20982454,31.28705595,52,52,4,5,5,5,5,5
10973,48,5198,42507,17,-79,4,5198,42509,12,-89,4,5198.0,42518.0,14.0,-85.0,4.0,5198.0,49988.0,13.0,-87.0,4.0,5198.0,56688.0,14.0,-85.0,4.0,5198.0,49989.0,13.0,-87.0,4.0,0,1523871434727,142,148.0,139.0,147.0,140.0,145.0,121.221928,31.289447,121.223001,31.284943,121.218148,31.288526,121.228847,31.298519,121.22677,31.297156,121.217371,31.291607,1,29.0,121.21297838,31.28679525,15,15,4,5,5,5,5,5
10931,48,5198,42507,26,-61,4,5198,42509,19,-75,4,5198.0,42518.0,17.0,-79.0,4.0,5198.0,44572.0,18.0,-77.0,4.0,5198.0,42508.0,15.0,-83.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,0,1523871305766,142,148.0,139.0,144.0,146.0,-999.0,121.221928,31.289447,121.223001,31.284943,121.218148,31.288526,121.228681,31.256506,121.226213,31.283596,-999.0,-999.0,1,19.2,121.21195423,31.28573989,58,58,3,4,4,4,5,8
