,TrajID,RNCID_1,CellID_1,AsuLevel_1,Dbm_1,SignalLevel_1,RNCID_2,CellID_2,AsuLevel_2,Dbm_2,SignalLevel_2,RNCID_3,CellID_3,AsuLevel_3,Dbm_3,SignalLevel_3,RNCID_4,CellID_4,AsuLevel_4,Dbm_4,SignalLevel_4,RNCID_5,CellID_5,AsuLevel_5,Dbm_5,SignalLevel_5,RNCID_6,CellID_6,AsuLevel_6,Dbm_6,SignalLevel_6,mode,MRTime,BSID,BSID2,BSID3,BSID4,BSID5,BSID6,Lon,Lat,Lon2,Lat2,Lon3,Lat3,Lon4,Lat4,Lon5,Lat5,Lon6,Lat6,Longitude,Latitude,gid
5690,22,6153,28033,31,-51,4,6153,28020,13,-87,4,6153.0,28031.0,18.0,-77.0,4.0,6153.0,27913.0,22.0,-69.0,4.0,6153.0,27903.0,13.0,-87.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,21,25.0,24.0,38.0,19.0,-999.0,121.497323,31.285173,121.498923,31.281691,121.495261,31.288196,121.498646,31.28425,121.494429,31.278097,-999.0,-999.0,121.497842,31.28480144,21
3641,18,6153,27912,22,-69,4,6153,28032,18,-77,4,6362.0,30073.0,16.0,-81.0,4.0,6362.0,29949.0,16.0,-81.0,4.0,6153.0,28021.0,12.0,-89.0,4.0,6362.0,30071.0,13.0,-87.0,4.0,1,1.53e+12,23,18.0,55.0,20.0,22.0,64.0,121.501757,31.285306,121.50187,31.284054,121.507842,31.28561,121.508039,31.286935,121.499699,31.276899,121.503121,31.288529,121.501997,31.2863533,19
2826,17,6305,17144,20,-73,4,6362,29968,19,-75,4,6305.0,17274.0,18.0,-77.0,4.0,6362.0,29966.0,13.0,-87.0,4.0,6153.0,27903.0,16.0,-81.0,4.0,6153.0,27940.0,14.0,-85.0,4.0,0,1.52e+12,57,52.0,54.0,56.0,19.0,58.0,121.505035,31.283008,121.504264,31.277168,121.51148,31.278201,121.507277,31.283308,121.494429,31.278097,121.497584,31.27897,121.5101522,31.27946348,3
2357,16,6362,29967,23,-67,4,6362,30074,18,-77,4,6362.0,30075.0,14.0,-85.0,4.0,6305.0,58243.0,17.0,-79.0,4.0,6305.0,17307.0,15.0,-83.0,4.0,6362.0,30073.0,14.0,-85.0,4.0,1,1.51e+12,47,48.0,40.0,51.0,49.0,55.0,121.511947,31.281646,121.51078,31.282514,121.505676,31.279911,121.514716,31.281609,121.510413,31.277189,121.507842,31.28561,121.5106076,31.27988482,3
5861,22,6153,28032,31,-51,4,6153,27903,17,-79,4,6153.0,27913.0,18.0,-77.0,4.0,6153.0,28033.0,24.0,-65.0,4.0,6153.0,28031.0,20.0,-73.0,4.0,6153.0,27912.0,25.0,-63.0,4.0,1,1.53e+12,18,19.0,38.0,21.0,24.0,23.0,121.50187,31.284054,121.494429,31.278097,121.498646,31.28425,121.497323,31.285173,121.495261,31.288196,121.501757,31.285306,121.4998176,31.28487681,28
3796,18,6153,28031,21,-71,4,6362,29949,17,-79,4,6153.0,27903.0,14.0,-85.0,4.0,6153.0,27902.0,15.0,-83.0,4.0,6153.0,27912.0,16.0,-81.0,4.0,6153.0,28020.0,13.0,-87.0,4.0,1,1.53e+12,24,20.0,19.0,37.0,23.0,25.0,121.495261,31.288196,121.508039,31.286935,121.494429,31.278097,121.503581,31.28534,121.501757,31.285306,121.498923,31.281691,121.500307,31.28711887,55
1894,15,6362,29968,22,-69,4,6362,30074,17,-79,4,6362.0,29966.0,16.0,-81.0,4.0,6362.0,30075.0,25.0,-63.0,4.0,6362.0,29967.0,22.0,-69.0,4.0,6153.0,27903.0,14.0,-85.0,4.0,0,1.51e+12,52,48.0,56.0,40.0,47.0,19.0,121.504264,31.277168,121.51078,31.282514,121.507277,31.283308,121.505676,31.279911,121.511947,31.281646,121.494429,31.278097,121.5093243,31.28057111,39
1150,10,4199,29752,27,-59,4,4199,29742,24,-65,4,4199.0,18539.0,23.0,-67.0,4.0,4199.0,29753.0,22.0,-69.0,4.0,4199.0,18537.0,22.0,-69.0,4.0,4199.0,12499.0,19.0,-75.0,4.0,1,1.52e+12,6,12.0,13.0,5.0,26.0,1.0,121.494757,31.284161,121.495039,31.296587,121.499165,31.284763,121.492659,31.283734,121.499263,31.287606,121.485106,31.285941,121.4955408,31.28461913,37
3222,17,6153,27913,28,-57,4,6153,28032,21,-71,4,6153.0,27912.0,21.0,-71.0,4.0,6362.0,30075.0,23.0,-67.0,4.0,6362.0,29968.0,24.0,-65.0,4.0,6153.0,27940.0,22.0,-69.0,4.0,0,1.52e+12,38,18.0,23.0,40.0,52.0,58.0,121.498646,31.28425,121.50187,31.284054,121.501757,31.285306,121.505676,31.279911,121.504264,31.277168,121.497584,31.27897,121.5101522,31.27946348,3
5319,21,4199,29742,22,-69,4,4199,12499,18,-77,4,4199.0,29743.0,14.0,-85.0,4.0,4199.0,29741.0,15.0,-83.0,4.0,4199.0,29752.0,19.0,-75.0,4.0,4199.0,29753.0,17.0,-79.0,4.0,1,1.53e+12,12,1.0,27.0,14.0,6.0,5.0,121.495039,31.296587,121.485106,31.285941,121.493918,31.287768,121.495055,31.288492,121.494757,31.284161,121.492659,31.283734,121.4953649,31.28586868,11
3325,17,6153,28021,31,-51,4,6153,27903,26,-61,4,6153.0,27913.0,30.0,-53.0,4.0,6153.0,27902.0,25.0,-63.0,4.0,6153.0,28033.0,27.0,-59.0,4.0,6153.0,28032.0,24.0,-65.0,4.0,0,1.52e+12,22,19.0,38.0,37.0,21.0,18.0,121.499699,31.276899,121.494429,31.278097,121.498646,31.28425,121.503581,31.28534,121.497323,31.285173,121.50187,31.284054,121.5101522,31.27946348,3
17,0,4199,12499,19,-75,4,4199,18639,14,-85,4,4199.0,29751.0,13.0,-87.0,4.0,4199.0,29753.0,12.0,-89.0,4.0,4199.0,48601.0,2.0,-109.0,0.0,4199.0,18638.0,12.0,-89.0,4.0,1,1.52e+12,1,4.0,9.0,5.0,7.0,10.0,121.485106,31.285941,121.490939,31.28661,121.49346,31.285513,121.492659,31.283734,121.484975,31.285418,121.492016,31.295198,121.4914439,31.2851073,54
5225,21,4199,12499,25,-63,4,4199,29742,27,-59,4,4199.0,29712.0,19.0,-75.0,4.0,4199.0,29751.0,24.0,-65.0,4.0,4199.0,29753.0,19.0,-75.0,4.0,4199.0,29752.0,20.0,-73.0,4.0,1,1.53e+12,1,12.0,15.0,9.0,5.0,6.0,121.485106,31.285941,121.495039,31.296587,121.49169,31.290129,121.49346,31.285513,121.492659,31.283734,121.494757,31.284161,121.4944707,31.28605594,11
5077,20,6153,28024,20,-73,4,6153,27913,18,-77,4,6153.0,28031.0,16.0,-81.0,4.0,6153.0,27902.0,19.0,-75.0,4.0,6153.0,28020.0,14.0,-85.0,4.0,6153.0,28033.0,21.0,-71.0,4.0,1,1.53e+12,89,38.0,24.0,37.0,25.0,21.0,121.494823,31.285815,121.498646,31.28425,121.495261,31.288196,121.503581,31.28534,121.498923,31.281691,121.497323,31.285173,121.4941413,31.28540057,34
3661,18,6153,27912,20,-73,4,6153,28032,19,-75,4,6362.0,29949.0,16.0,-81.0,4.0,6153.0,27903.0,12.0,-89.0,4.0,6153.0,27902.0,13.0,-87.0,4.0,6362.0,30071.0,13.0,-87.0,4.0,1,1.53e+12,23,18.0,20.0,19.0,37.0,64.0,121.501757,31.285306,121.50187,31.284054,121.508039,31.286935,121.494429,31.278097,121.503581,31.28534,121.503121,31.288529,121.5019855,31.28666148,15
2380,16,6362,29967,24,-65,4,6362,30074,22,-69,4,6305.0,58243.0,16.0,-81.0,4.0,6305.0,17307.0,15.0,-83.0,4.0,6362.0,30075.0,13.0,-87.0,4.0,6362.0,30073.0,18.0,-77.0,4.0,1,1.51e+12,47,48.0,51.0,49.0,40.0,55.0,121.511947,31.281646,121.51078,31.282514,121.514716,31.281609,121.510413,31.277189,121.505676,31.279911,121.507842,31.28561,121.5107667,31.27992354,3
1156,10,4199,29752,31,-51,4,4199,29742,23,-67,4,4199.0,18539.0,24.0,-65.0,4.0,4199.0,29753.0,25.0,-63.0,4.0,4199.0,18537.0,20.0,-73.0,4.0,4199.0,12499.0,19.0,-75.0,4.0,1,1.52e+12,6,12.0,13.0,5.0,26.0,1.0,121.494757,31.284161,121.495039,31.296587,121.499165,31.284763,121.492659,31.283734,121.499263,31.287606,121.485106,31.285941,121.4954234,31.28459176,37
549,7,4199,29753,20,-73,4,4199,29752,15,-83,4,4199.0,18468.0,18.0,-77.0,4.0,4199.0,18469.0,18.0,-77.0,4.0,4199.0,18467.0,26.0,-61.0,4.0,0.0,0.0,14.0,-85.0,4.0,0,1.52e+12,5,6.0,17.0,11.0,2.0,-999.0,121.492659,31.283734,121.494757,31.284161,121.497084,31.281895,121.496153,31.281763,121.496847,31.283612,-999.0,-999.0,121.4967491,31.28241126,46
5109,20,6153,28024,25,-63,4,6153,27913,16,-81,4,6153.0,28031.0,18.0,-77.0,4.0,6153.0,27902.0,16.0,-81.0,4.0,6153.0,28033.0,20.0,-73.0,4.0,6153.0,27911.0,14.0,-85.0,4.0,1,1.53e+12,89,38.0,24.0,37.0,21.0,43.0,121.494823,31.285815,121.498646,31.28425,121.495261,31.288196,121.503581,31.28534,121.497323,31.285173,121.498572,31.286194,121.4945247,31.28574396,11
2679,17,6305,17274,29,-55,4,6305,17144,29,-55,4,6362.0,29967.0,17.0,-79.0,4.0,6305.0,17145.0,11.0,-91.0,3.0,6362.0,29968.0,20.0,-73.0,4.0,6305.0,17275.0,12.0,-89.0,4.0,0,1.52e+12,54,57.0,47.0,76.0,52.0,75.0,121.51148,31.278201,121.505035,31.283008,121.511947,31.281646,121.511609,31.277959,121.504264,31.277168,121.50996,31.275711,121.5101522,31.27946348,3
770,7,4199,18538,31,-51,4,4199,18317,31,-51,4,4199.0,18618.0,20.0,-73.0,4.0,4199.0,18619.0,19.0,-75.0,4.0,4199.0,29753.0,17.0,-79.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,0,1.52e+12,29,32.0,33.0,16.0,5.0,-999.0,121.502463,31.284142,121.500524,31.287906,121.499455,31.28776,121.499258,31.288113,121.492659,31.283734,-999.0,-999.0,121.4968838,31.28226504,46
4244,18,6153,28031,18,-77,4,6153,28020,18,-77,4,6153.0,27902.0,20.0,-73.0,4.0,6153.0,27903.0,17.0,-79.0,4.0,6153.0,27913.0,15.0,-83.0,4.0,6153.0,27911.0,17.0,-79.0,4.0,1,1.53e+12,24,25.0,37.0,19.0,38.0,43.0,121.495261,31.288196,121.498923,31.281691,121.503581,31.28534,121.494429,31.278097,121.498646,31.28425,121.498572,31.286194,121.4964323,31.2866771,14
5348,21,4199,29752,24,-65,4,4199,12499,22,-69,4,4199.0,29753.0,22.0,-69.0,4.0,4199.0,29712.0,16.0,-81.0,4.0,4199.0,18539.0,17.0,-79.0,4.0,0.0,0.0,17.0,-79.0,4.0,1,1.53e+12,6,1.0,5.0,15.0,13.0,-999.0,121.494757,31.284161,121.485106,31.285941,121.492659,31.283734,121.49169,31.290129,121.499165,31.284763,-999.0,-999.0,121.4956927,31.28600127,1
94,0,4199,29753,22,-69,4,4199,18639,19,-75,4,4199.0,29752.0,21.0,-71.0,4.0,4199.0,29751.0,23.0,-67.0,4.0,4199.0,12499.0,19.0,-75.0,4.0,4199.0,18467.0,19.0,-75.0,4.0,1,1.52e+12,5,4.0,6.0,9.0,1.0,2.0,121.492659,31.283734,121.490939,31.28661,121.494757,31.284161,121.49346,31.285513,121.485106,31.285941,121.496847,31.283612,121.4928633,31.28475225,10
4475,19,6153,28032,25,-63,4,6153,27912,25,-63,4,6153.0,27903.0,21.0,-71.0,4.0,6153.0,28021.0,17.0,-79.0,4.0,6153.0,28033.0,17.0,-79.0,4.0,6153.0,27913.0,19.0,-75.0,4.0,0,1.53e+12,18,23.0,19.0,22.0,21.0,38.0,121.50187,31.284054,121.501757,31.285306,121.494429,31.278097,121.499699,31.276899,121.497323,31.285173,121.498646,31.28425,121.5006053,31.2840615,13
3379,17,6153,28020,31,-51,4,6153,27913,21,-71,4,6153.0,28033.0,21.0,-71.0,4.0,6153.0,27904.0,22.0,-69.0,4.0,6153.0,27902.0,26.0,-61.0,4.0,6153.0,27903.0,23.0,-67.0,4.0,0,1.52e+12,25,38.0,21.0,41.0,37.0,19.0,121.498923,31.281691,121.498646,31.28425,121.497323,31.285173,121.493407,31.287705,121.503581,31.28534,121.494429,31.278097,121.5101522,31.27946348,3
4005,18,6153,27911,18,-77,4,6153,27913,10,-93,3,6362.0,30071.0,10.0,-93.0,3.0,6153.0,28031.0,21.0,-71.0,4.0,6153.0,28033.0,10.0,-93.0,3.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,43,38.0,64.0,24.0,21.0,-999.0,121.498572,31.286194,121.498646,31.28425,121.503121,31.288529,121.495261,31.288196,121.497323,31.285173,-999.0,-999.0,121.498328,31.28820218,7
5273,21,4199,29742,28,-57,4,4199,12499,22,-69,4,4199.0,29743.0,25.0,-63.0,4.0,4199.0,29712.0,15.0,-83.0,4.0,4199.0,29741.0,17.0,-79.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,12,1.0,27.0,15.0,14.0,-999.0,121.495039,31.296587,121.485106,31.285941,121.493918,31.287768,121.49169,31.290129,121.495055,31.288492,-999.0,-999.0,121.4953661,31.28635475,11
3080,17,6153,28021,31,-51,4,6153,27912,25,-63,4,6153.0,27940.0,29.0,-55.0,4.0,6153.0,27913.0,25.0,-63.0,4.0,6153.0,27903.0,29.0,-55.0,4.0,6153.0,28032.0,26.0,-61.0,4.0,0,1.52e+12,22,23.0,58.0,38.0,19.0,18.0,121.499699,31.276899,121.501757,31.285306,121.497584,31.27897,121.498646,31.28425,121.494429,31.278097,121.50187,31.284054,121.5101522,31.27946348,3
5604,22,6153,27902,26,-61,4,6153,27903,22,-69,4,6153.0,28021.0,18.0,-77.0,4.0,6153.0,27913.0,25.0,-63.0,4.0,6153.0,28020.0,24.0,-65.0,4.0,6153.0,28031.0,17.0,-79.0,4.0,1,1.53e+12,37,19.0,22.0,38.0,25.0,24.0,121.503581,31.28534,121.494429,31.278097,121.499699,31.276899,121.498646,31.28425,121.498923,31.281691,121.495261,31.288196,121.4972526,31.28440288,17
1671,15,6153,28033,30,-53,4,6153,27902,20,-73,4,6153.0,27913.0,28.0,-57.0,4.0,6153.0,28020.0,19.0,-75.0,4.0,6362.0,30075.0,20.0,-73.0,4.0,6153.0,27903.0,18.0,-77.0,4.0,0,1.51e+12,21,37.0,38.0,25.0,40.0,19.0,121.497323,31.285173,121.503581,31.28534,121.498646,31.28425,121.498923,31.281691,121.505676,31.279911,121.494429,31.278097,121.4969439,31.28375822,17
4926,20,6153,28033,31,-51,4,6153,27913,26,-61,4,6153.0,28031.0,23.0,-67.0,4.0,6153.0,27905.0,22.0,-69.0,4.0,6153.0,27902.0,21.0,-71.0,4.0,6153.0,28020.0,19.0,-75.0,4.0,1,1.53e+12,21,38.0,24.0,87.0,37.0,25.0,121.497323,31.285173,121.498646,31.28425,121.495261,31.288196,121.486917,31.274206,121.503581,31.28534,121.498923,31.281691,121.4963207,31.28443822,37
2359,16,6362,29967,22,-69,4,6362,30074,18,-77,4,6305.0,58243.0,17.0,-79.0,4.0,6305.0,17307.0,15.0,-83.0,4.0,6362.0,30073.0,14.0,-85.0,4.0,6362.0,30094.0,14.0,-85.0,4.0,1,1.51e+12,47,48.0,51.0,49.0,55.0,50.0,121.511947,31.281646,121.51078,31.282514,121.514716,31.281609,121.510413,31.277189,121.507842,31.28561,121.510224,31.279669,121.5106409,31.27982714,3
6194,22,6153,28032,30,-53,4,6362,30088,22,-69,4,6153.0,27912.0,31.0,-51.0,4.0,6153.0,27913.0,19.0,-75.0,4.0,6153.0,28033.0,20.0,-73.0,4.0,6362.0,29949.0,21.0,-71.0,4.0,1,1.53e+12,18,102.0,23.0,38.0,21.0,20.0,121.50187,31.284054,121.502488,31.283954,121.501757,31.285306,121.498646,31.28425,121.497323,31.285173,121.508039,31.286935,121.50299,31.28369881,35
29,0,4199,12499,20,-73,4,4199,18639,14,-85,4,4199.0,29751.0,20.0,-73.0,4.0,4199.0,29753.0,19.0,-75.0,4.0,4199.0,18638.0,13.0,-87.0,4.0,4199.0,23731.0,13.0,-87.0,4.0,1,1.52e+12,1,4.0,9.0,5.0,10.0,3.0,121.485106,31.285941,121.490939,31.28661,121.49346,31.285513,121.492659,31.283734,121.492016,31.295198,121.488427,31.283958,121.4919392,31.28502801,54
3722,18,6153,27912,21,-71,4,6153,28032,15,-83,4,6362.0,29949.0,15.0,-83.0,4.0,6362.0,30071.0,14.0,-85.0,4.0,6153.0,28031.0,14.0,-85.0,4.0,6153.0,27940.0,11.0,-91.0,3.0,1,1.53e+12,23,18.0,20.0,64.0,24.0,58.0,121.501757,31.285306,121.50187,31.284054,121.508039,31.286935,121.503121,31.288529,121.495261,31.288196,121.497584,31.27897,121.5012102,31.28721005,6
4300,18,6153,27902,17,-79,4,6153,28020,18,-77,4,6153.0,27903.0,15.0,-83.0,4.0,6153.0,28031.0,18.0,-77.0,4.0,6153.0,27911.0,15.0,-83.0,4.0,6153.0,28033.0,20.0,-73.0,4.0,1,1.53e+12,37,25.0,19.0,24.0,43.0,21.0,121.503581,31.28534,121.498923,31.281691,121.494429,31.278097,121.495261,31.288196,121.498572,31.286194,121.497323,31.285173,121.4959759,31.28625012,1
4761,19,6153,28033,24,-65,4,6153,27902,21,-71,4,6153.0,27911.0,15.0,-83.0,4.0,6153.0,28031.0,14.0,-85.0,4.0,6153.0,27903.0,19.0,-75.0,4.0,6153.0,27913.0,20.0,-73.0,4.0,0,1.53e+12,21,37.0,43.0,24.0,19.0,38.0,121.497323,31.285173,121.503581,31.28534,121.498572,31.286194,121.495261,31.288196,121.494429,31.278097,121.498646,31.28425,121.4970848,31.28425967,17
6020,22,6153,27912,28,-57,4,6153,27903,17,-79,4,6153.0,27911.0,18.0,-77.0,4.0,6362.0,30073.0,14.0,-85.0,4.0,6153.0,28032.0,24.0,-65.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,23,19.0,43.0,55.0,18.0,-999.0,121.501757,31.285306,121.494429,31.278097,121.498572,31.286194,121.507842,31.28561,121.50187,31.284054,-999.0,-999.0,121.5014948,31.28462226,58
4819,19,6153,27902,31,-51,4,6153,27903,29,-55,4,6153.0,27913.0,20.0,-73.0,4.0,6153.0,28020.0,30.0,-53.0,4.0,6153.0,28021.0,19.0,-75.0,4.0,6153.0,28033.0,21.0,-71.0,4.0,0,1.53e+12,37,19.0,38.0,25.0,22.0,21.0,121.503581,31.28534,121.494429,31.278097,121.498646,31.28425,121.498923,31.281691,121.499699,31.276899,121.497323,31.285173,121.4965053,31.28391977,17
1806,15,6362,29978,30,-53,4,6153,27903,15,-83,4,6153.0,28032.0,18.0,-77.0,4.0,6305.0,17144.0,18.0,-77.0,4.0,6153.0,27912.0,20.0,-73.0,4.0,6362.0,29968.0,17.0,-79.0,4.0,0,1.51e+12,60,19.0,18.0,57.0,23.0,52.0,121.504101,31.283884,121.494429,31.278097,121.50187,31.284054,121.505035,31.283008,121.501757,31.285306,121.504264,31.277168,121.4969439,31.28375822,17
5910,22,6153,27912,28,-57,4,6153,27903,17,-79,4,6153.0,28031.0,17.0,-79.0,4.0,6153.0,27911.0,18.0,-77.0,4.0,6153.0,28032.0,27.0,-59.0,4.0,6153.0,28021.0,18.0,-77.0,4.0,1,1.53e+12,23,19.0,24.0,43.0,18.0,22.0,121.501757,31.285306,121.494429,31.278097,121.495261,31.288196,121.498572,31.286194,121.50187,31.284054,121.499699,31.276899,121.4999142,31.2850239,28
935,7,4199,29743,31,-51,4,4199,29741,26,-61,4,4199.0,29742.0,30.0,-53.0,4.0,0.0,0.0,25.0,-63.0,4.0,4199.0,18638.0,24.0,-65.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,0,1.52e+12,27,14.0,12.0,-999.0,10.0,-999.0,121.493918,31.287768,121.495055,31.288492,121.495039,31.296587,-999.0,-999.0,121.492016,31.295198,-999.0,-999.0,121.4968838,31.28226504,46
3178,17,6153,27913,31,-51,4,6153,27912,27,-59,4,6153.0,28033.0,28.0,-57.0,4.0,6153.0,28032.0,30.0,-53.0,4.0,6153.0,27940.0,25.0,-63.0,4.0,6362.0,30075.0,23.0,-67.0,4.0,0,1.52e+12,38,23.0,21.0,18.0,58.0,40.0,121.498646,31.28425,121.501757,31.285306,121.497323,31.285173,121.50187,31.284054,121.497584,31.27897,121.505676,31.279911,121.5101522,31.27946348,3
5293,21,4199,29742,26,-61,4,4199,12499,21,-71,4,4199.0,29743.0,18.0,-77.0,4.0,4199.0,29741.0,16.0,-81.0,4.0,4199.0,18539.0,13.0,-87.0,4.0,4199.0,29752.0,15.0,-83.0,4.0,1,1.53e+12,12,1.0,27.0,14.0,13.0,6.0,121.495039,31.296587,121.485106,31.285941,121.493918,31.287768,121.495055,31.288492,121.499165,31.284763,121.494757,31.284161,121.4952602,31.28654031,53
5197,21,4199,12499,25,-63,4,4199,29742,22,-69,4,4199.0,12497.0,15.0,-83.0,4.0,4199.0,29712.0,16.0,-81.0,4.0,4199.0,29751.0,16.0,-81.0,4.0,4199.0,29743.0,15.0,-83.0,4.0,1,1.53e+12,1,12.0,101.0,15.0,9.0,27.0,121.485106,31.285941,121.495039,31.296587,121.493193,31.292956,121.49169,31.290129,121.49346,31.285513,121.493918,31.287768,121.4943706,31.28620196,11
4041,18,6153,27911,16,-81,4,6362,30071,11,-91,3,6153.0,28031.0,20.0,-73.0,4.0,0.0,0.0,10.0,-93.0,3.0,6153.0,27913.0,9.0,-95.0,3.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,43,64.0,24.0,-999.0,38.0,-999.0,121.498572,31.286194,121.503121,31.288529,121.495261,31.288196,-999.0,-999.0,121.498646,31.28425,-999.0,-999.0,121.4977381,31.28823972,7
4704,19,6153,28033,23,-67,4,6153,27902,17,-79,4,6153.0,27911.0,21.0,-71.0,4.0,6153.0,28031.0,16.0,-81.0,4.0,6153.0,27903.0,14.0,-85.0,4.0,6153.0,27913.0,19.0,-75.0,4.0,0,1.53e+12,21,37.0,43.0,24.0,19.0,38.0,121.497323,31.285173,121.503581,31.28534,121.498572,31.286194,121.495261,31.288196,121.494429,31.278097,121.498646,31.28425,121.4975637,31.28502825,21
1674,15,6153,28033,30,-53,4,6153,27902,21,-71,4,6153.0,27913.0,29.0,-55.0,4.0,6153.0,28020.0,20.0,-73.0,4.0,6362.0,30075.0,20.0,-73.0,4.0,6153.0,28021.0,23.0,-67.0,4.0,0,1.51e+12,21,37.0,38.0,25.0,40.0,22.0,121.497323,31.285173,121.503581,31.28534,121.498646,31.28425,121.498923,31.281691,121.505676,31.279911,121.499699,31.276899,121.4969439,31.28375822,17
2613,17,6305,17274,31,-51,4,6305,17144,23,-67,4,6305.0,17146.0,14.0,-85.0,4.0,6362.0,29967.0,20.0,-73.0,4.0,0.0,0.0,13.0,-87.0,4.0,6362.0,29968.0,16.0,-81.0,4.0,0,1.52e+12,54,57.0,74.0,47.0,-999.0,52.0,121.51148,31.278201,121.505035,31.283008,121.505542,31.273821,121.511947,31.281646,-999.0,-999.0,121.504264,31.277168,121.5101522,31.27946348,3
2165,16,6153,28032,27,-59,4,6153,27903,25,-63,4,6153.0,28021.0,21.0,-71.0,4.0,6362.0,30071.0,24.0,-65.0,4.0,6153.0,27912.0,28.0,-57.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,1,1.51e+12,18,19.0,22.0,64.0,23.0,-999.0,121.50187,31.284054,121.494429,31.278097,121.499699,31.276899,121.503121,31.288529,121.501757,31.285306,-999.0,-999.0,121.5022734,31.28423266,49
3253,17,6153,27913,31,-51,4,6153,28021,26,-61,4,6153.0,28032.0,30.0,-53.0,4.0,6153.0,28033.0,26.0,-61.0,4.0,6153.0,27912.0,22.0,-69.0,4.0,6362.0,30075.0,22.0,-69.0,4.0,0,1.52e+12,38,22.0,18.0,21.0,23.0,40.0,121.498646,31.28425,121.499699,31.276899,121.50187,31.284054,121.497323,31.285173,121.501757,31.285306,121.505676,31.279911,121.5101522,31.27946348,3
2343,16,6362,29967,18,-77,4,6362,29968,13,-87,4,6362.0,30074.0,20.0,-73.0,4.0,6362.0,30075.0,18.0,-77.0,4.0,6153.0,28021.0,14.0,-85.0,4.0,6305.0,58243.0,20.0,-73.0,4.0,1,1.51e+12,47,52.0,48.0,40.0,22.0,51.0,121.511947,31.281646,121.504264,31.277168,121.51078,31.282514,121.505676,31.279911,121.499699,31.276899,121.514716,31.281609,121.5102448,31.27969823,3
3814,18,6153,28031,23,-67,4,6362,29949,21,-71,4,6153.0,27903.0,17.0,-79.0,4.0,6153.0,27902.0,18.0,-77.0,4.0,6153.0,27912.0,16.0,-81.0,4.0,6153.0,28020.0,14.0,-85.0,4.0,1,1.53e+12,24,20.0,19.0,37.0,23.0,25.0,121.495261,31.288196,121.508039,31.286935,121.494429,31.278097,121.503581,31.28534,121.501757,31.285306,121.498923,31.281691,121.5000167,31.28700794,55
2578,17,6305,17274,31,-51,4,6305,17144,25,-63,4,6305.0,17146.0,19.0,-75.0,4.0,6362.0,29968.0,18.0,-77.0,4.0,6362.0,29967.0,21.0,-71.0,4.0,6305.0,17307.0,17.0,-79.0,4.0,0,1.52e+12,54,57.0,74.0,52.0,47.0,49.0,121.51148,31.278201,121.505035,31.283008,121.505542,31.273821,121.504264,31.277168,121.511947,31.281646,121.510413,31.277189,121.5101522,31.27946348,3
1819,15,6362,29978,21,-71,4,6153,28032,20,-73,4,6153.0,27912.0,21.0,-71.0,4.0,6362.0,29966.0,17.0,-79.0,4.0,6362.0,29968.0,17.0,-79.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,0,1.51e+12,60,18.0,23.0,56.0,52.0,-999.0,121.504101,31.283884,121.50187,31.284054,121.501757,31.285306,121.507277,31.283308,121.504264,31.277168,-999.0,-999.0,121.4969439,31.28375822,17
2693,17,6305,17144,26,-61,4,6362,29967,12,-89,4,6305.0,17145.0,9.0,-95.0,3.0,6362.0,29968.0,17.0,-79.0,4.0,0.0,0.0,10.0,-93.0,3.0,6305.0,17274.0,25.0,-63.0,4.0,0,1.52e+12,57,47.0,76.0,52.0,-999.0,54.0,121.505035,31.283008,121.511947,31.281646,121.511609,31.277959,121.504264,31.277168,-999.0,-999.0,121.51148,31.278201,121.5101522,31.27946348,3
3986,18,6153,27911,19,-75,4,6153,27913,10,-93,3,6362.0,30071.0,12.0,-89.0,4.0,0.0,0.0,8.0,-97.0,3.0,0.0,0.0,10.0,-93.0,3.0,6153.0,28031.0,21.0,-71.0,4.0,1,1.53e+12,43,38.0,64.0,-999.0,-999.0,24.0,121.498572,31.286194,121.498646,31.28425,121.503121,31.288529,-999.0,-999.0,-999.0,-999.0,121.495261,31.288196,121.4984579,31.28809141,7
4462,19,6153,28032,30,-53,4,6153,27912,26,-61,4,6153.0,27903.0,19.0,-75.0,4.0,6153.0,28021.0,17.0,-79.0,4.0,6153.0,28033.0,18.0,-77.0,4.0,6153.0,27913.0,18.0,-77.0,4.0,0,1.53e+12,18,23.0,19.0,22.0,21.0,38.0,121.50187,31.284054,121.501757,31.285306,121.494429,31.278097,121.499699,31.276899,121.497323,31.285173,121.498646,31.28425,121.5006718,31.28404054,58
