,TrajID,RNCID_1,CellID_1,AsuLevel_1,Dbm_1,SignalLevel_1,RNCID_2,CellID_2,AsuLevel_2,Dbm_2,SignalLevel_2,RNCID_3,CellID_3,AsuLevel_3,Dbm_3,SignalLevel_3,RNCID_4,CellID_4,AsuLevel_4,Dbm_4,SignalLevel_4,RNCID_5,CellID_5,AsuLevel_5,Dbm_5,SignalLevel_5,RNCID_6,CellID_6,AsuLevel_6,Dbm_6,SignalLevel_6,mode,MRTime,BSID,BSID2,BSID3,BSID4,BSID5,BSID6,Lon,Lat,Lon2,Lat2,Lon3,Lat3,Lon4,Lat4,Lon5,Lat5,Lon6,Lat6,Longitude,Latitude,gid
1853,15,6362,29966,29,-55,4,6362,29968,15,-83,4,6362.0,29978.0,11.0,-91.0,3.0,6362.0,30074.0,11.0,-91.0,3.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0,1.51e+12,56,52.0,60.0,48.0,-999.0,-999.0,121.507277,31.283308,121.504264,31.277168,121.504101,31.283884,121.51078,31.282514,-999.0,-999.0,-999.0,-999.0,121.4969439,31.28375822,17
6091,22,6153,27912,25,-63,4,6153,27903,18,-77,4,6153.0,28032.0,24.0,-65.0,4.0,6153.0,28021.0,17.0,-79.0,4.0,6362.0,30071.0,18.0,-77.0,4.0,6362.0,29964.0,19.0,-75.0,4.0,1,1.53e+12,23,19.0,18.0,22.0,64.0,65.0,121.501757,31.285306,121.494429,31.278097,121.50187,31.284054,121.499699,31.276899,121.503121,31.288529,121.501896,31.289365,121.5023135,31.28415442,49
4080,18,6153,27902,15,-83,4,6153,28031,16,-81,4,6153.0,27913.0,10.0,-93.0,3.0,6153.0,28020.0,12.0,-89.0,4.0,6153.0,27904.0,10.0,-93.0,3.0,6153.0,27911.0,13.0,-87.0,4.0,1,1.53e+12,37,24.0,38.0,25.0,41.0,43.0,121.503581,31.28534,121.495261,31.288196,121.498646,31.28425,121.498923,31.281691,121.493407,31.287705,121.498572,31.286194,121.4975499,31.28822794,7
2293,16,6362,30075,30,-53,4,6362,29966,27,-59,4,6362.0,29968.0,26.0,-61.0,4.0,6362.0,29967.0,24.0,-65.0,4.0,6362.0,30074.0,23.0,-67.0,4.0,6362.0,30073.0,29.0,-55.0,4.0,1,1.51e+12,40,56.0,52.0,47.0,48.0,55.0,121.505676,31.279911,121.507277,31.283308,121.504264,31.277168,121.511947,31.281646,121.51078,31.282514,121.507842,31.28561,121.5087966,31.28122304,40
1375,14,6362,30075,23,-67,4,6362,29968,21,-71,4,6362.0,30073.0,24.0,-65.0,4.0,6362.0,29967.0,21.0,-71.0,4.0,6362.0,30074.0,16.0,-81.0,4.0,6362.0,29966.0,20.0,-73.0,4.0,1,1.51e+12,40,52.0,55.0,47.0,48.0,56.0,121.505676,31.279911,121.504264,31.277168,121.507842,31.28561,121.511947,31.281646,121.51078,31.282514,121.507277,31.283308,121.5083014,31.28197066,60
4189,18,6153,27907,14,-85,4,6153,28031,18,-77,4,6153.0,27904.0,10.0,-93.0,3.0,6153.0,28027.0,12.0,-89.0,4.0,6153.0,27911.0,13.0,-87.0,4.0,6185.0,28152.0,8.0,-97.0,3.0,1,1.53e+12,94,24.0,41.0,44.0,43.0,95.0,121.485932,31.273071,121.495261,31.288196,121.493407,31.287705,121.496665,31.287575,121.498572,31.286194,121.495932,31.289067,121.4969618,31.28703883,14
6012,22,6153,27912,29,-55,4,6153,27903,17,-79,4,6153.0,27911.0,18.0,-77.0,4.0,6362.0,30073.0,14.0,-85.0,4.0,6153.0,28032.0,25.0,-63.0,4.0,6153.0,28021.0,14.0,-85.0,4.0,1,1.53e+12,23,19.0,43.0,55.0,18.0,22.0,121.501757,31.285306,121.494429,31.278097,121.498572,31.286194,121.507842,31.28561,121.50187,31.284054,121.499699,31.276899,121.5014154,31.2846458,58
3715,18,6153,27912,22,-69,4,6153,28032,15,-83,4,6362.0,29949.0,15.0,-83.0,4.0,6362.0,30071.0,14.0,-85.0,4.0,6153.0,28031.0,14.0,-85.0,4.0,6153.0,27940.0,12.0,-89.0,4.0,1,1.53e+12,23,18.0,20.0,64.0,24.0,58.0,121.501757,31.285306,121.50187,31.284054,121.508039,31.286935,121.503121,31.288529,121.495261,31.288196,121.497584,31.27897,121.5012267,31.28708817,6
145,0,4199,29753,26,-61,4,4199,29752,25,-63,4,4199.0,18467.0,15.0,-83.0,4.0,4199.0,29751.0,22.0,-69.0,4.0,4199.0,12499.0,16.0,-81.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,1,1.52e+12,5,6.0,2.0,9.0,1.0,-999.0,121.492659,31.283734,121.494757,31.284161,121.496847,31.283612,121.49346,31.285513,121.485106,31.285941,-999.0,-999.0,121.4938913,31.28482562,34
2853,17,6362,29968,19,-75,4,6153,27903,14,-85,4,6362.0,29966.0,15.0,-83.0,4.0,6305.0,17144.0,15.0,-83.0,4.0,6153.0,27902.0,12.0,-89.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,0,1.52e+12,52,19.0,56.0,57.0,37.0,-999.0,121.504264,31.277168,121.494429,31.278097,121.507277,31.283308,121.505035,31.283008,121.503581,31.28534,-999.0,-999.0,121.5101522,31.27946348,3
360,2,4199,29753,25,-63,4,4199,18467,25,-63,4,4199.0,29752.0,23.0,-67.0,4.0,4199.0,12499.0,18.0,-77.0,4.0,4199.0,18468.0,14.0,-85.0,4.0,4199.0,18539.0,13.0,-87.0,4.0,1,1.52e+12,5,2.0,6.0,1.0,17.0,13.0,121.492659,31.283734,121.496847,31.283612,121.494757,31.284161,121.485106,31.285941,121.497084,31.281895,121.499165,31.284763,121.4957216,31.28372446,2
673,7,4199,29752,22,-69,4,4199,18468,28,-57,4,4199.0,12499.0,21.0,-71.0,4.0,4199.0,18467.0,31.0,-51.0,4.0,4199.0,29753.0,22.0,-69.0,4.0,4199.0,18469.0,24.0,-65.0,4.0,0,1.52e+12,6,17.0,1.0,2.0,5.0,11.0,121.494757,31.284161,121.497084,31.281895,121.485106,31.285941,121.496847,31.283612,121.492659,31.283734,121.496153,31.281763,121.4968838,31.28226504,46
5376,21,4199,29752,26,-61,4,4199,12499,25,-63,4,4199.0,29753.0,21.0,-71.0,4.0,4199.0,29742.0,23.0,-67.0,4.0,4199.0,29751.0,20.0,-73.0,4.0,4199.0,18539.0,19.0,-75.0,4.0,1,1.53e+12,6,1.0,5.0,12.0,9.0,13.0,121.494757,31.284161,121.485106,31.285941,121.492659,31.283734,121.495039,31.296587,121.49346,31.285513,121.499165,31.284763,121.4954927,31.28573939,1
3059,17,6153,27903,27,-59,4,6153,27912,24,-65,4,6153.0,27940.0,24.0,-65.0,4.0,6153.0,27902.0,23.0,-67.0,4.0,6153.0,28021.0,29.0,-55.0,4.0,6153.0,27913.0,25.0,-63.0,4.0,0,1.52e+12,19,23.0,58.0,37.0,22.0,38.0,121.494429,31.278097,121.501757,31.285306,121.497584,31.27897,121.503581,31.28534,121.499699,31.276899,121.498646,31.28425,121.5101522,31.27946348,3
5238,21,4199,29751,29,-55,4,4199,29712,20,-73,4,4199.0,29753.0,20.0,-73.0,4.0,4199.0,29752.0,21.0,-71.0,4.0,4199.0,12499.0,25.0,-63.0,4.0,4199.0,29742.0,27.0,-59.0,4.0,1,1.53e+12,9,15.0,5.0,6.0,1.0,12.0,121.49346,31.285513,121.49169,31.290129,121.492659,31.283734,121.494757,31.284161,121.485106,31.285941,121.495039,31.296587,121.4947007,31.28606206,11
64,0,4199,29751,22,-69,4,4199,18639,17,-79,4,4199.0,29753.0,20.0,-73.0,4.0,4199.0,29752.0,18.0,-77.0,4.0,4199.0,12499.0,17.0,-79.0,4.0,4199.0,18467.0,22.0,-69.0,4.0,1,1.52e+12,9,4.0,5.0,6.0,1.0,2.0,121.49346,31.285513,121.490939,31.28661,121.492659,31.283734,121.494757,31.284161,121.485106,31.285941,121.496847,31.283612,121.4923063,31.28465364,10
5542,21,4199,12499,23,-67,4,4199,18539,18,-77,4,4199.0,29752.0,20.0,-73.0,4.0,4199.0,18467.0,25.0,-63.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,1,13.0,6.0,2.0,-999.0,-999.0,121.485106,31.285941,121.499165,31.284763,121.494757,31.284161,121.496847,31.283612,-999.0,-999.0,-999.0,-999.0,121.4966894,31.28421037,17
4785,19,6153,27902,28,-57,4,6153,27911,15,-83,4,6153.0,27903.0,20.0,-73.0,4.0,6153.0,27913.0,23.0,-67.0,4.0,6153.0,28020.0,23.0,-67.0,4.0,6153.0,28021.0,16.0,-81.0,4.0,0,1.53e+12,37,43.0,19.0,38.0,25.0,22.0,121.503581,31.28534,121.498572,31.286194,121.494429,31.278097,121.498646,31.28425,121.498923,31.281691,121.499699,31.276899,121.4967442,31.28425561,17
3296,17,6153,28021,31,-51,4,6153,27903,24,-65,4,6153.0,27913.0,26.0,-61.0,4.0,6153.0,27902.0,22.0,-69.0,4.0,6362.0,29968.0,20.0,-73.0,4.0,6153.0,27940.0,21.0,-71.0,4.0,0,1.52e+12,22,19.0,38.0,37.0,52.0,58.0,121.499699,31.276899,121.494429,31.278097,121.498646,31.28425,121.503581,31.28534,121.504264,31.277168,121.497584,31.27897,121.5101522,31.27946348,3
4056,18,6153,27911,15,-83,4,6362,30071,9,-95,3,6153.0,28031.0,17.0,-79.0,4.0,6153.0,27913.0,9.0,-95.0,3.0,6153.0,28020.0,9.0,-95.0,3.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,43,64.0,24.0,38.0,25.0,-999.0,121.498572,31.286194,121.503121,31.288529,121.495261,31.288196,121.498646,31.28425,121.498923,31.281691,-999.0,-999.0,121.4975815,31.28833157,9
395,3,4199,29753,30,-53,4,4199,12499,21,-71,4,4199.0,29751.0,24.0,-65.0,4.0,4199.0,18638.0,18.0,-77.0,4.0,4199.0,18467.0,17.0,-79.0,4.0,4199.0,29752.0,29.0,-55.0,4.0,1,1.52e+12,5,1.0,9.0,10.0,2.0,6.0,121.492659,31.283734,121.485106,31.285941,121.49346,31.285513,121.492016,31.295198,121.496847,31.283612,121.494757,31.284161,121.494039,31.284591,12
450,5,4199,29752,27,-59,4,4199,18467,24,-65,4,4199.0,29751.0,29.0,-55.0,4.0,4199.0,29753.0,30.0,-53.0,4.0,4199.0,18639.0,23.0,-67.0,4.0,4199.0,18469.0,19.0,-75.0,4.0,1,1.52e+12,6,2.0,9.0,5.0,4.0,11.0,121.494757,31.284161,121.496847,31.283612,121.49346,31.285513,121.492659,31.283734,121.490939,31.28661,121.496153,31.281763,121.4928255,31.28461422,24
1660,15,6153,28033,29,-55,4,6153,27902,19,-75,4,6153.0,27913.0,24.0,-65.0,4.0,6153.0,27911.0,18.0,-77.0,4.0,6153.0,28020.0,19.0,-75.0,4.0,6153.0,28031.0,17.0,-79.0,4.0,0,1.51e+12,21,37.0,38.0,43.0,25.0,24.0,121.497323,31.285173,121.503581,31.28534,121.498646,31.28425,121.498572,31.286194,121.498923,31.281691,121.495261,31.288196,121.4969439,31.28375822,17
82,0,4199,29751,25,-63,4,4199,18639,20,-73,4,4199.0,29753.0,22.0,-69.0,4.0,4199.0,29752.0,23.0,-67.0,4.0,4199.0,12499.0,17.0,-79.0,4.0,4199.0,18467.0,27.0,-59.0,4.0,1,1.52e+12,9,4.0,5.0,6.0,1.0,2.0,121.49346,31.285513,121.490939,31.28661,121.492659,31.283734,121.494757,31.284161,121.485106,31.285941,121.496847,31.283612,121.4926133,31.28456753,24
1116,9,4199,18538,27,-59,4,4199,18319,21,-71,4,4199.0,18317.0,25.0,-63.0,4.0,4199.0,18537.0,19.0,-75.0,4.0,4199.0,12498.0,15.0,-83.0,4.0,4199.0,18318.0,19.0,-75.0,4.0,1,1.52e+12,29,34.0,32.0,26.0,28.0,35.0,121.502463,31.284142,121.501661,31.28321,121.500524,31.287906,121.499263,31.287606,121.499286,31.289474,121.506933,31.28703,121.5013013,31.28604937,31
4998,20,6153,28023,26,-61,4,6153,27913,20,-73,4,6153.0,28031.0,17.0,-79.0,4.0,6153.0,28033.0,21.0,-71.0,4.0,6153.0,27905.0,26.0,-61.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,96,38.0,24.0,21.0,87.0,-999.0,121.496873,31.284712,121.498646,31.28425,121.495261,31.288196,121.497323,31.285173,121.486917,31.274206,-999.0,-999.0,121.4949526,31.28465547,26
1994,16,6153,28020,31,-51,4,6153,27902,24,-65,4,6153.0,28033.0,24.0,-65.0,4.0,6153.0,27903.0,22.0,-69.0,4.0,6153.0,27913.0,23.0,-67.0,4.0,6153.0,28021.0,23.0,-67.0,4.0,1,1.51e+12,25,37.0,21.0,19.0,38.0,22.0,121.498923,31.281691,121.503581,31.28534,121.497323,31.285173,121.494429,31.278097,121.498646,31.28425,121.499699,31.276899,121.4961458,31.28313596,2
292,0,4199,29753,21,-71,4,4199,18467,26,-61,4,4199.0,29752.0,17.0,-79.0,4.0,4199.0,29742.0,12.0,-89.0,4.0,4199.0,12499.0,12.0,-89.0,4.0,4199.0,18468.0,16.0,-81.0,4.0,1,1.52e+12,5,2.0,6.0,12.0,1.0,17.0,121.492659,31.283734,121.496847,31.283612,121.494757,31.284161,121.495039,31.296587,121.485106,31.285941,121.497084,31.281895,121.4958256,31.28361037,2
3005,17,6153,28021,28,-57,4,6362,29968,21,-71,4,6153.0,27903.0,23.0,-67.0,4.0,6153.0,27902.0,20.0,-73.0,4.0,6153.0,27913.0,20.0,-73.0,4.0,6362.0,30093.0,19.0,-75.0,4.0,0,1.52e+12,22,52.0,19.0,37.0,38.0,83.0,121.499699,31.276899,121.504264,31.277168,121.494429,31.278097,121.503581,31.28534,121.498646,31.28425,121.502866,31.282649,121.5101522,31.27946348,3
6169,22,6153,28032,31,-51,4,6362,30088,19,-75,4,6153.0,27912.0,30.0,-53.0,4.0,6153.0,28021.0,18.0,-77.0,4.0,6362.0,29949.0,17.0,-79.0,4.0,6153.0,27913.0,18.0,-77.0,4.0,1,1.53e+12,18,102.0,23.0,22.0,20.0,38.0,121.50187,31.284054,121.502488,31.283954,121.501757,31.285306,121.499699,31.276899,121.508039,31.286935,121.498646,31.28425,121.5030086,31.28369429,35
4961,20,6153,27905,30,-53,4,6153,27913,27,-59,4,6153.0,28031.0,24.0,-65.0,4.0,6153.0,27911.0,22.0,-69.0,4.0,6153.0,28023.0,25.0,-63.0,4.0,6153.0,28033.0,31.0,-51.0,4.0,1,1.53e+12,87,38.0,24.0,43.0,96.0,21.0,121.486917,31.274206,121.498646,31.28425,121.495261,31.288196,121.498572,31.286194,121.496873,31.284712,121.497323,31.285173,121.4955876,31.28468219,50
930,7,4199,18638,26,-61,4,4199,29752,22,-69,4,4199.0,29741.0,26.0,-61.0,4.0,4199.0,29743.0,31.0,-51.0,4.0,0.0,0.0,26.0,-61.0,4.0,0.0,0.0,23.0,-67.0,4.0,0,1.52e+12,10,6.0,14.0,27.0,-999.0,-999.0,121.492016,31.295198,121.494757,31.284161,121.495055,31.288492,121.493918,31.287768,-999.0,-999.0,-999.0,-999.0,121.4968838,31.28226504,46
4855,19,6153,27902,31,-51,4,6153,27903,25,-63,4,6153.0,27913.0,17.0,-79.0,4.0,6153.0,28020.0,31.0,-51.0,4.0,6153.0,28021.0,21.0,-71.0,4.0,6153.0,28033.0,17.0,-79.0,4.0,0,1.53e+12,37,19.0,38.0,25.0,22.0,21.0,121.503581,31.28534,121.494429,31.278097,121.498646,31.28425,121.498923,31.281691,121.499699,31.276899,121.497323,31.285173,121.4963137,31.2835824,2
3764,18,6153,27912,20,-73,4,6362,29949,16,-81,4,6153.0,28032.0,14.0,-85.0,4.0,6153.0,28031.0,15.0,-83.0,4.0,6153.0,27903.0,11.0,-91.0,3.0,6153.0,27902.0,11.0,-91.0,3.0,1,1.53e+12,23,20.0,18.0,24.0,19.0,37.0,121.501757,31.285306,121.508039,31.286935,121.50187,31.284054,121.495261,31.288196,121.494429,31.278097,121.503581,31.28534,121.5006443,31.28692306,6
3909,18,6153,28031,23,-67,4,6153,27913,9,-95,3,6185.0,28102.0,9.0,-95.0,3.0,6153.0,28033.0,11.0,-91.0,3.0,0.0,0.0,9.0,-95.0,3.0,6153.0,27912.0,10.0,-93.0,3.0,1,1.53e+12,24,38.0,91.0,21.0,-999.0,23.0,121.495261,31.288196,121.498646,31.28425,121.480695,31.295819,121.497323,31.285173,-999.0,-999.0,121.501757,31.285306,121.4992445,31.2875986,56
352,2,4199,29753,23,-67,4,4199,18467,19,-75,4,4199.0,29752.0,18.0,-77.0,4.0,4199.0,12499.0,14.0,-85.0,4.0,4199.0,18468.0,10.0,-93.0,3.0,-1.0,0.0,-1.0,-1.0,-1.0,1,1.52e+12,5,2.0,6.0,1.0,17.0,-999.0,121.492659,31.283734,121.496847,31.283612,121.494757,31.284161,121.485106,31.285941,121.497084,31.281895,-999.0,-999.0,121.4957223,31.28376168,37
4409,18,6153,28033,26,-61,4,6153,28020,15,-83,4,6153.0,27903.0,14.0,-85.0,4.0,6153.0,28031.0,20.0,-73.0,4.0,6153.0,27911.0,18.0,-77.0,4.0,6153.0,27902.0,16.0,-81.0,4.0,1,1.53e+12,21,25.0,19.0,24.0,43.0,37.0,121.497323,31.285173,121.498923,31.281691,121.494429,31.278097,121.495261,31.288196,121.498572,31.286194,121.503581,31.28534,121.4954225,31.2853875,50
2767,17,6305,17144,27,-59,4,6362,29968,16,-81,4,6305.0,17274.0,21.0,-71.0,4.0,0.0,0.0,13.0,-87.0,4.0,6153.0,27937.0,15.0,-83.0,4.0,6362.0,29966.0,11.0,-91.0,3.0,0,1.52e+12,57,52.0,54.0,-999.0,78.0,56.0,121.505035,31.283008,121.504264,31.277168,121.51148,31.278201,-999.0,-999.0,121.504202,31.277213,121.507277,31.283308,121.5101522,31.27946348,3
2775,17,6305,17144,23,-67,4,6362,29968,18,-77,4,6305.0,17274.0,21.0,-71.0,4.0,6153.0,27850.0,10.0,-93.0,3.0,6153.0,27937.0,13.0,-87.0,4.0,6362.0,29967.0,11.0,-91.0,3.0,0,1.52e+12,57,52.0,54.0,77.0,78.0,47.0,121.505035,31.283008,121.504264,31.277168,121.51148,31.278201,121.505142,31.274433,121.504202,31.277213,121.511947,31.281646,121.5101522,31.27946348,3
1748,15,6153,28032,29,-55,4,6153,27913,20,-73,4,6153.0,27903.0,23.0,-67.0,4.0,6153.0,27912.0,28.0,-57.0,4.0,6153.0,28021.0,18.0,-77.0,4.0,6153.0,27911.0,18.0,-77.0,4.0,0,1.51e+12,18,38.0,19.0,23.0,22.0,43.0,121.50187,31.284054,121.498646,31.28425,121.494429,31.278097,121.501757,31.285306,121.499699,31.276899,121.498572,31.286194,121.4969439,31.28375822,17
3116,17,6153,27940,29,-55,4,6153,27903,25,-63,4,6153.0,27852.0,28.0,-57.0,4.0,6153.0,28021.0,28.0,-57.0,4.0,6153.0,27913.0,26.0,-61.0,4.0,0.0,0.0,24.0,-65.0,4.0,0,1.52e+12,58,19.0,84.0,22.0,38.0,-999.0,121.497584,31.27897,121.494429,31.278097,121.494492,31.278723,121.499699,31.276899,121.498646,31.28425,-999.0,-999.0,121.5101522,31.27946348,3
188,0,4199,29751,27,-59,4,4199,29752,25,-63,4,4199.0,12499.0,17.0,-79.0,4.0,4199.0,29753.0,21.0,-71.0,4.0,4199.0,18639.0,20.0,-73.0,4.0,4199.0,29712.0,14.0,-85.0,4.0,1,1.52e+12,9,6.0,1.0,5.0,4.0,15.0,121.49346,31.285513,121.494757,31.284161,121.485106,31.285941,121.492659,31.283734,121.490939,31.28661,121.49169,31.290129,121.4946234,31.28501347,26
2666,17,6305,17274,31,-51,4,6305,17144,29,-55,4,6362.0,29967.0,19.0,-75.0,4.0,6305.0,17145.0,15.0,-83.0,4.0,6362.0,29968.0,19.0,-75.0,4.0,6305.0,17146.0,13.0,-87.0,4.0,0,1.52e+12,54,57.0,47.0,76.0,52.0,74.0,121.51148,31.278201,121.505035,31.283008,121.511947,31.281646,121.511609,31.277959,121.504264,31.277168,121.505542,31.273821,121.5101522,31.27946348,3
1357,14,6362,30075,25,-63,4,6362,29968,21,-71,4,6362.0,30073.0,20.0,-73.0,4.0,6362.0,29967.0,19.0,-75.0,4.0,6362.0,30074.0,20.0,-73.0,4.0,6362.0,29966.0,19.0,-75.0,4.0,1,1.51e+12,40,52.0,55.0,47.0,48.0,56.0,121.505676,31.279911,121.504264,31.277168,121.507842,31.28561,121.511947,31.281646,121.51078,31.282514,121.507277,31.283308,121.5088274,31.28122178,40
2634,17,6305,17274,31,-51,4,6305,17144,30,-53,4,6362.0,29967.0,19.0,-75.0,4.0,6305.0,17146.0,20.0,-73.0,4.0,6305.0,17275.0,18.0,-77.0,4.0,6305.0,17145.0,18.0,-77.0,4.0,0,1.52e+12,54,57.0,47.0,74.0,75.0,76.0,121.51148,31.278201,121.505035,31.283008,121.511947,31.281646,121.505542,31.273821,121.50996,31.275711,121.511609,31.277959,121.5101522,31.27946348,3
3177,17,6153,27913,31,-51,4,6153,27912,27,-59,4,6153.0,28033.0,28.0,-57.0,4.0,6153.0,28032.0,30.0,-53.0,4.0,6153.0,27940.0,25.0,-63.0,4.0,6362.0,30075.0,23.0,-67.0,4.0,0,1.52e+12,38,23.0,21.0,18.0,58.0,40.0,121.498646,31.28425,121.501757,31.285306,121.497323,31.285173,121.50187,31.284054,121.497584,31.27897,121.505676,31.279911,121.5101522,31.27946348,3
4937,20,6153,28033,31,-51,4,6153,27913,25,-63,4,6153.0,28031.0,24.0,-65.0,4.0,6153.0,27905.0,24.0,-65.0,4.0,6153.0,27902.0,18.0,-77.0,4.0,6153.0,28020.0,19.0,-75.0,4.0,1,1.53e+12,21,38.0,24.0,87.0,37.0,25.0,121.497323,31.285173,121.498646,31.28425,121.495261,31.288196,121.486917,31.274206,121.503581,31.28534,121.498923,31.281691,121.4960195,31.2845329,37
4457,19,6153,28032,31,-51,4,6153,27912,26,-61,4,6153.0,27903.0,19.0,-75.0,4.0,6153.0,28021.0,18.0,-77.0,4.0,6153.0,28033.0,19.0,-75.0,4.0,6153.0,27913.0,18.0,-77.0,4.0,0,1.53e+12,18,23.0,19.0,22.0,21.0,38.0,121.50187,31.284054,121.501757,31.285306,121.494429,31.278097,121.499699,31.276899,121.497323,31.285173,121.498646,31.28425,121.5007807,31.28418599,58
2984,17,6153,28021,28,-57,4,6362,29968,21,-71,4,6153.0,27903.0,26.0,-61.0,4.0,6153.0,27904.0,20.0,-73.0,4.0,6153.0,27912.0,20.0,-73.0,4.0,6153.0,27902.0,20.0,-73.0,4.0,0,1.52e+12,22,52.0,19.0,41.0,23.0,37.0,121.499699,31.276899,121.504264,31.277168,121.494429,31.278097,121.493407,31.287705,121.501757,31.285306,121.503581,31.28534,121.5101522,31.27946348,3
1784,15,6153,28032,26,-61,4,6153,27903,23,-67,4,6153.0,27912.0,28.0,-57.0,4.0,6362.0,30073.0,18.0,-77.0,4.0,6153.0,28021.0,19.0,-75.0,4.0,6362.0,41027.0,17.0,-79.0,4.0,0,1.51e+12,18,19.0,23.0,55.0,22.0,59.0,121.50187,31.284054,121.494429,31.278097,121.501757,31.285306,121.507842,31.28561,121.499699,31.276899,121.509291,31.286813,121.4969439,31.28375822,17
5231,21,4199,12499,24,-65,4,4199,29742,27,-59,4,4199.0,29712.0,19.0,-75.0,4.0,4199.0,29751.0,29.0,-55.0,4.0,4199.0,29753.0,20.0,-73.0,4.0,4199.0,29752.0,21.0,-71.0,4.0,1,1.53e+12,1,12.0,15.0,9.0,5.0,6.0,121.485106,31.285941,121.495039,31.296587,121.49169,31.290129,121.49346,31.285513,121.492659,31.283734,121.494757,31.284161,121.4947007,31.28606206,11
1650,15,6153,28033,29,-55,4,6153,27902,20,-73,4,6153.0,27913.0,28.0,-57.0,4.0,6153.0,27911.0,17.0,-79.0,4.0,6153.0,28020.0,18.0,-77.0,4.0,6362.0,30075.0,17.0,-79.0,4.0,0,1.51e+12,21,37.0,38.0,43.0,25.0,40.0,121.497323,31.285173,121.503581,31.28534,121.498646,31.28425,121.498572,31.286194,121.498923,31.281691,121.505676,31.279911,121.4969439,31.28375822,17
4500,19,6153,28032,25,-63,4,6153,27912,20,-73,4,6153.0,27903.0,21.0,-71.0,4.0,6153.0,28021.0,20.0,-73.0,4.0,6153.0,27913.0,18.0,-77.0,4.0,6362.0,30075.0,19.0,-75.0,4.0,0,1.53e+12,18,23.0,19.0,22.0,38.0,40.0,121.50187,31.284054,121.501757,31.285306,121.494429,31.278097,121.499699,31.276899,121.498646,31.28425,121.505676,31.279911,121.5002108,31.2841201,13
103,0,4199,29751,24,-65,4,4199,18639,19,-75,4,4199.0,29752.0,20.0,-73.0,4.0,4199.0,12499.0,15.0,-83.0,4.0,4199.0,18467.0,13.0,-87.0,4.0,4199.0,29753.0,22.0,-69.0,4.0,1,1.52e+12,9,4.0,6.0,1.0,2.0,5.0,121.49346,31.285513,121.490939,31.28661,121.494757,31.284161,121.485106,31.285941,121.496847,31.283612,121.492659,31.283734,121.4929998,31.28503429,10
3700,18,6153,27912,19,-75,4,6153,28032,16,-81,4,6362.0,29949.0,16.0,-81.0,4.0,6362.0,30071.0,13.0,-87.0,4.0,6153.0,28031.0,15.0,-83.0,4.0,6153.0,27903.0,13.0,-87.0,4.0,1,1.53e+12,23,18.0,20.0,64.0,24.0,19.0,121.501757,31.285306,121.50187,31.284054,121.508039,31.286935,121.503121,31.288529,121.495261,31.288196,121.494429,31.278097,121.5017012,31.28712685,15
4927,20,6153,28033,30,-53,4,6153,27913,26,-61,4,6153.0,28031.0,23.0,-67.0,4.0,6153.0,27905.0,22.0,-69.0,4.0,6153.0,27902.0,21.0,-71.0,4.0,6153.0,28020.0,19.0,-75.0,4.0,1,1.53e+12,21,38.0,24.0,87.0,37.0,25.0,121.497323,31.285173,121.498646,31.28425,121.495261,31.288196,121.486917,31.274206,121.503581,31.28534,121.498923,31.281691,121.4962801,31.2844357,37
34,0,4199,12499,19,-75,4,4199,18639,14,-85,4,4199.0,29751.0,21.0,-71.0,4.0,4199.0,29753.0,20.0,-73.0,4.0,4199.0,18638.0,13.0,-87.0,4.0,4199.0,23731.0,14.0,-85.0,4.0,1,1.52e+12,1,4.0,9.0,5.0,10.0,3.0,121.485106,31.285941,121.490939,31.28661,121.49346,31.285513,121.492659,31.283734,121.492016,31.295198,121.488427,31.283958,121.4920679,31.28506291,54
2996,17,6153,28021,29,-55,4,6362,29968,20,-73,4,6153.0,27903.0,26.0,-61.0,4.0,6153.0,27904.0,21.0,-71.0,4.0,6153.0,27902.0,22.0,-69.0,4.0,6153.0,27913.0,20.0,-73.0,4.0,0,1.52e+12,22,52.0,19.0,41.0,37.0,38.0,121.499699,31.276899,121.504264,31.277168,121.494429,31.278097,121.493407,31.287705,121.503581,31.28534,121.498646,31.28425,121.5101522,31.27946348,3
5024,20,6153,27905,22,-69,4,6153,27913,17,-79,4,6153.0,28031.0,15.0,-83.0,4.0,6153.0,28033.0,19.0,-75.0,4.0,6153.0,27906.0,18.0,-77.0,4.0,6153.0,28023.0,23.0,-67.0,4.0,1,1.53e+12,87,38.0,24.0,21.0,97.0,96.0,121.486917,31.274206,121.498646,31.28425,121.495261,31.288196,121.497323,31.285173,121.488618,31.271651,121.496873,31.284712,121.4945879,31.28497462,26
